SUBID,ses,analysis,stats,TCK,tck_mean,tck_std,tck_min,tck_max,tck_count
S038,T02,AL_07,113.841377 8.48332119 82.7108231 149.782394 3665 ,L_RetroSplenial_Complex,113.84137700000001,8.48332119,82.71082309999998,149.78239399999998,3665
S038,T02,AL_07,145.503479 14.0050144 110.84539 193.866592 3037 ,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,145.503479,14.0050144,110.84539,193.866592,3037
S038,T02,AL_07,210.723343 5.38419342 194.930267 217.878082 35 ,L_Entorhinal_Cortex,210.72334300000003,5.38419342,194.930267,217.87808199999998,35
S038,T02,AL_07,64.2098694 5.16080236 50.1363831 81.3220673 2023 ,ctx_lh_G_and_S_cingul-Ant,64.2098694,5.16080236,50.1363831,81.3220673,2023
S038,T02,AL_07,20.1376591 3.93113947 11.5760756 31.5627308 3404 ,Left-MammillaryBody,20.1376591,3.93113947,11.5760756,31.5627308,3404
S038,T02,AL_07,41.3868828 5.06386137 29.2636261 56.7728195 3543 ,Left-Basal-nucleus_AND_Left-Lateral-nucleus,41.386882799999995,5.06386137,29.2636261,56.7728195,3543
S038,T02,AL_07,62.5896835 7.06019211 44.1581764 85.0895538 2724 ,L_Area_TG_dorsal,62.5896835,7.06019211,44.158176399999995,85.08955379999999,2724
S038,T02,AL_07,73.661438 6.68544626 57.329319 95.2544403 3389 ,L_Area_8BM,73.661438,6.68544626,57.32931899999999,95.2544403,3389
S038,T02,AL_07,84.953186 6.07077885 65.5320053 104.658409 3779 ,L_Area_9_Middle,84.953186,6.07077885,65.5320053,104.65840899999999,3779
S038,T02,AL_07,74.2308121 7.42963076 53.148037 95.8614731 2216 ,L_Area_10r,74.2308121,7.42963076,53.148037,95.8614731,2216
S038,T02,AL_07,83.3687439 7.48852825 59.7723389 105.297653 2201 ,L_Area_10v,83.3687439,7.48852825,59.772338899999994,105.297653,2201
S038,T02,AL_07,53.5127869 12.3626194 28.6122303 85.4011841 1347 ,L_Area_25,53.512786899999995,12.3626194,28.6122303,85.4011841,1347
S038,T02,AL_07,68.2057495 5.99623632 51.548111 86.4330826 2716 ,L_Area_p32,68.2057495,5.99623632,51.548111,86.43308259999999,2716
S038,T02,AL_07,58.5301018 4.73820877 46.8617973 73.3912659 1549 ,L_Area_s32,58.53010179999999,4.73820877,46.8617973,73.39126590000001,1549
S038,T02,AL_07,87.9632645 5.00514269 71.3672333 103.551155 3505 ,L_Area_10d,87.96326450000001,5.00514269,71.3672333,103.55115500000001,3505
S038,T02,AL_07,77.9368973 5.83766603 63.332283 97.530365 3891 ,L_Area_posterior_10p,77.9368973,5.83766603,63.332283,97.530365,3891
S038,T02,AL_07,77.0550003 4.50828695 63.4157219 91.5915375 3371 ,L_Area_anterior_10p,77.0550003,4.50828695,63.4157219,91.5915375,3371
S038,T02,AL_07,82.1189728 4.80095339 68.4347305 97.4663696 2047 ,L_Polar_10p,82.1189728,4.80095339,68.4347305,97.4663696,2047
S038,T02,AL_07,70.4209366 6.26694822 51.4666748 89.6156693 3004 ,L_Area_11l,70.42093659999999,6.26694822,51.4666748,89.6156693,3004
S038,T02,AL_07,74.5556641 5.28822422 56.7492943 91.5868378 3212 ,L_Area_anterior_47r,74.5556641,5.28822422,56.749294299999995,91.5868378,3212
S038,T02,AL_07,70.5205994 6.4570322 52.438858 91.8904037 3004 ,L_Area_47m,70.52059940000001,6.4570322,52.438857999999996,91.89040370000001,3004
S038,T02,AL_07,69.6152649 8.435462 44.5170975 96.0604172 3812 ,L_Area_47s,69.61526490000001,8.435462,44.5170975,96.0604172,3812
S038,T02,AL_07,57.2508583 6.31242323 42.8215485 77.021431 2920 ,L_Area_13l,57.2508583,6.31242323,42.8215485,77.021431,2920
S038,T02,AL_07,68.1142426 9.04768848 45.199192 99.1901703 1773 ,L_Orbital_Frontal_Complex,68.1142426,9.04768848,45.199192,99.19017029999999,1773
S038,T02,AL_07,30.1999512 6.12952471 20.207016 49.8179092 3816 ,L_posterior_OFC_Complex,30.199951199999997,6.12952471,20.207016,49.8179092,3816
S038,T02,AL_07,64.3733292 6.81860828 52.3695564 98.9416809 1641 ,L_Area_44,64.3733292,6.81860828,52.3695564,98.9416809,1641
S038,T02,AL_07,82.4368362 6.02072239 64.4056244 100.155457 3462 ,L_Area_45,82.4368362,6.02072239,64.4056244,100.155457,3462
S038,T02,AL_07,75.5142899 5.25834703 60.124218 93.2701645 3766 ,L_Area_47l,75.51428990000001,5.25834703,60.124218000000006,93.2701645,3766
S038,T02,AL_07,74.780983 4.12485981 63.4120903 87.4119339 3304 ,L_Area_posterior_47r,74.78098299999999,4.12485981,63.412090299999996,87.41193390000001,3304
S038,T02,AL_07,79.7766724 4.38150311 65.7081757 94.6629181 2764 ,L_Area__IFSa,79.77667240000001,4.38150311,65.7081757,94.6629181,2764
S038,T02,AL_07,92.276535 7.67807102 63.1119804 114.348228 1710 ,L_Area_IFSp,92.276535,7.67807102,63.1119804,114.348228,1710
S038,T02,AL_07,67.5330811 18.0273094 43.8923035 109.6064 350 ,L_Area_IFJa,67.5330811,18.0273094,43.8923035,109.6064,350
S038,T02,AL_07,55.3443527 5.78508377 41.8514175 75.6194382 1148 ,L_Area_IFJp,55.3443527,5.78508377,41.8514175,75.6194382,1148
S038,T02,AL_07,80.7283859 5.324368 62.4335785 98.2232208 3632 ,L_Area_9_anterior,80.7283859,5.324368,62.4335785,98.22322079999999,3632
S038,T02,AL_07,74.3294449 3.87153268 61.6598015 87.7164383 2570 ,L_Area_9_Posterior,74.3294449,3.87153268,61.6598015,87.7164383,2570
S038,T02,AL_07,64.0837784 5.22197199 49.5285721 81.5773849 3838 ,L_Area_8Ad,64.0837784,5.22197199,49.528572100000005,81.5773849,3838
S038,T02,AL_07,70.8780365 5.15807533 54.7599983 87.686264 3655 ,L_Area_9-46d,70.8780365,5.15807533,54.7599983,87.68626400000001,3655
S038,T02,AL_07,79.412178 5.92476225 64.0251846 97.0186768 3692 ,L_Area_anterior_9-46v,79.412178,5.92476225,64.0251846,97.0186768,3692
S038,T02,AL_07,70.9137268 5.36823273 55.8337822 87.4428024 3997 ,L_Area_46,70.91372679999999,5.36823273,55.8337822,87.4428024,3997
S038,T02,AL_07,71.1275482 3.95412183 59.8129578 83.5846863 1616 ,L_Area_posterior_9-46v,71.1275482,3.95412183,59.8129578,83.5846863,1616
S038,T02,AL_07,62.9966164 5.56472015 47.5138969 81.6920776 3125 ,L_Area_8C,62.9966164,5.56472015,47.5138969,81.69207759999999,3125
S038,T02,AL_07,69.7870331 5.37925339 51.4141121 87.7184448 3953 ,L_Area_8Av,69.78703309999999,5.37925339,51.414112100000004,87.7184448,3953
S038,T02,AL_07,64.9975204 6.42957306 47.8222198 84.5832672 4210 ,L_Inferior_6-8_Transitional_Area,64.9975204,6.42957306,47.8222198,84.58326720000001,4210
S038,T02,AL_07,72.4288406 6.03546858 54.7378998 90.4518204 3086 ,L_Superior_6-8_Transitional_Area,72.4288406,6.03546858,54.7378998,90.4518204,3086
S038,T02,AL_07,75.3865128 5.19126606 61.0655098 92.0632858 4560 ,L_Superior_Frontal_Language_Area,75.3865128,5.19126606,61.0655098,92.0632858,4560
S038,T02,AL_07,80.9035721 5.91887617 64.3900375 100.509155 3522 ,L_Area_8B_Lateral,80.90357209999999,5.91887617,64.3900375,100.509155,3522
S038,T02,AL_07,132.707626 24.9721279 88.3726273 198.842026 593 ,R_RetroSplenial_Complex,132.707626,24.972127899999997,88.37262729999999,198.842026,593
S038,T02,AL_07,153.689117 20.2389412 111.16629 198.764175 330 ,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,153.68911699999998,20.2389412,111.16628999999999,198.764175,330
S038,T02,AL_07,201.321182 7.41665363 190.444153 217.269623 22 ,R_Entorhinal_Cortex,201.321182,7.41665363,190.444153,217.269623,22
S038,T02,AL_07,59.2626877 4.1757431 47.4404793 73.729599 1438 ,ctx_rh_G_and_S_cingul-Ant,59.2626877,4.1757431,47.44047929999999,73.729599,1438
S038,T02,AL_07,18.024519 3.69675899 10.0057383 28.9334373 5701 ,Right-MammillaryBody,18.024519,3.69675899,10.0057383,28.9334373,5701
S038,T02,AL_07,39.652729 4.42208767 28.8389626 54.8334389 3153 ,Right-Basal-nucleus_AND_Right-Lateral-nucleus,39.652729,4.42208767,28.8389626,54.8334389,3153
S038,T02,AL_07,65.8330841 6.30426788 49.5796471 84.6075821 1925 ,R_Area_TG_dorsal,65.83308410000001,6.30426788,49.5796471,84.6075821,1925
S038,T02,AL_07,74.3171158 6.01927853 59.4275169 94.2401276 3696 ,R_Area_8BM,74.3171158,6.01927853,59.4275169,94.2401276,3696
S038,T02,AL_07,86.8013916 6.18396568 64.0795746 107.490814 3309 ,R_Area_9_Middle,86.8013916,6.18396568,64.0795746,107.49081399999999,3309
S038,T02,AL_07,68.356575 5.68940353 54.5031509 88.9582977 2334 ,R_Area_10r,68.356575,5.68940353,54.503150899999994,88.9582977,2334
S038,T02,AL_07,83.8528976 4.89726257 69.460495 98.5955963 2112 ,R_Area_10v,83.85289759999999,4.89726257,69.460495,98.5955963,2112
S038,T02,AL_07,29.2804699 5.92360449 20.0068951 45.5570221 1425 ,R_Area_25,29.280469899999996,5.92360449,20.0068951,45.557022100000005,1425
S038,T02,AL_07,78.5992126 6.85201979 61.7953529 99.2606354 2151 ,R_Area_p32,78.59921259999999,6.85201979,61.7953529,99.2606354,2151
S038,T02,AL_07,87.4676208 11.7582493 54.552269 108.282829 149 ,R_Area_s32,87.46762079999999,11.758249300000001,54.552268999999995,108.282829,149
S038,T02,AL_07,87.6590805 4.4638896 76.3817596 102.582436 2773 ,R_Area_10d,87.6590805,4.463889599999999,76.3817596,102.582436,2773
S038,T02,AL_07,74.9950256 5.72324705 63.0420723 94.7006607 3293 ,R_Area_posterior_10p,74.99502559999999,5.72324705,63.0420723,94.70066070000001,3293
S038,T02,AL_07,75.9923096 4.39600611 64.3663177 90.5601883 3208 ,R_Area_anterior_10p,75.99230959999998,4.39600611,64.3663177,90.5601883,3208
S038,T02,AL_07,77.5314941 4.97605801 63.4986191 94.2643738 2359 ,R_Polar_10p,77.5314941,4.97605801,63.4986191,94.2643738,2359
S038,T02,AL_07,72.6312103 5.50475454 56.0977402 90.6696167 2753 ,R_Area_11l,72.6312103,5.50475454,56.0977402,90.6696167,2753
S038,T02,AL_07,75.2341003 4.40892076 59.3862305 89.6273499 3632 ,R_Area_anterior_47r,75.23410030000001,4.40892076,59.3862305,89.62734990000001,3632
S038,T02,AL_07,62.3273697 4.70583057 50.3870201 79.3144608 1883 ,R_Area_47m,62.327369700000006,4.70583057,50.3870201,79.3144608,1883
S038,T02,AL_07,68.8446732 8.52239227 46.1886253 95.6868057 2899 ,R_Area_47s,68.8446732,8.52239227,46.1886253,95.68680570000001,2899
S038,T02,AL_07,54.6561279 4.26803064 44.3815956 69.6546783 2190 ,R_Area_13l,54.6561279,4.26803064,44.3815956,69.6546783,2190
S038,T02,AL_07,71.5209961 6.28187561 54.7486801 90.4237823 1732 ,R_Orbital_Frontal_Complex,71.52099609999999,6.28187561,54.748680099999994,90.4237823,1732
S038,T02,AL_07,26.071619 3.7618072 20.0017815 38.9127083 2529 ,R_posterior_OFC_Complex,26.071619000000002,3.7618072,20.0017815,38.9127083,2529
S038,T02,AL_07,72.4400482 5.55928469 55.4154701 91.3386002 2627 ,R_Area_44,72.4400482,5.55928469,55.4154701,91.3386002,2627
S038,T02,AL_07,75.7159119 6.50900888 57.0840111 95.8462067 4322 ,R_Area_45,75.71591190000001,6.50900888,57.084011100000005,95.84620670000001,4322
S038,T02,AL_07,75.6762161 5.36170912 60.1491013 92.0194168 2833 ,R_Area_47l,75.67621609999999,5.36170912,60.14910129999999,92.01941679999999,2833
S038,T02,AL_07,74.0304108 4.9195919 61.7811012 89.2805634 3605 ,R_Area_posterior_47r,74.0304108,4.9195919,61.7811012,89.2805634,3605
S038,T02,AL_07,70.8470001 6.13016081 55.4437447 90.6961746 3943 ,R_Area__IFSa,70.84700009999999,6.13016081,55.4437447,90.69617459999999,3943
S038,T02,AL_07,67.0104523 6.25603533 52.722023 88.5076523 3691 ,R_Area_IFSp,67.0104523,6.25603533,52.722023,88.50765229999999,3691
S038,T02,AL_07,79.0360641 7.64963102 61.3873444 102.17617 695 ,R_Area_IFJa,79.03606409999999,7.64963102,61.3873444,102.17617,695
S038,T02,AL_07,64.4351959 15.8506823 43.0588379 99.4596481 570 ,R_Area_IFJp,64.4351959,15.8506823,43.05883789999999,99.4596481,570
S038,T02,AL_07,83.4657745 4.59370947 71.3206863 98.572113 3551 ,R_Area_9_anterior,83.4657745,4.59370947,71.3206863,98.572113,3551
S038,T02,AL_07,76.9269028 5.0155735 62.0537567 92.1842804 3663 ,R_Area_9_Posterior,76.9269028,5.0155735,62.0537567,92.1842804,3663
S038,T02,AL_07,66.9035645 5.95137548 49.524395 86.3130188 3115 ,R_Area_8Ad,66.9035645,5.95137548,49.524395,86.3130188,3115
S038,T02,AL_07,68.7907104 5.95984697 52.1671638 87.3175507 4178 ,R_Area_9-46d,68.79071040000001,5.95984697,52.1671638,87.3175507,4178
S038,T02,AL_07,77.3082809 5.40091991 61.4319382 94.6623688 4000 ,R_Area_anterior_9-46v,77.3082809,5.40091991,61.4319382,94.6623688,4000
S038,T02,AL_07,69.6275482 5.96742392 52.0234451 88.2325821 3895 ,R_Area_46,69.6275482,5.96742392,52.0234451,88.2325821,3895
S038,T02,AL_07,70.9057083 7.6485095 54.0772743 94.6252975 3282 ,R_Area_posterior_9-46v,70.9057083,7.6485095,54.0772743,94.6252975,3282
S038,T02,AL_07,64.2752609 7.66390467 43.2004662 88.3256912 3573 ,R_Area_8C,64.27526089999999,7.66390467,43.2004662,88.3256912,3573
S038,T02,AL_07,68.2254944 7.60364246 46.1312485 91.7020035 4654 ,R_Area_8Av,68.2254944,7.60364246,46.1312485,91.7020035,4654
S038,T02,AL_07,63.9758072 5.86541891 49.4469681 83.7057648 3731 ,R_Inferior_6-8_Transitional_Area,63.975807200000006,5.86541891,49.44696810000001,83.7057648,3731
S038,T02,AL_07,69.9232254 6.49137068 53.4662209 90.2779694 3833 ,R_Superior_6-8_Transitional_Area,69.9232254,6.49137068,53.4662209,90.2779694,3833
S038,T02,AL_07,75.2547989 5.57014656 59.7232895 92.7438049 4049 ,R_Superior_Frontal_Language_Area,75.25479890000001,5.57014656,59.7232895,92.74380490000001,4049
S038,T02,AL_07,81.3430023 6.44269896 64.6256256 102.171165 3706 ,R_Area_8B_Lateral,81.3430023,6.44269896,64.6256256,102.171165,3706
S038,T01,AL_07,113.141701 10.1466722 85.5055847 149.389114 3881 ,L_RetroSplenial_Complex,113.141701,10.1466722,85.5055847,149.38911399999998,3881
S038,T01,AL_07,146.87793 15.1590834 109.399139 189.564362 3281 ,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,146.87793,15.1590834,109.39913899999999,189.56436200000002,3281
S038,T01,AL_07,210.138306 5.72867537 194.450714 218.491623 51 ,L_Entorhinal_Cortex,210.138306,5.72867537,194.45071399999998,218.491623,51
S038,T01,AL_07,64.1896133 5.25157881 49.1432838 81.6785049 2440 ,ctx_lh_G_and_S_cingul-Ant,64.18961329999999,5.25157881,49.1432838,81.67850490000001,2440
S038,T01,AL_07,18.5516281 3.24788404 11.6742039 28.9147472 4372 ,Left-MammillaryBody,18.551628100000002,3.24788404,11.6742039,28.9147472,4372
S038,T01,AL_07,40.0937347 4.68942547 28.8490734 55.7622261 3461 ,Left-Basal-nucleus_AND_Left-Lateral-nucleus,40.0937347,4.68942547,28.849073399999998,55.76222610000001,3461
S038,T01,AL_07,61.3797836 6.75682402 45.4405899 83.9572754 2535 ,L_Area_TG_dorsal,61.3797836,6.75682402,45.4405899,83.9572754,2535
S038,T01,AL_07,73.9850006 6.6131506 57.202446 95.1260986 3261 ,L_Area_8BM,73.98500059999999,6.613150599999999,57.202445999999995,95.12609859999999,3261
S038,T01,AL_07,85.4578934 6.84627533 64.4656143 106.533409 4154 ,L_Area_9_Middle,85.4578934,6.84627533,64.4656143,106.533409,4154
S038,T01,AL_07,74.8455734 7.14893007 51.7967606 96.2381439 2319 ,L_Area_10r,74.8455734,7.14893007,51.796760600000006,96.2381439,2319
S038,T01,AL_07,84.3274536 7.28171158 61.6821518 104.199173 2162 ,L_Area_10v,84.3274536,7.28171158,61.68215179999999,104.199173,2162
S038,T01,AL_07,54.6819496 11.6675797 23.5101929 77.986702 1433 ,L_Area_25,54.6819496,11.6675797,23.510192899999996,77.98670200000001,1433
S038,T01,AL_07,68.797905 5.3948884 52.1479301 85.6355515 2787 ,L_Area_p32,68.797905,5.3948884,52.1479301,85.6355515,2787
S038,T01,AL_07,58.9871063 4.95791245 47.2057877 74.0664215 1513 ,L_Area_s32,58.987106299999994,4.95791245,47.2057877,74.06642149999999,1513
S038,T01,AL_07,87.3034134 4.96533251 72.3698044 103.449348 3728 ,L_Area_10d,87.30341340000001,4.96533251,72.3698044,103.449348,3728
S038,T01,AL_07,78.8666992 6.25869179 63.4573593 98.3334656 4122 ,L_Area_posterior_10p,78.86669920000001,6.25869179,63.4573593,98.3334656,4122
S038,T01,AL_07,77.9327011 4.6341567 65.0884399 93.516243 3694 ,L_Area_anterior_10p,77.93270109999999,4.6341567,65.0884399,93.516243,3694
S038,T01,AL_07,83.1918259 5.37885284 67.4109192 99.6502533 2313 ,L_Polar_10p,83.19182590000001,5.37885284,67.41091920000001,99.65025329999999,2313
S038,T01,AL_07,69.2652206 6.74024677 48.8440552 90.0168686 2833 ,L_Area_11l,69.26522059999999,6.74024677,48.8440552,90.0168686,2833
S038,T01,AL_07,74.7908707 5.23846102 58.7808609 91.6368256 3392 ,L_Area_anterior_47r,74.7908707,5.23846102,58.78086089999999,91.6368256,3392
S038,T01,AL_07,70.4791718 6.89019012 52.4245338 93.1622925 3395 ,L_Area_47m,70.4791718,6.89019012,52.4245338,93.1622925,3395
S038,T01,AL_07,72.4119263 8.03260422 46.7547455 96.0961838 3911 ,L_Area_47s,72.41192629999999,8.03260422,46.7547455,96.0961838,3911
S038,T01,AL_07,57.2142296 6.33431482 42.887394 77.3916626 2922 ,L_Area_13l,57.214229599999996,6.33431482,42.887394,77.39166259999999,2922
S038,T01,AL_07,65.7627563 7.09169006 44.9315758 85.6825256 1515 ,L_Orbital_Frontal_Complex,65.76275629999999,7.09169006,44.9315758,85.68252559999999,1515
S038,T01,AL_07,30.3161278 8.34172916 20.0044861 57.7511292 2730 ,L_posterior_OFC_Complex,30.3161278,8.34172916,20.0044861,57.7511292,2730
S038,T01,AL_07,69.6308365 11.6586514 50.8239136 112.523689 1763 ,L_Area_44,69.6308365,11.658651400000002,50.8239136,112.52368899999999,1763
S038,T01,AL_07,82.6373215 5.78407049 63.0569344 100.472 3540 ,L_Area_45,82.6373215,5.78407049,63.0569344,100.47200000000001,3540
S038,T01,AL_07,74.9797211 5.40676975 58.9882851 92.6083984 3693 ,L_Area_47l,74.97972109999999,5.40676975,58.988285100000006,92.6083984,3693
S038,T01,AL_07,75.0006332 4.4361496 60.7253685 89.6233902 3357 ,L_Area_posterior_47r,75.00063320000001,4.4361496,60.72536850000001,89.6233902,3357
S038,T01,AL_07,78.914444 5.00049305 61.3909607 96.207634 2833 ,L_Area__IFSa,78.91444399999999,5.00049305,61.39096070000001,96.207634,2833
S038,T01,AL_07,91.0224991 8.48896122 65.0370865 116.798569 1657 ,L_Area_IFSp,91.02249909999999,8.48896122,65.0370865,116.798569,1657
S038,T01,AL_07,57.214859 10.8281565 42.5309639 96.5445938 305 ,L_Area_IFJa,57.214859,10.8281565,42.530963899999996,96.5445938,305
S038,T01,AL_07,54.7596664 5.28420877 42.1407127 72.413147 1089 ,L_Area_IFJp,54.7596664,5.28420877,42.1407127,72.413147,1089
S038,T01,AL_07,81.9675217 5.35680962 62.8466187 99.3329926 3425 ,L_Area_9_anterior,81.9675217,5.35680962,62.8466187,99.3329926,3425
S038,T01,AL_07,74.9828873 4.22350693 61.1052856 89.6366959 2723 ,L_Area_9_Posterior,74.9828873,4.22350693,61.1052856,89.6366959,2723
S038,T01,AL_07,63.833004 5.2819643 48.508297 81.0166016 3878 ,L_Area_8Ad,63.833004,5.281964299999999,48.508297,81.0166016,3878
S038,T01,AL_07,70.7961273 5.66923618 55.0769501 88.5764008 3820 ,L_Area_9-46d,70.7961273,5.66923618,55.076950100000005,88.57640079999999,3820
S038,T01,AL_07,80.7856979 6.13043308 63.7117462 99.2775726 3652 ,L_Area_anterior_9-46v,80.7856979,6.13043308,63.71174620000001,99.27757259999998,3652
S038,T01,AL_07,71.1941071 5.40050888 56.7071609 88.6409302 4121 ,L_Area_46,71.1941071,5.40050888,56.70716089999999,88.6409302,4121
S038,T01,AL_07,71.4136658 4.18219519 57.4211311 85.6988525 2069 ,L_Area_posterior_9-46v,71.41366579999999,4.18219519,57.4211311,85.6988525,2069
S038,T01,AL_07,62.5810242 5.57404613 46.4723015 81.5433273 3078 ,L_Area_8C,62.58102420000001,5.57404613,46.4723015,81.54332729999999,3078
S038,T01,AL_07,68.8432846 5.05311251 54.1132164 85.6177979 3799 ,L_Area_8Av,68.84328459999999,5.05311251,54.1132164,85.6177979,3799
S038,T01,AL_07,63.3577461 5.98544788 48.1595039 82.9539566 3881 ,L_Inferior_6-8_Transitional_Area,63.3577461,5.98544788,48.1595039,82.9539566,3881
S038,T01,AL_07,70.6412506 6.03508902 54.4221954 90.3898315 3177 ,L_Superior_6-8_Transitional_Area,70.64125059999999,6.03508902,54.4221954,90.3898315,3177
S038,T01,AL_07,74.5073853 4.85830498 60.7582588 90.6539078 4265 ,L_Superior_Frontal_Language_Area,74.5073853,4.85830498,60.7582588,90.6539078,4265
S038,T01,AL_07,81.5591049 6.11539173 64.7344437 101.472046 3623 ,L_Area_8B_Lateral,81.55910490000001,6.11539173,64.7344437,101.47204599999999,3623
S038,T01,AL_07,120.426819 20.0800896 87.0679626 198.720001 1270 ,R_RetroSplenial_Complex,120.426819,20.0800896,87.06796259999999,198.720001,1270
S038,T01,AL_07,148.144638 18.8222961 111.507477 198.561157 798 ,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,148.144638,18.822296100000003,111.50747700000001,198.561157,798
S038,T01,AL_07,203.186203 7.57710409 191.489151 217.168991 24 ,R_Entorhinal_Cortex,203.186203,7.57710409,191.489151,217.168991,24
S038,T01,AL_07,60.5119247 4.39451742 48.0911484 73.7347031 1550 ,ctx_rh_G_and_S_cingul-Ant,60.511924699999994,4.39451742,48.0911484,73.73470309999999,1550
S038,T01,AL_07,17.1145287 3.10228848 10.2677402 27.9154015 5479 ,Right-MammillaryBody,17.114528699999997,3.10228848,10.267740199999999,27.9154015,5479
S038,T01,AL_07,39.9780922 4.90567064 27.9405613 55.8456497 3353 ,Right-Basal-nucleus_AND_Right-Lateral-nucleus,39.9780922,4.90567064,27.940561300000002,55.845649699999996,3353
S038,T01,AL_07,66.4431152 6.20713043 48.5154457 84.4792023 1952 ,R_Area_TG_dorsal,66.4431152,6.20713043,48.51544570000001,84.4792023,1952
S038,T01,AL_07,74.3257675 6.04734516 58.1005783 94.531189 3468 ,R_Area_8BM,74.3257675,6.04734516,58.100578299999995,94.531189,3468
S038,T01,AL_07,88.798317 5.46564484 71.7658386 107.59021 2850 ,R_Area_9_Middle,88.798317,5.46564484,71.7658386,107.59021000000001,2850
S038,T01,AL_07,69.9397736 6.18975067 55.1152611 90.3197403 2411 ,R_Area_10r,69.9397736,6.18975067,55.115261100000005,90.31974029999999,2411
S038,T01,AL_07,85.0908508 4.37527084 69.397583 99.9583511 2214 ,R_Area_10v,85.0908508,4.37527084,69.397583,99.95835109999999,2214
S038,T01,AL_07,26.1286945 3.8641789 20.0121689 38.1718597 2110 ,R_Area_25,26.1286945,3.8641788999999998,20.0121689,38.1718597,2110
S038,T01,AL_07,78.8749695 6.71758699 61.4369049 100.261574 1893 ,R_Area_p32,78.87496949999999,6.71758699,61.4369049,100.261574,1893
S038,T01,AL_07,87.4784622 10.8796301 54.0637665 110.384659 184 ,R_Area_s32,87.4784622,10.8796301,54.06376650000001,110.38465900000001,184
S038,T01,AL_07,87.4203339 4.37650156 76.3156967 101.341064 2649 ,R_Area_10d,87.4203339,4.37650156,76.3156967,101.341064,2649
S038,T01,AL_07,75.2387848 5.52395964 61.7566833 93.594635 3012 ,R_Area_posterior_10p,75.2387848,5.52395964,61.7566833,93.594635,3012
S038,T01,AL_07,75.9114304 4.37974691 63.8315048 90.7522125 3117 ,R_Area_anterior_10p,75.9114304,4.37974691,63.8315048,90.7522125,3117
S038,T01,AL_07,78.2674866 4.70727587 63.0016365 92.5044937 2417 ,R_Polar_10p,78.2674866,4.70727587,63.0016365,92.5044937,2417
S038,T01,AL_07,72.5404816 5.96952343 55.1566811 90.6687164 2653 ,R_Area_11l,72.54048159999999,5.96952343,55.1566811,90.66871640000001,2653
S038,T01,AL_07,74.6572952 4.63862896 58.7716446 90.6107559 3464 ,R_Area_anterior_47r,74.65729520000001,4.63862896,58.7716446,90.6107559,3464
S038,T01,AL_07,61.8992996 4.59871435 50.9114685 77.3951721 2319 ,R_Area_47m,61.899299600000006,4.59871435,50.9114685,77.3951721,2319
S038,T01,AL_07,69.2763977 6.12879419 49.4642563 88.6928787 3118 ,R_Area_47s,69.2763977,6.12879419,49.464256299999995,88.6928787,3118
S038,T01,AL_07,54.8044586 4.09159279 44.3813248 68.1789551 2309 ,R_Area_13l,54.804458600000004,4.09159279,44.381324799999994,68.1789551,2309
S038,T01,AL_07,70.3957138 6.67271471 52.7562447 89.6541519 1762 ,R_Orbital_Frontal_Complex,70.3957138,6.67271471,52.7562447,89.6541519,1762
S038,T01,AL_07,28.256979 5.63661098 20.1651592 45.8793755 2576 ,R_posterior_OFC_Complex,28.256978999999998,5.63661098,20.1651592,45.8793755,2576
S038,T01,AL_07,73.1433792 5.50963163 58.4736824 91.6332474 2420 ,R_Area_44,73.1433792,5.50963163,58.4736824,91.6332474,2420
S038,T01,AL_07,75.3235474 6.36376381 57.3580742 95.2135315 3801 ,R_Area_45,75.32354740000001,6.36376381,57.35807420000001,95.21353149999999,3801
S038,T01,AL_07,75.4421997 5.6020236 59.5121193 92.2151184 3134 ,R_Area_47l,75.4421997,5.6020236,59.512119299999995,92.2151184,3134
S038,T01,AL_07,74.0701447 4.74321651 61.0841827 89.5730286 3648 ,R_Area_posterior_47r,74.0701447,4.74321651,61.08418270000001,89.5730286,3648
S038,T01,AL_07,69.879921 5.96542406 55.3931808 88.568718 3725 ,R_Area__IFSa,69.879921,5.96542406,55.393180799999996,88.568718,3725
S038,T01,AL_07,67.2865219 5.95426035 52.7810936 87.4026718 3489 ,R_Area_IFSp,67.28652190000001,5.95426035,52.7810936,87.4026718,3489
S038,T01,AL_07,79.5726776 7.66580486 60.7151337 104.030167 731 ,R_Area_IFJa,79.57267759999999,7.66580486,60.7151337,104.030167,731
S038,T01,AL_07,80.956459 13.3109684 45.1799889 99.5761795 385 ,R_Area_IFJp,80.956459,13.3109684,45.1799889,99.57617950000001,385
S038,T01,AL_07,84.0094299 4.59703159 70.9954758 98.6430435 3630 ,R_Area_9_anterior,84.00942990000001,4.59703159,70.9954758,98.6430435,3630
S038,T01,AL_07,77.4069977 5.04588366 62.6690941 93.6432037 3968 ,R_Area_9_Posterior,77.4069977,5.04588366,62.6690941,93.6432037,3968
S038,T01,AL_07,67.0173874 5.99361563 47.4837761 87.3006134 3062 ,R_Area_8Ad,67.01738739999999,5.99361563,47.4837761,87.3006134,3062
