SUBID,TCK,noise,ses
01Caminoreso5503,L_RetroSplenial_Complex,140.301,T01
01Caminoreso5503,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,139.809,T01
01Caminoreso5503,L_Entorhinal_Cortex,140.909,T01
01Caminoreso5503,ctx_lh_G_and_S_cingul-Ant,144.059,T01
01Caminoreso5503,Left-MammillaryBody,159.181,T01
01Caminoreso5503,Left-Basal-nucleus_AND_Left-Lateral-nucleus,144.448,T01
01Caminoreso5503,L_Area_TG_dorsal,188.081,T01
01Caminoreso5503,L_Area_8BM,132.105,T01
01Caminoreso5503,L_Area_9_Middle,132.359,T01
01Caminoreso5503,L_Area_10r,145.635,T01
01Caminoreso5503,L_Area_10v,147.044,T01
01Caminoreso5503,L_Area_25,150.93,T01
01Caminoreso5503,L_Area_p32,142.85,T01
01Caminoreso5503,L_Area_s32,147.529,T01
01Caminoreso5503,L_Area_10d,139.609,T01
01Caminoreso5503,L_Area_posterior_10p,140.316,T01
01Caminoreso5503,L_Area_anterior_10p,142.153,T01
01Caminoreso5503,L_Polar_10p,141.313,T01
01Caminoreso5503,L_Area_11l,141.986,T01
01Caminoreso5503,L_Area_anterior_47r,140.354,T01
01Caminoreso5503,L_Area_47m,139.381,T01
01Caminoreso5503,L_Area_47s,143.764,T01
01Caminoreso5503,L_Area_13l,139.554,T01
01Caminoreso5503,L_Orbital_Frontal_Complex,146.906,T01
01Caminoreso5503,L_posterior_OFC_Complex,157.565,T01
01Caminoreso5503,L_Area_44,136.907,T01
01Caminoreso5503,L_Area_45,135.75,T01
01Caminoreso5503,L_Area_47l,141.274,T01
01Caminoreso5503,L_Area_posterior_47r,137.238,T01
01Caminoreso5503,L_Area__IFSa,135.117,T01
01Caminoreso5503,L_Area_IFSp,133.009,T01
01Caminoreso5503,L_Area_IFJa,136.253,T01
01Caminoreso5503,L_Area_IFJp,138.084,T01
01Caminoreso5503,L_Area_9_anterior,130.546,T01
01Caminoreso5503,L_Area_9_Posterior,127.874,T01
01Caminoreso5503,L_Area_8Ad,126.333,T01
01Caminoreso5503,L_Area_9-46d,130.548,T01
01Caminoreso5503,L_Area_anterior_9-46v,132.005,T01
01Caminoreso5503,L_Area_46,118.352,T01
01Caminoreso5503,L_Area_posterior_9-46v,127.614,T01
01Caminoreso5503,L_Area_8C,130.663,T01
01Caminoreso5503,L_Area_8Av,112.125,T01
01Caminoreso5503,L_Inferior_6-8_Transitional_Area,126.899,T01
01Caminoreso5503,L_Superior_6-8_Transitional_Area,123.087,T01
01Caminoreso5503,L_Superior_Frontal_Language_Area,118.626,T01
01Caminoreso5503,L_Area_8B_Lateral,117.529,T01
01Caminoreso5503,R_RetroSplenial_Complex,140.291,T01
01Caminoreso5503,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,140.11,T01
01Caminoreso5503,R_Entorhinal_Cortex,141.836,T01
01Caminoreso5503,ctx_rh_G_and_S_cingul-Ant,145.642,T01
01Caminoreso5503,Right-MammillaryBody,158.92,T01
01Caminoreso5503,Right-Basal-nucleus_AND_Right-Lateral-nucleus,147.023,T01
01Caminoreso5503,R_Area_TG_dorsal,189.06,T01
01Caminoreso5503,R_Area_8BM,132.992,T01
01Caminoreso5503,R_Area_9_Middle,135.596,T01
01Caminoreso5503,R_Area_10r,146.872,T01
01Caminoreso5503,R_Area_10v,146.319,T01
01Caminoreso5503,R_Area_25,192.699,T01
01Caminoreso5503,R_Area_p32,145.855,T01
01Caminoreso5503,R_Area_s32,145.683,T01
01Caminoreso5503,R_Area_10d,139.948,T01
01Caminoreso5503,R_Area_posterior_10p,143.329,T01
01Caminoreso5503,R_Area_anterior_10p,143.721,T01
01Caminoreso5503,R_Polar_10p,142.652,T01
01Caminoreso5503,R_Area_11l,145.227,T01
01Caminoreso5503,R_Area_anterior_47r,141.67,T01
01Caminoreso5503,R_Area_47m,142.477,T01
01Caminoreso5503,R_Area_47s,145.11,T01
01Caminoreso5503,R_Area_13l,142.323,T01
01Caminoreso5503,R_Orbital_Frontal_Complex,145.721,T01
01Caminoreso5503,R_posterior_OFC_Complex,155.289,T01
01Caminoreso5503,R_Area_44,140.093,T01
01Caminoreso5503,R_Area_45,139.922,T01
01Caminoreso5503,R_Area_47l,143.708,T01
01Caminoreso5503,R_Area_posterior_47r,139.895,T01
01Caminoreso5503,R_Area__IFSa,138.664,T01
01Caminoreso5503,R_Area_IFSp,139.135,T01
01Caminoreso5503,R_Area_IFJa,140.692,T01
01Caminoreso5503,R_Area_IFJp,137.998,T01
01Caminoreso5503,R_Area_9_anterior,134.208,T01
01Caminoreso5503,R_Area_9_Posterior,130.47,T01
01Caminoreso5503,R_Area_8Ad,131.952,T01
01Caminoreso5503,R_Area_9-46d,135.093,T01
01Caminoreso5503,R_Area_anterior_9-46v,137.054,T01
01Caminoreso5503,R_Area_46,129.316,T01
01Caminoreso5503,R_Area_posterior_9-46v,131.862,T01
01Caminoreso5503,R_Area_8C,136.696,T01
01Caminoreso5503,R_Area_8Av,120.489,T01
01Caminoreso5503,R_Inferior_6-8_Transitional_Area,125.192,T01
01Caminoreso5503,R_Superior_6-8_Transitional_Area,123.608,T01
01Caminoreso5503,R_Superior_Frontal_Language_Area,120.819,T01
01Caminoreso5503,R_Area_8B_Lateral,123.223,T01
01ToTfMRI4796,L_RetroSplenial_Complex,163.858,T01
01ToTfMRI4796,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,159.968,T01
01ToTfMRI4796,L_Entorhinal_Cortex,145.747,T01
01ToTfMRI4796,ctx_lh_G_and_S_cingul-Ant,160.235,T01
01ToTfMRI4796,Left-MammillaryBody,267.493,T01
01ToTfMRI4796,Left-Basal-nucleus_AND_Left-Lateral-nucleus,183.496,T01
01ToTfMRI4796,L_Area_TG_dorsal,139.842,T01
01ToTfMRI4796,L_Area_8BM,148.482,T01
01ToTfMRI4796,L_Area_9_Middle,159.62,T01
01ToTfMRI4796,L_Area_10r,178.281,T01
01ToTfMRI4796,L_Area_10v,157.343,T01
01ToTfMRI4796,L_Area_25,172.534,T01
01ToTfMRI4796,L_Area_p32,174.383,T01
01ToTfMRI4796,L_Area_s32,180.537,T01
01ToTfMRI4796,L_Area_10d,162.505,T01
01ToTfMRI4796,L_Area_posterior_10p,159.637,T01
01ToTfMRI4796,L_Area_anterior_10p,160.745,T01
01ToTfMRI4796,L_Polar_10p,162.675,T01
01ToTfMRI4796,L_Area_11l,163.299,T01
01ToTfMRI4796,L_Area_anterior_47r,151.958,T01
01ToTfMRI4796,L_Area_47m,157.144,T01
01ToTfMRI4796,L_Area_47s,156.655,T01
01ToTfMRI4796,L_Area_13l,155.764,T01
01ToTfMRI4796,L_Orbital_Frontal_Complex,144.097,T01
01ToTfMRI4796,L_posterior_OFC_Complex,173.934,T01
01ToTfMRI4796,L_Area_44,159.185,T01
01ToTfMRI4796,L_Area_45,155.929,T01
01ToTfMRI4796,L_Area_47l,156.011,T01
01ToTfMRI4796,L_Area_posterior_47r,155.203,T01
01ToTfMRI4796,L_Area__IFSa,157.1,T01
01ToTfMRI4796,L_Area_IFSp,157.728,T01
01ToTfMRI4796,L_Area_IFJa,155.6,T01
01ToTfMRI4796,L_Area_IFJp,153.054,T01
01ToTfMRI4796,L_Area_9_anterior,155.193,T01
01ToTfMRI4796,L_Area_9_Posterior,150.417,T01
01ToTfMRI4796,L_Area_8Ad,146.631,T01
01ToTfMRI4796,L_Area_9-46d,154.215,T01
01ToTfMRI4796,L_Area_anterior_9-46v,156.537,T01
01ToTfMRI4796,L_Area_46,152.144,T01
01ToTfMRI4796,L_Area_posterior_9-46v,155.625,T01
01ToTfMRI4796,L_Area_8C,150.535,T01
01ToTfMRI4796,L_Area_8Av,144.613,T01
01ToTfMRI4796,L_Inferior_6-8_Transitional_Area,145.105,T01
01ToTfMRI4796,L_Superior_6-8_Transitional_Area,145.719,T01
01ToTfMRI4796,L_Superior_Frontal_Language_Area,143.239,T01
01ToTfMRI4796,L_Area_8B_Lateral,145.495,T01
01ToTfMRI4796,R_RetroSplenial_Complex,158.046,T01
01ToTfMRI4796,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,156.055,T01
01ToTfMRI4796,ctx_rh_G_and_S_cingul-Ant,153.67,T01
01ToTfMRI4796,Right-MammillaryBody,254.621,T01
01ToTfMRI4796,Right-Basal-nucleus_AND_Right-Lateral-nucleus,175.876,T01
01ToTfMRI4796,R_Area_TG_dorsal,130.997,T01
01ToTfMRI4796,R_Area_8BM,144.122,T01
01ToTfMRI4796,R_Area_9_Middle,153.384,T01
01ToTfMRI4796,R_Area_10r,166.544,T01
01ToTfMRI4796,R_Area_10v,153.891,T01
01ToTfMRI4796,R_Area_25,177.676,T01
01ToTfMRI4796,R_Area_p32,166.95,T01
01ToTfMRI4796,R_Area_s32,157.437,T01
01ToTfMRI4796,R_Area_10d,158.76,T01
01ToTfMRI4796,R_Area_posterior_10p,156.845,T01
01ToTfMRI4796,R_Area_anterior_10p,156.563,T01
01ToTfMRI4796,R_Polar_10p,152.936,T01
01ToTfMRI4796,R_Area_11l,161.442,T01
01ToTfMRI4796,R_Area_anterior_47r,146.462,T01
01ToTfMRI4796,R_Area_47m,163.455,T01
01ToTfMRI4796,R_Area_47s,156.814,T01
01ToTfMRI4796,R_Area_13l,163.044,T01
01ToTfMRI4796,R_Orbital_Frontal_Complex,139.024,T01
01ToTfMRI4796,R_posterior_OFC_Complex,172.684,T01
01ToTfMRI4796,R_Area_44,156.925,T01
01ToTfMRI4796,R_Area_45,153.461,T01
01ToTfMRI4796,R_Area_47l,155.361,T01
01ToTfMRI4796,R_Area_posterior_47r,152.18,T01
01ToTfMRI4796,R_Area__IFSa,151.713,T01
01ToTfMRI4796,R_Area_IFSp,154.255,T01
01ToTfMRI4796,R_Area_IFJa,154.986,T01
01ToTfMRI4796,R_Area_IFJp,151.771,T01
01ToTfMRI4796,R_Area_9_anterior,154.938,T01
01ToTfMRI4796,R_Area_9_Posterior,151.162,T01
01ToTfMRI4796,R_Area_8Ad,148.264,T01
01ToTfMRI4796,R_Area_9-46d,151.876,T01
01ToTfMRI4796,R_Area_anterior_9-46v,153.637,T01
01ToTfMRI4796,R_Area_46,149.651,T01
01ToTfMRI4796,R_Area_posterior_9-46v,151.862,T01
01ToTfMRI4796,R_Area_8C,146.051,T01
01ToTfMRI4796,R_Area_8Av,141.82,T01
01ToTfMRI4796,R_Inferior_6-8_Transitional_Area,142.128,T01
01ToTfMRI4796,R_Superior_6-8_Transitional_Area,144.674,T01
01ToTfMRI4796,R_Superior_Frontal_Language_Area,141.766,T01
01ToTfMRI4796,R_Area_8B_Lateral,145.162,T01
02CAMINO3944,L_RetroSplenial_Complex,137.959,T01
02CAMINO3944,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,137.951,T01
02CAMINO3944,L_Entorhinal_Cortex,143.406,T01
02CAMINO3944,ctx_lh_G_and_S_cingul-Ant,144.009,T01
02CAMINO3944,Left-MammillaryBody,164.193,T01
02CAMINO3944,Left-Basal-nucleus_AND_Left-Lateral-nucleus,151.391,T01
02CAMINO3944,L_Area_TG_dorsal,160.605,T01
02CAMINO3944,L_Area_8BM,135.031,T01
02CAMINO3944,L_Area_9_Middle,140.793,T01
02CAMINO3944,L_Area_10r,149.814,T01
02CAMINO3944,L_Area_10v,155.57,T01
02CAMINO3944,L_Area_25,154.32,T01
02CAMINO3944,L_Area_p32,146.645,T01
02CAMINO3944,L_Area_s32,148.707,T01
02CAMINO3944,L_Area_10d,146.223,T01
02CAMINO3944,L_Area_posterior_10p,146.864,T01
02CAMINO3944,L_Area_anterior_10p,146.507,T01
02CAMINO3944,L_Polar_10p,150.342,T01
02CAMINO3944,L_Area_11l,151.078,T01
02CAMINO3944,L_Area_anterior_47r,148.567,T01
02CAMINO3944,L_Area_47m,151.251,T01
02CAMINO3944,L_Area_47s,162.402,T01
02CAMINO3944,L_Area_13l,153.447,T01
02CAMINO3944,L_Orbital_Frontal_Complex,152.768,T01
02CAMINO3944,L_posterior_OFC_Complex,159.426,T01
02CAMINO3944,L_Area_44,142.377,T01
02CAMINO3944,L_Area_45,145.002,T01
02CAMINO3944,L_Area_47l,150.874,T01
02CAMINO3944,L_Area_posterior_47r,144.338,T01
02CAMINO3944,L_Area__IFSa,141.652,T01
02CAMINO3944,L_Area_IFSp,140.106,T01
02CAMINO3944,L_Area_IFJa,138.094,T01
02CAMINO3944,L_Area_IFJp,135.678,T01
02CAMINO3944,L_Area_9_anterior,140.311,T01
02CAMINO3944,L_Area_9_Posterior,135.576,T01
02CAMINO3944,L_Area_8Ad,134.418,T01
02CAMINO3944,L_Area_9-46d,135.9,T01
02CAMINO3944,L_Area_anterior_9-46v,139.115,T01
02CAMINO3944,L_Area_46,129.973,T01
02CAMINO3944,L_Area_posterior_9-46v,135.142,T01
02CAMINO3944,L_Area_8C,133.303,T01
02CAMINO3944,L_Area_8Av,128.839,T01
02CAMINO3944,L_Inferior_6-8_Transitional_Area,134.906,T01
02CAMINO3944,L_Superior_6-8_Transitional_Area,134.787,T01
02CAMINO3944,L_Superior_Frontal_Language_Area,136.326,T01
02CAMINO3944,L_Area_8B_Lateral,134.157,T01
02CAMINO3944,R_RetroSplenial_Complex,142.727,T01
02CAMINO3944,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,142.699,T01
02CAMINO3944,ctx_rh_G_and_S_cingul-Ant,147.921,T01
02CAMINO3944,Right-MammillaryBody,169.548,T01
02CAMINO3944,Right-Basal-nucleus_AND_Right-Lateral-nucleus,150.193,T01
02CAMINO3944,R_Area_TG_dorsal,163.621,T01
02CAMINO3944,R_Area_8BM,137.092,T01
02CAMINO3944,R_Area_9_Middle,142.666,T01
02CAMINO3944,R_Area_10r,146.672,T01
02CAMINO3944,R_Area_10v,154.111,T01
02CAMINO3944,R_Area_25,157.345,T01
02CAMINO3944,R_Area_p32,147.692,T01
02CAMINO3944,R_Area_s32,151.629,T01
02CAMINO3944,R_Area_10d,139.177,T01
02CAMINO3944,R_Area_posterior_10p,143.643,T01
02CAMINO3944,R_Area_anterior_10p,142.372,T01
02CAMINO3944,R_Polar_10p,151.28,T01
02CAMINO3944,R_Area_11l,146.582,T01
02CAMINO3944,R_Area_anterior_47r,145.525,T01
02CAMINO3944,R_Area_47m,147.86,T01
02CAMINO3944,R_Area_47s,151.522,T01
02CAMINO3944,R_Area_13l,145.869,T01
02CAMINO3944,R_Orbital_Frontal_Complex,153.412,T01
02CAMINO3944,R_posterior_OFC_Complex,158.394,T01
02CAMINO3944,R_Area_44,143.204,T01
02CAMINO3944,R_Area_45,144.892,T01
02CAMINO3944,R_Area_47l,152.447,T01
02CAMINO3944,R_Area_posterior_47r,145.08,T01
02CAMINO3944,R_Area__IFSa,144.481,T01
02CAMINO3944,R_Area_IFSp,138.896,T01
02CAMINO3944,R_Area_IFJa,138.44,T01
02CAMINO3944,R_Area_IFJp,138.222,T01
02CAMINO3944,R_Area_9_anterior,139.039,T01
02CAMINO3944,R_Area_9_Posterior,138.221,T01
02CAMINO3944,R_Area_8Ad,136.272,T01
02CAMINO3944,R_Area_9-46d,139.026,T01
02CAMINO3944,R_Area_anterior_9-46v,141.593,T01
02CAMINO3944,R_Area_46,135.324,T01
02CAMINO3944,R_Area_posterior_9-46v,135.218,T01
02CAMINO3944,R_Area_8C,134.621,T01
02CAMINO3944,R_Area_8Av,133.25,T01
02CAMINO3944,R_Inferior_6-8_Transitional_Area,138.585,T01
02CAMINO3944,R_Superior_6-8_Transitional_Area,137.116,T01
02CAMINO3944,R_Superior_Frontal_Language_Area,139.542,T01
02CAMINO3944,R_Area_8B_Lateral,138.801,T01
03CAMINO636,L_RetroSplenial_Complex,145.808,T01
03CAMINO636,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,144.12,T01
03CAMINO636,L_Entorhinal_Cortex,148.429,T01
03CAMINO636,ctx_lh_G_and_S_cingul-Ant,146.295,T01
03CAMINO636,Left-MammillaryBody,171.652,T01
03CAMINO636,Left-Basal-nucleus_AND_Left-Lateral-nucleus,144.747,T01
03CAMINO636,L_Area_TG_dorsal,139.348,T01
03CAMINO636,L_Area_8BM,134.634,T01
03CAMINO636,L_Area_9_Middle,141.742,T01
03CAMINO636,L_Area_10r,141.761,T01
03CAMINO636,L_Area_10v,140.738,T01
03CAMINO636,L_Area_25,153.6,T01
03CAMINO636,L_Area_p32,142.971,T01
03CAMINO636,L_Area_s32,143.799,T01
03CAMINO636,L_Area_10d,147.357,T01
03CAMINO636,L_Area_posterior_10p,147.434,T01
03CAMINO636,L_Area_anterior_10p,142.408,T01
03CAMINO636,L_Polar_10p,139.323,T01
03CAMINO636,L_Area_11l,138.585,T01
03CAMINO636,L_Area_anterior_47r,137.836,T01
03CAMINO636,L_Area_47m,141.965,T01
03CAMINO636,L_Area_47s,145.353,T01
03CAMINO636,L_Area_13l,139.81,T01
03CAMINO636,L_Orbital_Frontal_Complex,130.889,T01
03CAMINO636,L_posterior_OFC_Complex,172.718,T01
03CAMINO636,L_Area_44,142.411,T01
03CAMINO636,L_Area_45,144.973,T01
03CAMINO636,L_Area_47l,141.859,T01
03CAMINO636,L_Area_posterior_47r,142.839,T01
03CAMINO636,L_Area__IFSa,143.31,T01
03CAMINO636,L_Area_IFSp,140.826,T01
03CAMINO636,L_Area_IFJa,141.302,T01
03CAMINO636,L_Area_IFJp,137.974,T01
03CAMINO636,L_Area_9_anterior,145.152,T01
03CAMINO636,L_Area_9_Posterior,136.356,T01
03CAMINO636,L_Area_8Ad,134.731,T01
03CAMINO636,L_Area_9-46d,141.999,T01
03CAMINO636,L_Area_anterior_9-46v,141.411,T01
03CAMINO636,L_Area_46,136.9,T01
03CAMINO636,L_Area_posterior_9-46v,138.58,T01
03CAMINO636,L_Area_8C,137.117,T01
03CAMINO636,L_Area_8Av,131.266,T01
03CAMINO636,L_Inferior_6-8_Transitional_Area,132.588,T01
03CAMINO636,L_Superior_6-8_Transitional_Area,133.449,T01
03CAMINO636,L_Superior_Frontal_Language_Area,133.082,T01
03CAMINO636,L_Area_8B_Lateral,131.455,T01
03CAMINO636,R_RetroSplenial_Complex,143.591,T01
03CAMINO636,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,142.722,T01
03CAMINO636,R_Entorhinal_Cortex,161.662,T01
03CAMINO636,ctx_rh_G_and_S_cingul-Ant,145.423,T01
03CAMINO636,Right-MammillaryBody,179.905,T01
03CAMINO636,Right-Basal-nucleus_AND_Right-Lateral-nucleus,151.846,T01
03CAMINO636,R_Area_TG_dorsal,142.528,T01
03CAMINO636,R_Area_8BM,135.274,T01
03CAMINO636,R_Area_9_Middle,143.714,T01
03CAMINO636,R_Area_10r,144.834,T01
03CAMINO636,R_Area_10v,145.622,T01
03CAMINO636,R_Area_25,162.394,T01
03CAMINO636,R_Area_p32,144.907,T01
03CAMINO636,R_Area_s32,147.155,T01
03CAMINO636,R_Area_10d,144.511,T01
03CAMINO636,R_Area_posterior_10p,147.954,T01
03CAMINO636,R_Area_anterior_10p,144.591,T01
03CAMINO636,R_Polar_10p,141.013,T01
03CAMINO636,R_Area_11l,142.362,T01
03CAMINO636,R_Area_anterior_47r,143.595,T01
03CAMINO636,R_Area_47m,144.556,T01
03CAMINO636,R_Area_47s,145.425,T01
03CAMINO636,R_Area_13l,143.718,T01
03CAMINO636,R_Orbital_Frontal_Complex,144.878,T01
03CAMINO636,R_posterior_OFC_Complex,174.031,T01
03CAMINO636,R_Area_44,145.762,T01
03CAMINO636,R_Area_45,144.843,T01
03CAMINO636,R_Area_47l,143.338,T01
03CAMINO636,R_Area_posterior_47r,144.183,T01
03CAMINO636,R_Area__IFSa,143.066,T01
03CAMINO636,R_Area_IFSp,141.399,T01
03CAMINO636,R_Area_IFJa,140.879,T01
03CAMINO636,R_Area_IFJp,139.032,T01
03CAMINO636,R_Area_9_anterior,148.288,T01
03CAMINO636,R_Area_9_Posterior,139.696,T01
03CAMINO636,R_Area_8Ad,135.629,T01
03CAMINO636,R_Area_9-46d,143.129,T01
03CAMINO636,R_Area_anterior_9-46v,147.021,T01
03CAMINO636,R_Area_46,139.266,T01
03CAMINO636,R_Area_posterior_9-46v,139.136,T01
03CAMINO636,R_Area_8C,138.214,T01
03CAMINO636,R_Area_8Av,134.287,T01
03CAMINO636,R_Inferior_6-8_Transitional_Area,133.612,T01
03CAMINO636,R_Superior_6-8_Transitional_Area,133.878,T01
03CAMINO636,R_Superior_Frontal_Language_Area,133.605,T01
03CAMINO636,R_Area_8B_Lateral,134.975,T01
04CAMINO2138,L_RetroSplenial_Complex,137.304,T01
04CAMINO2138,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,136.532,T01
04CAMINO2138,L_Entorhinal_Cortex,131.771,T01
04CAMINO2138,ctx_lh_G_and_S_cingul-Ant,140.197,T01
04CAMINO2138,Left-MammillaryBody,143.591,T01
04CAMINO2138,Left-Basal-nucleus_AND_Left-Lateral-nucleus,139.753,T01
04CAMINO2138,L_Area_TG_dorsal,136.854,T01
04CAMINO2138,L_Area_8BM,132.856,T01
04CAMINO2138,L_Area_9_Middle,136.67,T01
04CAMINO2138,L_Area_10r,139.552,T01
04CAMINO2138,L_Area_10v,134.112,T01
04CAMINO2138,L_Area_25,141.12,T01
04CAMINO2138,L_Area_p32,139.656,T01
04CAMINO2138,L_Area_s32,139.326,T01
04CAMINO2138,L_Area_10d,137.636,T01
04CAMINO2138,L_Area_posterior_10p,139.668,T01
04CAMINO2138,L_Area_anterior_10p,138.647,T01
04CAMINO2138,L_Polar_10p,132.344,T01
04CAMINO2138,L_Area_11l,136.701,T01
04CAMINO2138,L_Area_anterior_47r,136.158,T01
04CAMINO2138,L_Area_47m,138.979,T01
04CAMINO2138,L_Area_47s,137.016,T01
04CAMINO2138,L_Area_13l,137.62,T01
04CAMINO2138,L_Orbital_Frontal_Complex,128.205,T01
04CAMINO2138,L_posterior_OFC_Complex,138.887,T01
04CAMINO2138,L_Area_44,139.529,T01
04CAMINO2138,L_Area_45,137.866,T01
04CAMINO2138,L_Area_47l,137.237,T01
04CAMINO2138,L_Area_posterior_47r,139.594,T01
04CAMINO2138,L_Area__IFSa,139.499,T01
04CAMINO2138,L_Area_IFSp,138.663,T01
04CAMINO2138,L_Area_IFJa,139.621,T01
04CAMINO2138,L_Area_IFJp,138.264,T01
04CAMINO2138,L_Area_9_anterior,137.995,T01
04CAMINO2138,L_Area_9_Posterior,133.581,T01
04CAMINO2138,L_Area_8Ad,133.618,T01
04CAMINO2138,L_Area_9-46d,138.406,T01
04CAMINO2138,L_Area_anterior_9-46v,139.357,T01
04CAMINO2138,L_Area_46,133.378,T01
04CAMINO2138,L_Area_posterior_9-46v,136.249,T01
04CAMINO2138,L_Area_8C,134.971,T01
04CAMINO2138,L_Area_8Av,130.68,T01
04CAMINO2138,L_Inferior_6-8_Transitional_Area,132.997,T01
04CAMINO2138,L_Superior_6-8_Transitional_Area,133.473,T01
04CAMINO2138,L_Superior_Frontal_Language_Area,131.948,T01
04CAMINO2138,L_Area_8B_Lateral,131.558,T01
04CAMINO2138,R_RetroSplenial_Complex,135.039,T01
04CAMINO2138,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,134.94,T01
04CAMINO2138,R_Entorhinal_Cortex,133.218,T01
04CAMINO2138,ctx_rh_G_and_S_cingul-Ant,139.053,T01
04CAMINO2138,Right-MammillaryBody,141.9,T01
04CAMINO2138,Right-Basal-nucleus_AND_Right-Lateral-nucleus,140.529,T01
04CAMINO2138,R_Area_TG_dorsal,136.685,T01
04CAMINO2138,R_Area_8BM,132.498,T01
04CAMINO2138,R_Area_9_Middle,136.545,T01
04CAMINO2138,R_Area_10r,138.674,T01
04CAMINO2138,R_Area_10v,134.285,T01
04CAMINO2138,R_Area_25,141.535,T01
04CAMINO2138,R_Area_p32,139.278,T01
04CAMINO2138,R_Area_s32,138.978,T01
04CAMINO2138,R_Area_10d,136.368,T01
04CAMINO2138,R_Area_posterior_10p,137.462,T01
04CAMINO2138,R_Area_anterior_10p,135.282,T01
04CAMINO2138,R_Polar_10p,129.845,T01
04CAMINO2138,R_Area_11l,135.723,T01
04CAMINO2138,R_Area_anterior_47r,134.432,T01
04CAMINO2138,R_Area_47m,137.856,T01
04CAMINO2138,R_Area_47s,138.568,T01
04CAMINO2138,R_Area_13l,138.287,T01
04CAMINO2138,R_Orbital_Frontal_Complex,129.747,T01
04CAMINO2138,R_posterior_OFC_Complex,140.927,T01
04CAMINO2138,R_Area_44,138.545,T01
04CAMINO2138,R_Area_45,135.611,T01
04CAMINO2138,R_Area_47l,133.759,T01
04CAMINO2138,R_Area_posterior_47r,136.818,T01
04CAMINO2138,R_Area__IFSa,136.954,T01
04CAMINO2138,R_Area_IFSp,137.822,T01
04CAMINO2138,R_Area_IFJa,137.95,T01
04CAMINO2138,R_Area_IFJp,137.125,T01
04CAMINO2138,R_Area_9_anterior,137.129,T01
04CAMINO2138,R_Area_9_Posterior,134.021,T01
04CAMINO2138,R_Area_8Ad,132.536,T01
04CAMINO2138,R_Area_9-46d,137.358,T01
04CAMINO2138,R_Area_anterior_9-46v,137.307,T01
04CAMINO2138,R_Area_46,133.867,T01
04CAMINO2138,R_Area_posterior_9-46v,134.135,T01
04CAMINO2138,R_Area_8C,133.81,T01
04CAMINO2138,R_Area_8Av,129.617,T01
04CAMINO2138,R_Inferior_6-8_Transitional_Area,132.242,T01
04CAMINO2138,R_Superior_6-8_Transitional_Area,131.616,T01
04CAMINO2138,R_Superior_Frontal_Language_Area,132.277,T01
04CAMINO2138,R_Area_8B_Lateral,131.069,T01
05CAMINO6516,L_RetroSplenial_Complex,134.786,T01
05CAMINO6516,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,133.487,T01
05CAMINO6516,L_Entorhinal_Cortex,140.107,T01
05CAMINO6516,ctx_lh_G_and_S_cingul-Ant,144.739,T01
05CAMINO6516,Left-MammillaryBody,148.503,T01
05CAMINO6516,Left-Basal-nucleus_AND_Left-Lateral-nucleus,144.867,T01
05CAMINO6516,L_Area_TG_dorsal,155.115,T01
05CAMINO6516,L_Area_8BM,130.76,T01
05CAMINO6516,L_Area_9_Middle,128.388,T01
05CAMINO6516,L_Area_10r,142.852,T01
05CAMINO6516,L_Area_10v,144.685,T01
05CAMINO6516,L_Area_25,145.136,T01
05CAMINO6516,L_Area_p32,141.537,T01
05CAMINO6516,L_Area_s32,142.272,T01
05CAMINO6516,L_Area_10d,135.514,T01
05CAMINO6516,L_Area_posterior_10p,137.082,T01
05CAMINO6516,L_Area_anterior_10p,139.407,T01
05CAMINO6516,L_Polar_10p,138.009,T01
05CAMINO6516,L_Area_11l,142.368,T01
05CAMINO6516,L_Area_anterior_47r,138.338,T01
05CAMINO6516,L_Area_47m,142.211,T01
05CAMINO6516,L_Area_47s,144.707,T01
05CAMINO6516,L_Area_13l,143.91,T01
05CAMINO6516,L_Orbital_Frontal_Complex,147.523,T01
05CAMINO6516,L_posterior_OFC_Complex,144.548,T01
05CAMINO6516,L_Area_44,128.582,T01
05CAMINO6516,L_Area_45,134.155,T01
05CAMINO6516,L_Area_47l,141.068,T01
05CAMINO6516,L_Area_posterior_47r,135.536,T01
05CAMINO6516,L_Area__IFSa,133.561,T01
05CAMINO6516,L_Area_IFSp,128.851,T01
05CAMINO6516,L_Area_IFJa,129.664,T01
05CAMINO6516,L_Area_IFJp,130.558,T01
05CAMINO6516,L_Area_9_anterior,127.015,T01
