SUBID,TCK,noise,ses
26CAMINO3920,L_Area_11l,141.129,T02
26CAMINO3920,L_Area_anterior_47r,139.224,T02
26CAMINO3920,L_Area_47m,147.63,T02
26CAMINO3920,L_Area_47s,160.497,T02
26CAMINO3920,L_Area_13l,148.233,T02
26CAMINO3920,L_Orbital_Frontal_Complex,139.073,T02
26CAMINO3920,L_posterior_OFC_Complex,175.283,T02
26CAMINO3920,L_Area_44,143.601,T02
26CAMINO3920,L_Area_45,142.705,T02
26CAMINO3920,L_Area_47l,144.814,T02
26CAMINO3920,L_Area_posterior_47r,144.116,T02
26CAMINO3920,L_Area__IFSa,143.409,T02
26CAMINO3920,L_Area_IFSp,142.605,T02
26CAMINO3920,L_Area_IFJa,142.97,T02
26CAMINO3920,L_Area_IFJp,141.81,T02
26CAMINO3920,L_Area_9_anterior,139.249,T02
26CAMINO3920,L_Area_9_Posterior,137.096,T02
26CAMINO3920,L_Area_8Ad,137.363,T02
26CAMINO3920,L_Area_9-46d,138.006,T02
26CAMINO3920,L_Area_anterior_9-46v,140.077,T02
26CAMINO3920,L_Area_46,130.184,T02
26CAMINO3920,L_Area_posterior_9-46v,136.462,T02
26CAMINO3920,L_Area_8C,136.761,T02
26CAMINO3920,L_Area_8Av,132.445,T02
26CAMINO3920,L_Inferior_6-8_Transitional_Area,135.526,T02
26CAMINO3920,L_Superior_6-8_Transitional_Area,138.386,T02
26CAMINO3920,L_Superior_Frontal_Language_Area,136.572,T02
26CAMINO3920,L_Area_8B_Lateral,136.865,T02
26CAMINO3920,R_RetroSplenial_Complex,141.619,T02
26CAMINO3920,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,142.569,T02
26CAMINO3920,R_Entorhinal_Cortex,171.318,T02
26CAMINO3920,ctx_rh_G_and_S_cingul-Ant,147.555,T02
26CAMINO3920,Right-MammillaryBody,218.273,T02
26CAMINO3920,Right-Basal-nucleus_AND_Right-Lateral-nucleus,180.771,T02
26CAMINO3920,R_Area_TG_dorsal,149.002,T02
26CAMINO3920,R_Area_8BM,144.307,T02
26CAMINO3920,R_Area_9_Middle,147.559,T02
26CAMINO3920,R_Area_10r,161.601,T02
26CAMINO3920,R_Area_10v,155.383,T02
26CAMINO3920,R_Area_25,194.309,T02
26CAMINO3920,R_Area_p32,161.411,T02
26CAMINO3920,R_Area_s32,165.625,T02
26CAMINO3920,R_Area_10d,147.853,T02
26CAMINO3920,R_Area_posterior_10p,151.152,T02
26CAMINO3920,R_Area_anterior_10p,152.811,T02
26CAMINO3920,R_Polar_10p,150.395,T02
26CAMINO3920,R_Area_11l,150.091,T02
26CAMINO3920,R_Area_anterior_47r,151.638,T02
26CAMINO3920,R_Area_47m,162.576,T02
26CAMINO3920,R_Area_47s,158.868,T02
26CAMINO3920,R_Area_13l,163.809,T02
26CAMINO3920,R_Orbital_Frontal_Complex,151.146,T02
26CAMINO3920,R_posterior_OFC_Complex,184.424,T02
26CAMINO3920,R_Area_44,153.533,T02
26CAMINO3920,R_Area_45,155.182,T02
26CAMINO3920,R_Area_47l,155.408,T02
26CAMINO3920,R_Area_posterior_47r,155.651,T02
26CAMINO3920,R_Area__IFSa,153.131,T02
26CAMINO3920,R_Area_IFSp,154.033,T02
26CAMINO3920,R_Area_IFJa,147.593,T02
26CAMINO3920,R_Area_IFJp,153.391,T02
26CAMINO3920,R_Area_9_anterior,147.175,T02
26CAMINO3920,R_Area_9_Posterior,148.773,T02
26CAMINO3920,R_Area_8Ad,146.324,T02
26CAMINO3920,R_Area_9-46d,144.207,T02
26CAMINO3920,R_Area_anterior_9-46v,151.279,T02
26CAMINO3920,R_Area_46,141.909,T02
26CAMINO3920,R_Area_posterior_9-46v,142.592,T02
26CAMINO3920,R_Area_8C,143.42,T02
26CAMINO3920,R_Area_8Av,139.066,T02
26CAMINO3920,R_Inferior_6-8_Transitional_Area,146.421,T02
26CAMINO3920,R_Superior_6-8_Transitional_Area,149.231,T02
26CAMINO3920,R_Superior_Frontal_Language_Area,143.422,T02
26CAMINO3920,R_Area_8B_Lateral,144.554,T02
27CAMINO6055,L_RetroSplenial_Complex,141.413,T01
27CAMINO6055,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,142.2,T01
27CAMINO6055,L_Entorhinal_Cortex,156.176,T01
27CAMINO6055,ctx_lh_G_and_S_cingul-Ant,143.805,T01
27CAMINO6055,Left-MammillaryBody,197.377,T01
27CAMINO6055,Left-Basal-nucleus_AND_Left-Lateral-nucleus,163.38,T01
27CAMINO6055,L_Area_TG_dorsal,160.497,T01
27CAMINO6055,L_Area_8BM,140.422,T01
27CAMINO6055,L_Area_9_Middle,143.258,T01
27CAMINO6055,L_Area_10r,153.598,T01
27CAMINO6055,L_Area_10v,152.388,T01
27CAMINO6055,L_Area_25,149.932,T01
27CAMINO6055,L_Area_p32,151.037,T01
27CAMINO6055,L_Area_s32,157.068,T01
27CAMINO6055,L_Area_10d,145.849,T01
27CAMINO6055,L_Area_posterior_10p,145.132,T01
27CAMINO6055,L_Area_anterior_10p,148.435,T01
27CAMINO6055,L_Polar_10p,153.617,T01
27CAMINO6055,L_Area_11l,149.723,T01
27CAMINO6055,L_Area_anterior_47r,144.767,T01
27CAMINO6055,L_Area_47m,149.75,T01
27CAMINO6055,L_Area_47s,158.043,T01
27CAMINO6055,L_Area_13l,148.034,T01
27CAMINO6055,L_Orbital_Frontal_Complex,147.95,T01
27CAMINO6055,L_posterior_OFC_Complex,147.692,T01
27CAMINO6055,L_Area_44,142.895,T01
27CAMINO6055,L_Area_45,143.401,T01
27CAMINO6055,L_Area_47l,149.563,T01
27CAMINO6055,L_Area_posterior_47r,144.872,T01
27CAMINO6055,L_Area__IFSa,145.234,T01
27CAMINO6055,L_Area_IFSp,142.153,T01
27CAMINO6055,L_Area_IFJa,142.715,T01
27CAMINO6055,L_Area_IFJp,141.505,T01
27CAMINO6055,L_Area_9_anterior,138.837,T01
27CAMINO6055,L_Area_9_Posterior,137.854,T01
27CAMINO6055,L_Area_8Ad,138.372,T01
27CAMINO6055,L_Area_9-46d,137.753,T01
27CAMINO6055,L_Area_anterior_9-46v,139.259,T01
27CAMINO6055,L_Area_46,133.495,T01
27CAMINO6055,L_Area_posterior_9-46v,138.365,T01
27CAMINO6055,L_Area_8C,136.189,T01
27CAMINO6055,L_Area_8Av,135.904,T01
27CAMINO6055,L_Inferior_6-8_Transitional_Area,138.261,T01
27CAMINO6055,L_Superior_6-8_Transitional_Area,141.237,T01
27CAMINO6055,L_Superior_Frontal_Language_Area,141.478,T01
27CAMINO6055,L_Area_8B_Lateral,140.848,T01
27CAMINO6055,R_RetroSplenial_Complex,141.725,T01
27CAMINO6055,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,141.339,T01
27CAMINO6055,R_Entorhinal_Cortex,152.74,T01
27CAMINO6055,ctx_rh_G_and_S_cingul-Ant,145.458,T01
27CAMINO6055,Right-MammillaryBody,201.309,T01
27CAMINO6055,Right-Basal-nucleus_AND_Right-Lateral-nucleus,162.313,T01
27CAMINO6055,R_Area_TG_dorsal,157.352,T01
27CAMINO6055,R_Area_8BM,139.971,T01
27CAMINO6055,R_Area_9_Middle,144.164,T01
27CAMINO6055,R_Area_10r,156.09,T01
27CAMINO6055,R_Area_10v,155.659,T01
27CAMINO6055,R_Area_25,164.328,T01
27CAMINO6055,R_Area_p32,152.411,T01
27CAMINO6055,R_Area_s32,150.784,T01
27CAMINO6055,R_Area_10d,147.084,T01
27CAMINO6055,R_Area_posterior_10p,148.152,T01
27CAMINO6055,R_Area_anterior_10p,153.073,T01
27CAMINO6055,R_Polar_10p,153.187,T01
27CAMINO6055,R_Area_11l,151.144,T01
27CAMINO6055,R_Area_anterior_47r,146.519,T01
27CAMINO6055,R_Area_47m,149.678,T01
27CAMINO6055,R_Area_47s,152.784,T01
27CAMINO6055,R_Area_13l,154.019,T01
27CAMINO6055,R_Orbital_Frontal_Complex,148.216,T01
27CAMINO6055,R_posterior_OFC_Complex,150.795,T01
27CAMINO6055,R_Area_44,142.388,T01
27CAMINO6055,R_Area_45,142.99,T01
27CAMINO6055,R_Area_47l,149.39,T01
27CAMINO6055,R_Area_posterior_47r,145.617,T01
27CAMINO6055,R_Area__IFSa,143.556,T01
27CAMINO6055,R_Area_IFSp,141.824,T01
27CAMINO6055,R_Area_IFJa,136.2,T01
27CAMINO6055,R_Area_IFJp,136.341,T01
27CAMINO6055,R_Area_9_anterior,141.864,T01
27CAMINO6055,R_Area_9_Posterior,143.444,T01
27CAMINO6055,R_Area_8Ad,138.662,T01
27CAMINO6055,R_Area_9-46d,141.077,T01
27CAMINO6055,R_Area_anterior_9-46v,142.175,T01
27CAMINO6055,R_Area_46,136.87,T01
27CAMINO6055,R_Area_posterior_9-46v,135.311,T01
27CAMINO6055,R_Area_8C,136.26,T01
27CAMINO6055,R_Area_8Av,135.314,T01
27CAMINO6055,R_Inferior_6-8_Transitional_Area,139.6,T01
27CAMINO6055,R_Superior_6-8_Transitional_Area,139.003,T01
27CAMINO6055,R_Superior_Frontal_Language_Area,140.22,T01
27CAMINO6055,R_Area_8B_Lateral,138.942,T01
28CAMINO6650,L_RetroSplenial_Complex,149.767,T01
28CAMINO6650,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,149.213,T01
28CAMINO6650,L_Entorhinal_Cortex,153.917,T01
28CAMINO6650,ctx_lh_G_and_S_cingul-Ant,154.982,T01
28CAMINO6650,Left-MammillaryBody,169.847,T01
28CAMINO6650,Left-Basal-nucleus_AND_Left-Lateral-nucleus,156.814,T01
28CAMINO6650,L_Area_TG_dorsal,171.072,T01
28CAMINO6650,L_Area_8BM,146.249,T01
28CAMINO6650,L_Area_9_Middle,157.373,T01
28CAMINO6650,L_Area_10r,156.874,T01
28CAMINO6650,L_Area_10v,167.824,T01
28CAMINO6650,L_Area_25,161.196,T01
28CAMINO6650,L_Area_p32,152.999,T01
28CAMINO6650,L_Area_s32,155.624,T01
28CAMINO6650,L_Area_10d,176.994,T01
28CAMINO6650,L_Area_posterior_10p,164.189,T01
28CAMINO6650,L_Area_anterior_10p,158.619,T01
28CAMINO6650,L_Polar_10p,165.851,T01
28CAMINO6650,L_Area_11l,160.982,T01
28CAMINO6650,L_Area_anterior_47r,166.259,T01
28CAMINO6650,L_Area_47m,154.789,T01
28CAMINO6650,L_Area_47s,161.686,T01
28CAMINO6650,L_Area_13l,157.38,T01
28CAMINO6650,L_Orbital_Frontal_Complex,159.245,T01
28CAMINO6650,L_posterior_OFC_Complex,166.827,T01
28CAMINO6650,L_Area_44,153.35,T01
28CAMINO6650,L_Area_45,159.277,T01
28CAMINO6650,L_Area_47l,164.583,T01
28CAMINO6650,L_Area_posterior_47r,157.357,T01
28CAMINO6650,L_Area__IFSa,153.941,T01
28CAMINO6650,L_Area_IFSp,153.494,T01
28CAMINO6650,L_Area_IFJa,148.157,T01
28CAMINO6650,L_Area_IFJp,145.785,T01
28CAMINO6650,L_Area_9_anterior,163.772,T01
28CAMINO6650,L_Area_9_Posterior,152.953,T01
28CAMINO6650,L_Area_8Ad,147.761,T01
28CAMINO6650,L_Area_9-46d,154.848,T01
28CAMINO6650,L_Area_anterior_9-46v,164.987,T01
28CAMINO6650,L_Area_46,152.763,T01
28CAMINO6650,L_Area_posterior_9-46v,152.056,T01
28CAMINO6650,L_Area_8C,148.143,T01
28CAMINO6650,L_Area_8Av,151.079,T01
28CAMINO6650,L_Inferior_6-8_Transitional_Area,150.186,T01
28CAMINO6650,L_Superior_6-8_Transitional_Area,147.094,T01
28CAMINO6650,L_Superior_Frontal_Language_Area,146.731,T01
28CAMINO6650,L_Area_8B_Lateral,150.747,T01
28CAMINO6650,R_RetroSplenial_Complex,147.253,T01
28CAMINO6650,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,147.505,T01
28CAMINO6650,ctx_rh_G_and_S_cingul-Ant,155.33,T01
28CAMINO6650,Right-MammillaryBody,173.154,T01
28CAMINO6650,Right-Basal-nucleus_AND_Right-Lateral-nucleus,159.439,T01
28CAMINO6650,R_Area_TG_dorsal,168.181,T01
28CAMINO6650,R_Area_8BM,145.196,T01
28CAMINO6650,R_Area_9_Middle,156.182,T01
28CAMINO6650,R_Area_10r,155.267,T01
28CAMINO6650,R_Area_10v,170.091,T01
28CAMINO6650,R_Area_25,163.166,T01
28CAMINO6650,R_Area_p32,156.437,T01
28CAMINO6650,R_Area_s32,153.953,T01
28CAMINO6650,R_Area_10d,161.426,T01
28CAMINO6650,R_Area_posterior_10p,151.586,T01
28CAMINO6650,R_Area_anterior_10p,157.253,T01
28CAMINO6650,R_Polar_10p,167.094,T01
28CAMINO6650,R_Area_11l,163.634,T01
28CAMINO6650,R_Area_anterior_47r,166.713,T01
28CAMINO6650,R_Area_47m,153.349,T01
28CAMINO6650,R_Area_47s,160.472,T01
28CAMINO6650,R_Area_13l,156.588,T01
28CAMINO6650,R_Orbital_Frontal_Complex,169.332,T01
28CAMINO6650,R_posterior_OFC_Complex,165.396,T01
28CAMINO6650,R_Area_44,153.143,T01
28CAMINO6650,R_Area_45,157.311,T01
28CAMINO6650,R_Area_47l,158.576,T01
28CAMINO6650,R_Area_posterior_47r,155.788,T01
28CAMINO6650,R_Area__IFSa,149.747,T01
28CAMINO6650,R_Area_IFSp,147.849,T01
28CAMINO6650,R_Area_IFJa,143.693,T01
28CAMINO6650,R_Area_IFJp,143.345,T01
28CAMINO6650,R_Area_9_anterior,155.049,T01
28CAMINO6650,R_Area_9_Posterior,149.267,T01
28CAMINO6650,R_Area_8Ad,146.235,T01
28CAMINO6650,R_Area_9-46d,150.926,T01
28CAMINO6650,R_Area_anterior_9-46v,153.85,T01
28CAMINO6650,R_Area_46,151.217,T01
28CAMINO6650,R_Area_posterior_9-46v,152.399,T01
28CAMINO6650,R_Area_8C,142.543,T01
28CAMINO6650,R_Area_8Av,147.551,T01
28CAMINO6650,R_Inferior_6-8_Transitional_Area,145.806,T01
28CAMINO6650,R_Superior_6-8_Transitional_Area,143.517,T01
28CAMINO6650,R_Superior_Frontal_Language_Area,144.617,T01
28CAMINO6650,R_Area_8B_Lateral,152.966,T01
28TPEF6054,L_RetroSplenial_Complex,145.006,T01
28TPEF6054,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,143.773,T01
28TPEF6054,L_Entorhinal_Cortex,150.672,T01
28TPEF6054,ctx_lh_G_and_S_cingul-Ant,155.54,T01
28TPEF6054,Left-MammillaryBody,176.147,T01
28TPEF6054,Left-Basal-nucleus_AND_Left-Lateral-nucleus,159.757,T01
28TPEF6054,L_Area_TG_dorsal,156.347,T01
28TPEF6054,L_Area_8BM,140.152,T01
28TPEF6054,L_Area_9_Middle,146.892,T01
28TPEF6054,L_Area_10r,155.207,T01
28TPEF6054,L_Area_10v,155.677,T01
28TPEF6054,L_Area_25,155.748,T01
28TPEF6054,L_Area_p32,152.645,T01
28TPEF6054,L_Area_s32,152.638,T01
28TPEF6054,L_Area_10d,149.101,T01
28TPEF6054,L_Area_posterior_10p,151.028,T01
28TPEF6054,L_Area_anterior_10p,152.01,T01
28TPEF6054,L_Polar_10p,150.921,T01
28TPEF6054,L_Area_11l,153.529,T01
28TPEF6054,L_Area_anterior_47r,151.325,T01
28TPEF6054,L_Area_47m,153.001,T01
28TPEF6054,L_Area_47s,158.332,T01
28TPEF6054,L_Area_13l,151.993,T01
28TPEF6054,L_Orbital_Frontal_Complex,147.529,T01
28TPEF6054,L_posterior_OFC_Complex,158.878,T01
28TPEF6054,L_Area_44,150.098,T01
28TPEF6054,L_Area_45,155.268,T01
28TPEF6054,L_Area_47l,154.852,T01
28TPEF6054,L_Area_posterior_47r,149.524,T01
28TPEF6054,L_Area__IFSa,150.779,T01
28TPEF6054,L_Area_IFSp,145.846,T01
28TPEF6054,L_Area_IFJa,144.871,T01
28TPEF6054,L_Area_IFJp,144.136,T01
28TPEF6054,L_Area_9_anterior,147.513,T01
28TPEF6054,L_Area_9_Posterior,144.08,T01
28TPEF6054,L_Area_8Ad,140.989,T01
28TPEF6054,L_Area_9-46d,145.252,T01
28TPEF6054,L_Area_anterior_9-46v,146.226,T01
28TPEF6054,L_Area_46,139.487,T01
28TPEF6054,L_Area_posterior_9-46v,140.529,T01
28TPEF6054,L_Area_8C,139.679,T01
28TPEF6054,L_Area_8Av,138.553,T01
28TPEF6054,L_Inferior_6-8_Transitional_Area,141.2,T01
28TPEF6054,L_Superior_6-8_Transitional_Area,141.78,T01
28TPEF6054,L_Superior_Frontal_Language_Area,140.142,T01
28TPEF6054,L_Area_8B_Lateral,141.303,T01
28TPEF6054,R_RetroSplenial_Complex,142.557,T01
28TPEF6054,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,142.305,T01
28TPEF6054,R_Entorhinal_Cortex,150.655,T01
28TPEF6054,ctx_rh_G_and_S_cingul-Ant,149.475,T01
28TPEF6054,Right-MammillaryBody,170.22,T01
28TPEF6054,Right-Basal-nucleus_AND_Right-Lateral-nucleus,156.677,T01
28TPEF6054,R_Area_TG_dorsal,156.499,T01
28TPEF6054,R_Area_8BM,140.742,T01
28TPEF6054,R_Area_9_Middle,145.02,T01
28TPEF6054,R_Area_10r,149.653,T01
28TPEF6054,R_Area_10v,155.988,T01
28TPEF6054,R_Area_25,166.798,T01
28TPEF6054,R_Area_p32,151.579,T01
28TPEF6054,R_Area_s32,150.251,T01
28TPEF6054,R_Area_10d,145.449,T01
28TPEF6054,R_Area_posterior_10p,147.983,T01
28TPEF6054,R_Area_anterior_10p,148.292,T01
28TPEF6054,R_Polar_10p,147.845,T01
28TPEF6054,R_Area_11l,149.857,T01
28TPEF6054,R_Area_anterior_47r,147.878,T01
28TPEF6054,R_Area_47m,151.095,T01
28TPEF6054,R_Area_47s,160.081,T01
28TPEF6054,R_Area_13l,154.927,T01
28TPEF6054,R_Orbital_Frontal_Complex,148.381,T01
28TPEF6054,R_posterior_OFC_Complex,170.717,T01
28TPEF6054,R_Area_44,150.027,T01
28TPEF6054,R_Area_45,150.899,T01
28TPEF6054,R_Area_47l,150.438,T01
28TPEF6054,R_Area_posterior_47r,149.357,T01
28TPEF6054,R_Area__IFSa,148.077,T01
28TPEF6054,R_Area_IFSp,147.26,T01
28TPEF6054,R_Area_IFJa,145.743,T01
28TPEF6054,R_Area_IFJp,143.179,T01
28TPEF6054,R_Area_9_anterior,146.247,T01
28TPEF6054,R_Area_9_Posterior,143.545,T01
28TPEF6054,R_Area_8Ad,141.187,T01
28TPEF6054,R_Area_9-46d,144.658,T01
28TPEF6054,R_Area_anterior_9-46v,146.391,T01
28TPEF6054,R_Area_46,141.556,T01
28TPEF6054,R_Area_posterior_9-46v,142.825,T01
28TPEF6054,R_Area_8C,140.056,T01
28TPEF6054,R_Area_8Av,138.83,T01
28TPEF6054,R_Inferior_6-8_Transitional_Area,141.821,T01
28TPEF6054,R_Superior_6-8_Transitional_Area,140.512,T01
28TPEF6054,R_Superior_Frontal_Language_Area,139.456,T01
28TPEF6054,R_Area_8B_Lateral,143.94,T01
30TPEF5529,L_RetroSplenial_Complex,140.348,T01
30TPEF5529,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,140.43,T01
30TPEF5529,L_Entorhinal_Cortex,138.021,T01
30TPEF5529,ctx_lh_G_and_S_cingul-Ant,144.188,T01
30TPEF5529,Left-MammillaryBody,154.449,T01
30TPEF5529,Left-Basal-nucleus_AND_Left-Lateral-nucleus,143.76,T01
30TPEF5529,L_Area_TG_dorsal,133.134,T01
30TPEF5529,L_Area_8BM,139.951,T01
30TPEF5529,L_Area_9_Middle,144.454,T01
30TPEF5529,L_Area_10r,141.245,T01
30TPEF5529,L_Area_10v,138.21,T01
30TPEF5529,L_Area_25,141.782,T01
30TPEF5529,L_Area_p32,139.905,T01
30TPEF5529,L_Area_s32,140.095,T01
30TPEF5529,L_Area_10d,141.81,T01
30TPEF5529,L_Area_posterior_10p,143.262,T01
30TPEF5529,L_Area_anterior_10p,141.989,T01
30TPEF5529,L_Polar_10p,135.63,T01
30TPEF5529,L_Area_11l,139.414,T01
30TPEF5529,L_Area_anterior_47r,138.851,T01
30TPEF5529,L_Area_47m,140.393,T01
30TPEF5529,L_Area_47s,144.442,T01
30TPEF5529,L_Area_13l,138.849,T01
30TPEF5529,L_Orbital_Frontal_Complex,131.476,T01
30TPEF5529,L_posterior_OFC_Complex,150.423,T01
30TPEF5529,L_Area_44,141.685,T01
30TPEF5529,L_Area_45,142.141,T01
30TPEF5529,L_Area_47l,140.534,T01
30TPEF5529,L_Area_posterior_47r,141.257,T01
30TPEF5529,L_Area__IFSa,140.829,T01
30TPEF5529,L_Area_IFSp,140.986,T01
30TPEF5529,L_Area_IFJa,140.059,T01
30TPEF5529,L_Area_IFJp,139.728,T01
30TPEF5529,L_Area_9_anterior,145.276,T01
30TPEF5529,L_Area_9_Posterior,142.98,T01
30TPEF5529,L_Area_8Ad,139.485,T01
30TPEF5529,L_Area_9-46d,142.537,T01
30TPEF5529,L_Area_anterior_9-46v,143.612,T01
30TPEF5529,L_Area_46,140.268,T01
30TPEF5529,L_Area_posterior_9-46v,139.589,T01
30TPEF5529,L_Area_8C,140.043,T01
30TPEF5529,L_Area_8Av,138.737,T01
30TPEF5529,L_Inferior_6-8_Transitional_Area,138.271,T01
30TPEF5529,L_Superior_6-8_Transitional_Area,137.452,T01
30TPEF5529,L_Superior_Frontal_Language_Area,138.423,T01
30TPEF5529,L_Area_8B_Lateral,138.285,T01
30TPEF5529,R_RetroSplenial_Complex,139.428,T01
30TPEF5529,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,139.507,T01
30TPEF5529,R_Entorhinal_Cortex,137.523,T01
30TPEF5529,ctx_rh_G_and_S_cingul-Ant,143.884,T01
30TPEF5529,Right-MammillaryBody,154.992,T01
30TPEF5529,Right-Basal-nucleus_AND_Right-Lateral-nucleus,143.908,T01
30TPEF5529,R_Area_TG_dorsal,129.857,T01
30TPEF5529,R_Area_8BM,140.758,T01
30TPEF5529,R_Area_9_Middle,144.267,T01
30TPEF5529,R_Area_10r,139.853,T01
30TPEF5529,R_Area_10v,140.928,T01
30TPEF5529,R_Area_25,148.106,T01
30TPEF5529,R_Area_p32,140.925,T01
30TPEF5529,R_Area_s32,140.197,T01
30TPEF5529,R_Area_10d,141.299,T01
30TPEF5529,R_Area_posterior_10p,140.936,T01
30TPEF5529,R_Area_anterior_10p,138.722,T01
30TPEF5529,R_Polar_10p,136.867,T01
30TPEF5529,R_Area_11l,138.171,T01
30TPEF5529,R_Area_anterior_47r,138.905,T01
30TPEF5529,R_Area_47m,140.743,T01
30TPEF5529,R_Area_47s,146.362,T01
30TPEF5529,R_Area_13l,137.722,T01
30TPEF5529,R_Orbital_Frontal_Complex,132.14,T01
30TPEF5529,R_posterior_OFC_Complex,149.594,T01
30TPEF5529,R_Area_44,146.208,T01
30TPEF5529,R_Area_45,143.03,T01
30TPEF5529,R_Area_47l,141.518,T01
30TPEF5529,R_Area_posterior_47r,141.614,T01
30TPEF5529,R_Area__IFSa,141.664,T01
30TPEF5529,R_Area_IFSp,141.681,T01
30TPEF5529,R_Area_IFJa,139.71,T01
30TPEF5529,R_Area_IFJp,140.681,T01
30TPEF5529,R_Area_9_anterior,143.505,T01
30TPEF5529,R_Area_9_Posterior,140.6,T01
30TPEF5529,R_Area_8Ad,138.941,T01
30TPEF5529,R_Area_9-46d,140.676,T01
30TPEF5529,R_Area_anterior_9-46v,141.451,T01
30TPEF5529,R_Area_46,140.247,T01
30TPEF5529,R_Area_posterior_9-46v,143.437,T01
30TPEF5529,R_Area_8C,141.127,T01
30TPEF5529,R_Area_8Av,139.787,T01
30TPEF5529,R_Inferior_6-8_Transitional_Area,138.711,T01
30TPEF5529,R_Superior_6-8_Transitional_Area,138.009,T01
30TPEF5529,R_Superior_Frontal_Language_Area,139.164,T01
30TPEF5529,R_Area_8B_Lateral,140.06,T01
33TPEF4092,L_RetroSplenial_Complex,145.293,T01
33TPEF4092,ctx_lh_G_cingul-Post-dorsal_AND_ctx_lh_G_cingul-Post-ventral,144.495,T01
33TPEF4092,ctx_lh_G_and_S_cingul-Ant,154.088,T01
33TPEF4092,Left-MammillaryBody,178.303,T01
33TPEF4092,Left-Basal-nucleus_AND_Left-Lateral-nucleus,154.864,T01
33TPEF4092,L_Area_TG_dorsal,147.965,T01
33TPEF4092,L_Area_8BM,141.754,T01
33TPEF4092,L_Area_9_Middle,148.815,T01
33TPEF4092,L_Area_10r,150.996,T01
33TPEF4092,L_Area_10v,158.409,T01
33TPEF4092,L_Area_25,152,T01
33TPEF4092,L_Area_p32,147.921,T01
33TPEF4092,L_Area_s32,151.861,T01
33TPEF4092,L_Area_10d,146.454,T01
33TPEF4092,L_Area_posterior_10p,145.449,T01
33TPEF4092,L_Area_anterior_10p,145.02,T01
33TPEF4092,L_Polar_10p,146.347,T01
33TPEF4092,L_Area_11l,145.693,T01
33TPEF4092,L_Area_anterior_47r,144.029,T01
33TPEF4092,L_Area_47m,145.706,T01
33TPEF4092,L_Area_47s,156.853,T01
33TPEF4092,L_Area_13l,149.14,T01
33TPEF4092,L_Orbital_Frontal_Complex,148.015,T01
33TPEF4092,L_posterior_OFC_Complex,168.706,T01
33TPEF4092,L_Area_44,145.453,T01
33TPEF4092,L_Area_45,145.506,T01
33TPEF4092,L_Area_47l,146.352,T01
33TPEF4092,L_Area_posterior_47r,143.772,T01
33TPEF4092,L_Area__IFSa,143.134,T01
33TPEF4092,L_Area_IFSp,141.588,T01
33TPEF4092,L_Area_IFJa,142.852,T01
33TPEF4092,L_Area_IFJp,141.94,T01
33TPEF4092,L_Area_9_anterior,146.935,T01
33TPEF4092,L_Area_9_Posterior,143.281,T01
33TPEF4092,L_Area_8Ad,141.015,T01
33TPEF4092,L_Area_9-46d,143.419,T01
33TPEF4092,L_Area_anterior_9-46v,143.921,T01
33TPEF4092,L_Area_46,138.506,T01
33TPEF4092,L_Area_posterior_9-46v,138.671,T01
33TPEF4092,L_Area_8C,141.398,T01
33TPEF4092,L_Area_8Av,136.028,T01
33TPEF4092,L_Inferior_6-8_Transitional_Area,137.948,T01
33TPEF4092,L_Superior_6-8_Transitional_Area,138.929,T01
33TPEF4092,L_Superior_Frontal_Language_Area,140.326,T01
33TPEF4092,L_Area_8B_Lateral,139.608,T01
33TPEF4092,R_RetroSplenial_Complex,148.259,T01
33TPEF4092,ctx_rh_G_cingul-Post-dorsal_AND_ctx_rh_G_cingul-Post-ventral,147.937,T01
33TPEF4092,ctx_rh_G_and_S_cingul-Ant,156.544,T01
33TPEF4092,Right-MammillaryBody,181.782,T01
33TPEF4092,Right-Basal-nucleus_AND_Right-Lateral-nucleus,153.379,T01
33TPEF4092,R_Area_TG_dorsal,146.842,T01
33TPEF4092,R_Area_8BM,146.027,T01
33TPEF4092,R_Area_9_Middle,154.559,T01
33TPEF4092,R_Area_10r,153.775,T01
33TPEF4092,R_Area_10v,166.986,T01
33TPEF4092,R_Area_25,170.911,T01
33TPEF4092,R_Area_p32,153.54,T01
33TPEF4092,R_Area_s32,159.233,T01
33TPEF4092,R_Area_10d,151.522,T01
33TPEF4092,R_Area_posterior_10p,148.158,T01
33TPEF4092,R_Area_anterior_10p,148.367,T01
33TPEF4092,R_Polar_10p,155.679,T01
33TPEF4092,R_Area_11l,147.447,T01
33TPEF4092,R_Area_anterior_47r,146.591,T01
33TPEF4092,R_Area_47m,150.025,T01
33TPEF4092,R_Area_47s,151.582,T01
33TPEF4092,R_Area_13l,150.377,T01
