SUBID,TCK,corr,btw,analysis
S007,L_Area__IFSa,0.999754627061697,AL_06vsAL_07,AL_07
S006,L_Area__IFSa,0.999856061065263,AL_06vsAL_07,AL_07
S005,L_Area__IFSa,0.9996074492609096,AL_06vsAL_07,AL_07
S004,L_Area__IFSa,0.9990817956126788,AL_06vsAL_07,AL_07
S003,L_Area__IFSa,0.9961705179432284,AL_06vsAL_07,AL_07
S001,L_Area__IFSa,0.998625051545788,AL_06vsAL_07,AL_07
44TPEF2154,L_Area__IFSa,0.9977626031093796,AL_06vsAL_07,AL_07
TOT6487F,L_Area__IFSa,0.9990877992312474,AL_06vsAL_07,AL_07
19TPEF6181,L_Area__IFSa,0.9996308809780148,AL_06vsAL_07,AL_07
16CAMINO6983,L_Area__IFSa,0.9992715751237956,AL_06vsAL_07,AL_07
TOT4670F,L_Area__IFSa,0.9995703633208294,AL_06vsAL_07,AL_07
20CAMINO6226,L_Area__IFSa,0.9986758980986444,AL_06vsAL_07,AL_07
TOT605M,L_Area__IFSa,0.99988565723083,AL_06vsAL_07,AL_07
42TPEF5298,L_Area__IFSa,0.9965897596782914,AL_06vsAL_07,AL_07
23TPEF6185,L_Area__IFSa,0.999789656916246,AL_06vsAL_07,AL_07
40TPEF3177,L_Area__IFSa,0.998826307444408,AL_06vsAL_07,AL_07
17TPEF1567,L_Area__IFSa,0.9990261999891826,AL_06vsAL_07,AL_07
21CAMINO6895,L_Area__IFSa,0.9989010601888858,AL_06vsAL_07,AL_07
33TPEF4092,L_Area__IFSa,0.9998998707825224,AL_06vsAL_07,AL_07
TOT6003M,L_Area__IFSa,0.9995437406507724,AL_06vsAL_07,AL_07
10CAMINO3096,L_Area__IFSa,0.9987887331316032,AL_06vsAL_07,AL_07
TOT557M,L_Area__IFSa,0.9996624164038308,AL_06vsAL_07,AL_07
28TPEF6054,L_Area__IFSa,0.9982927093565802,AL_06vsAL_07,AL_07
TOT7839F,L_Area__IFSa,0.9996477122752928,AL_06vsAL_07,AL_07
27CAMINO6055,L_Area__IFSa,0.9998010701234868,AL_06vsAL_07,AL_07
03CAMINO636,L_Area__IFSa,0.9991059289529656,AL_06vsAL_07,AL_07
TOT4250F,L_Area__IFSa,0.9986761616527656,AL_06vsAL_07,AL_07
TOT7947M,L_Area__IFSa,0.9997064602463775,AL_06vsAL_07,AL_07
46TPEF5790,L_Area__IFSa,0.9997744689217762,AL_06vsAL_07,AL_07
24CAMINO3931,L_Area__IFSa,0.9997775890439348,AL_06vsAL_07,AL_07
TOT7520,L_Area__IFSa,0.9997384153313292,AL_06vsAL_07,AL_07
17CAMINO6835,L_Area__IFSa,0.9994616874315808,AL_06vsAL_07,AL_07
TOT8428F,L_Area__IFSa,0.9996537466738964,AL_06vsAL_07,AL_07
22CAMINO6056,L_Area__IFSa,0.99960466512581,AL_06vsAL_07,AL_07
TOT3181m,L_Area__IFSa,0.9997308495004232,AL_06vsAL_07,AL_07
07CAMINO6124,L_Area__IFSa,0.9985210178280506,AL_06vsAL_07,AL_07
21TPEF6387,L_Area__IFSa,0.9993705057081052,AL_06vsAL_07,AL_07
05CAMINO6516,L_Area__IFSa,0.9989259047250608,AL_06vsAL_07,AL_07
24TPEF4798,L_Area__IFSa,0.9995406650948476,AL_06vsAL_07,AL_07
08CAMINO4391,L_Area__IFSa,0.9978902396991384,AL_06vsAL_07,AL_07
TOT8466Fa,L_Area__IFSa,0.9994894000529944,AL_06vsAL_07,AL_07
43TPEF5216,L_Area__IFSa,0.9988055374741672,AL_06vsAL_07,AL_07
22TPEF7067,L_Area__IFSa,0.998980236841193,AL_06vsAL_07,AL_07
TOT8222M,L_Area__IFSa,0.9996165897036275,AL_06vsAL_07,AL_07
TOT7800M,L_Area__IFSa,0.9994393630980976,AL_06vsAL_07,AL_07
47TPEF3729,L_Area__IFSa,0.9984388616038804,AL_06vsAL_07,AL_07
TOT3551F,L_Area__IFSa,0.999882211097618,AL_06vsAL_07,AL_07
2118ToTParticip2,L_Area__IFSa,0.9998048111559402,AL_06vsAL_07,AL_07
01ToTfMRI4796,L_Area__IFSa,0.9991293154152242,AL_06vsAL_07,AL_07
25TPEF5779,L_Area__IFSa,0.9995895546744292,AL_06vsAL_07,AL_07
5253ToT,L_Area__IFSa,0.9997366821127608,AL_06vsAL_07,AL_07
06CAMINO3954,L_Area__IFSa,0.99963092201116,AL_06vsAL_07,AL_07
TOT8542F,L_Area__IFSa,0.9994544942811096,AL_06vsAL_07,AL_07
02CAMINO3944,L_Area__IFSa,0.9991689140119284,AL_06vsAL_07,AL_07
30TPEF5529,L_Area__IFSa,0.999617142084314,AL_06vsAL_07,AL_07
11CAMINO6646,L_Area__IFSa,0.99868689715485,AL_06vsAL_07,AL_07
13CAMINO5653,L_Area__IFSa,0.99844177686493,AL_06vsAL_07,AL_07
TOT6646M,L_Area__IFSa,0.9996976572815356,AL_06vsAL_07,AL_07
37TPEF4536,L_Area__IFSa,0.9993414221180928,AL_06vsAL_07,AL_07
TOT6358F,L_Area__IFSa,0.999722835126107,AL_06vsAL_07,AL_07
14CAMINO6539,L_Area__IFSa,0.9995705560288493,AL_06vsAL_07,AL_07
18CAMINO4619,L_Area__IFSa,0.9996678377439157,AL_06vsAL_07,AL_07
25CAMINO5325,L_Area__IFSa,0.9980803936517534,AL_06vsAL_07,AL_07
TOT8313M,L_Area__IFSa,0.998572246957358,AL_06vsAL_07,AL_07
04CAMINO2138,L_Area__IFSa,0.9998021702262276,AL_06vsAL_07,AL_07
12CAMINO6735,L_Area__IFSa,0.9993564690151936,AL_06vsAL_07,AL_07
TOT8553F,L_Area__IFSa,0.9993177878946444,AL_06vsAL_07,AL_07
36TPEF6106,L_Area__IFSa,0.9994578158443403,AL_06vsAL_07,AL_07
26CAMINO3920,L_Area__IFSa,0.9981436304431188,AL_06vsAL_07,AL_07
TOT3954M,L_Area__IFSa,0.9998230976319736,AL_06vsAL_07,AL_07
20TPEF6047,L_Area__IFSa,0.9984398651586536,AL_06vsAL_07,AL_07
TOT8087M,L_Area__IFSa,0.9997149608338534,AL_06vsAL_07,AL_07
TOT5161F,L_Area__IFSa,0.9999236845765636,AL_06vsAL_07,AL_07
TOT4391F,L_Area__IFSa,0.9999073755249102,AL_06vsAL_07,AL_07
28CAMINO6650,L_Area__IFSa,0.9997153382240505,AL_06vsAL_07,AL_07
TOT7729F,L_Area__IFSa,0.9994629583224712,AL_06vsAL_07,AL_07
TOT2154,L_Area__IFSa,0.9993314681070988,AL_06vsAL_07,AL_07
01Caminoreso5503,L_Area__IFSa,0.9995472768914504,AL_06vsAL_07,AL_07
TOT8360,L_Area__IFSa,0.999088402636888,AL_06vsAL_07,AL_07
15CAMINO5507,L_Area__IFSa,0.9976316020060876,AL_06vsAL_07,AL_07
ToTPilot6958ToT,L_Area__IFSa,0.9993613596124336,AL_06vsAL_07,AL_07
TOT6480,L_Area__IFSa,0.9992623834826704,AL_06vsAL_07,AL_07
TOT4919F,L_Area__IFSa,0.9994208644917328,AL_06vsAL_07,AL_07
38TPEF5490,L_Area__IFSa,0.9996697672881454,AL_06vsAL_07,AL_07
41TPEF4693,L_Area__IFSa,0.9995042164956446,AL_06vsAL_07,AL_07
TOT7175F,L_Area__IFSa,0.9995794126208688,AL_06vsAL_07,AL_07
S038,L_Area_IFSp,0.9988307250048756,AL_06vsAL_07,AL_07
S037,L_Area_IFSp,0.9997752035750735,AL_06vsAL_07,AL_07
S036,L_Area_IFSp,0.9997212568002332,AL_06vsAL_07,AL_07
S035,L_Area_IFSp,0.999488702729487,AL_06vsAL_07,AL_07
S034,L_Area_IFSp,0.9974897359354482,AL_06vsAL_07,AL_07
S033,L_Area_IFSp,0.9996771011930394,AL_06vsAL_07,AL_07
S032,L_Area_IFSp,0.9985326661935756,AL_06vsAL_07,AL_07
S031,L_Area_IFSp,0.9978077418575728,AL_06vsAL_07,AL_07
S029,L_Area_IFSp,0.9998092526283292,AL_06vsAL_07,AL_07
S028,L_Area_IFSp,0.9996731582131252,AL_06vsAL_07,AL_07
S027,L_Area_IFSp,0.9998499025362942,AL_06vsAL_07,AL_07
S025,L_Area_IFSp,0.995094637443514,AL_06vsAL_07,AL_07
S024,L_Area_IFSp,0.9993938175453508,AL_06vsAL_07,AL_07
S023,L_Area_IFSp,0.998914743485936,AL_06vsAL_07,AL_07
S022,L_Area_IFSp,0.9978437552817984,AL_06vsAL_07,AL_07
S021,L_Area_IFSp,0.9962561650557687,AL_06vsAL_07,AL_07
S020,L_Area_IFSp,0.9987189775062084,AL_06vsAL_07,AL_07
S019,L_Area_IFSp,0.9993769274074992,AL_06vsAL_07,AL_07
S018,L_Area_IFSp,0.9996864708800366,AL_06vsAL_07,AL_07
S017,L_Area_IFSp,0.9995783066296692,AL_06vsAL_07,AL_07
S016,L_Area_IFSp,0.99968738131798,AL_06vsAL_07,AL_07
S014,L_Area_IFSp,0.9997307757169858,AL_06vsAL_07,AL_07
S013,L_Area_IFSp,0.999674352722663,AL_06vsAL_07,AL_07
S012,L_Area_IFSp,0.9997568663488384,AL_06vsAL_07,AL_07
S011,L_Area_IFSp,0.9999380294796236,AL_06vsAL_07,AL_07
S010,L_Area_IFSp,0.9997161627676476,AL_06vsAL_07,AL_07
S009,L_Area_IFSp,0.9992033807570296,AL_06vsAL_07,AL_07
S007,L_Area_IFSp,0.9977770998429474,AL_06vsAL_07,AL_07
S006,L_Area_IFSp,0.9989289912907466,AL_06vsAL_07,AL_07
S005,L_Area_IFSp,0.9998252306190092,AL_06vsAL_07,AL_07
S004,L_Area_IFSp,0.9991935099143046,AL_06vsAL_07,AL_07
S003,L_Area_IFSp,0.997697848397704,AL_06vsAL_07,AL_07
S001,L_Area_IFSp,0.9997388776143356,AL_06vsAL_07,AL_07
44TPEF2154,L_Area_IFSp,0.9987005307191528,AL_06vsAL_07,AL_07
TOT6487F,L_Area_IFSp,0.9973056991808288,AL_06vsAL_07,AL_07
19TPEF6181,L_Area_IFSp,0.99917062733978,AL_06vsAL_07,AL_07
16CAMINO6983,L_Area_IFSp,0.998598933224855,AL_06vsAL_07,AL_07
TOT4670F,L_Area_IFSp,0.998059339987674,AL_06vsAL_07,AL_07
20CAMINO6226,L_Area_IFSp,0.9985208429650404,AL_06vsAL_07,AL_07
TOT605M,L_Area_IFSp,0.9996896035961712,AL_06vsAL_07,AL_07
42TPEF5298,L_Area_IFSp,0.999581416810276,AL_06vsAL_07,AL_07
23TPEF6185,L_Area_IFSp,0.9992810090751456,AL_06vsAL_07,AL_07
40TPEF3177,L_Area_IFSp,0.9991445125826008,AL_06vsAL_07,AL_07
17TPEF1567,L_Area_IFSp,0.997139358445862,AL_06vsAL_07,AL_07
21CAMINO6895,L_Area_IFSp,0.9960717963549288,AL_06vsAL_07,AL_07
33TPEF4092,L_Area_IFSp,0.9989792240228612,AL_06vsAL_07,AL_07
TOT6003M,L_Area_IFSp,0.9981404542201836,AL_06vsAL_07,AL_07
10CAMINO3096,L_Area_IFSp,0.9966079746412768,AL_06vsAL_07,AL_07
TOT557M,L_Area_IFSp,0.9997088217007684,AL_06vsAL_07,AL_07
28TPEF6054,L_Area_IFSp,0.9997948339787984,AL_06vsAL_07,AL_07
TOT7839F,L_Area_IFSp,0.9995576415746004,AL_06vsAL_07,AL_07
27CAMINO6055,L_Area_IFSp,0.9995041167878989,AL_06vsAL_07,AL_07
03CAMINO636,L_Area_IFSp,0.9998624558039576,AL_06vsAL_07,AL_07
TOT4250F,L_Area_IFSp,0.9987459248821626,AL_06vsAL_07,AL_07
TOT7947M,L_Area_IFSp,0.9997291039675876,AL_06vsAL_07,AL_07
46TPEF5790,L_Area_IFSp,0.9988808273230764,AL_06vsAL_07,AL_07
24CAMINO3931,L_Area_IFSp,0.9998761494890062,AL_06vsAL_07,AL_07
TOT7520,L_Area_IFSp,0.9996632234138692,AL_06vsAL_07,AL_07
17CAMINO6835,L_Area_IFSp,0.9960714887775108,AL_06vsAL_07,AL_07
TOT8428F,L_Area_IFSp,0.9996630166646396,AL_06vsAL_07,AL_07
22CAMINO6056,L_Area_IFSp,0.999599490055142,AL_06vsAL_07,AL_07
TOT3181m,L_Area_IFSp,0.9993382888635952,AL_06vsAL_07,AL_07
07CAMINO6124,L_Area_IFSp,0.9979093745715272,AL_06vsAL_07,AL_07
21TPEF6387,L_Area_IFSp,0.9979074083397336,AL_06vsAL_07,AL_07
05CAMINO6516,L_Area_IFSp,0.99785138706277,AL_06vsAL_07,AL_07
24TPEF4798,L_Area_IFSp,0.9988244854850156,AL_06vsAL_07,AL_07
08CAMINO4391,L_Area_IFSp,0.9827487917021208,AL_06vsAL_07,AL_07
TOT8466Fa,L_Area_IFSp,0.9996587738561482,AL_06vsAL_07,AL_07
43TPEF5216,L_Area_IFSp,0.9819092468063354,AL_06vsAL_07,AL_07
22TPEF7067,L_Area_IFSp,0.9998545062412288,AL_06vsAL_07,AL_07
TOT8222M,L_Area_IFSp,0.9995793347685294,AL_06vsAL_07,AL_07
TOT7800M,L_Area_IFSp,0.9988876082606144,AL_06vsAL_07,AL_07
47TPEF3729,L_Area_IFSp,0.9990541854695248,AL_06vsAL_07,AL_07
TOT3551F,L_Area_IFSp,0.999385238973706,AL_06vsAL_07,AL_07
2118ToTParticip2,L_Area_IFSp,0.999878518315357,AL_06vsAL_07,AL_07
01ToTfMRI4796,L_Area_IFSp,0.9998068279948652,AL_06vsAL_07,AL_07
25TPEF5779,L_Area_IFSp,0.999333393660474,AL_06vsAL_07,AL_07
5253ToT,L_Area_IFSp,0.999440487788846,AL_06vsAL_07,AL_07
06CAMINO3954,L_Area_IFSp,0.9993167485005664,AL_06vsAL_07,AL_07
TOT8542F,L_Area_IFSp,0.9961476111957543,AL_06vsAL_07,AL_07
02CAMINO3944,L_Area_IFSp,0.9970163286775928,AL_06vsAL_07,AL_07
30TPEF5529,L_Area_IFSp,0.9997405260652656,AL_06vsAL_07,AL_07
11CAMINO6646,L_Area_IFSp,0.9996776973993634,AL_06vsAL_07,AL_07
13CAMINO5653,L_Area_IFSp,0.999689821544788,AL_06vsAL_07,AL_07
TOT6646M,L_Area_IFSp,0.9990250088821429,AL_06vsAL_07,AL_07
37TPEF4536,L_Area_IFSp,0.997140847551056,AL_06vsAL_07,AL_07
TOT6358F,L_Area_IFSp,0.9988005878704256,AL_06vsAL_07,AL_07
14CAMINO6539,L_Area_IFSp,0.9989616172333978,AL_06vsAL_07,AL_07
18CAMINO4619,L_Area_IFSp,0.9994109990697312,AL_06vsAL_07,AL_07
25CAMINO5325,L_Area_IFSp,0.9997806214456736,AL_06vsAL_07,AL_07
TOT8313M,L_Area_IFSp,0.9997052520242532,AL_06vsAL_07,AL_07
04CAMINO2138,L_Area_IFSp,0.9996872256716858,AL_06vsAL_07,AL_07
12CAMINO6735,L_Area_IFSp,0.9997427557643868,AL_06vsAL_07,AL_07
TOT8553F,L_Area_IFSp,0.9985094209543722,AL_06vsAL_07,AL_07
36TPEF6106,L_Area_IFSp,0.9976201098841532,AL_06vsAL_07,AL_07
26CAMINO3920,L_Area_IFSp,0.9968056586236322,AL_06vsAL_07,AL_07
TOT3954M,L_Area_IFSp,0.9995869838465729,AL_06vsAL_07,AL_07
20TPEF6047,L_Area_IFSp,0.9996810508572428,AL_06vsAL_07,AL_07
TOT8087M,L_Area_IFSp,0.9995371377100378,AL_06vsAL_07,AL_07
TOT5161F,L_Area_IFSp,0.9991316480275316,AL_06vsAL_07,AL_07
TOT4391F,L_Area_IFSp,0.9995448806992608,AL_06vsAL_07,AL_07
28CAMINO6650,L_Area_IFSp,0.999174699611947,AL_06vsAL_07,AL_07
TOT7729F,L_Area_IFSp,0.9975528177311958,AL_06vsAL_07,AL_07
TOT2154,L_Area_IFSp,0.9988864674063016,AL_06vsAL_07,AL_07
01Caminoreso5503,L_Area_IFSp,0.9989346128443648,AL_06vsAL_07,AL_07
TOT8360,L_Area_IFSp,0.997544841434551,AL_06vsAL_07,AL_07
15CAMINO5507,L_Area_IFSp,0.9996434433414804,AL_06vsAL_07,AL_07
ToTPilot6958ToT,L_Area_IFSp,0.9990839598979252,AL_06vsAL_07,AL_07
TOT6480,L_Area_IFSp,0.9995711216011935,AL_06vsAL_07,AL_07
TOT4919F,L_Area_IFSp,0.9878331108712524,AL_06vsAL_07,AL_07
38TPEF5490,L_Area_IFSp,0.999837138784747,AL_06vsAL_07,AL_07
41TPEF4693,L_Area_IFSp,0.9996133675683052,AL_06vsAL_07,AL_07
TOT7175F,L_Area_IFSp,0.9996869868938356,AL_06vsAL_07,AL_07
S038,L_Area_IFJa,0.991451708796134,AL_06vsAL_07,AL_07
S037,L_Area_IFJa,0.9959626921319776,AL_06vsAL_07,AL_07
S036,L_Area_IFJa,0.99884836572443,AL_06vsAL_07,AL_07
S035,L_Area_IFJa,0.9985882752033532,AL_06vsAL_07,AL_07
S034,L_Area_IFJa,0.9904553690556454,AL_06vsAL_07,AL_07
S033,L_Area_IFJa,0.9889426259184196,AL_06vsAL_07,AL_07
S032,L_Area_IFJa,0.9990769803670756,AL_06vsAL_07,AL_07
S031,L_Area_IFJa,0.950765803629968,AL_06vsAL_07,AL_07
S029,L_Area_IFJa,0.9965775386700352,AL_06vsAL_07,AL_07
S028,L_Area_IFJa,0.9995682437677358,AL_06vsAL_07,AL_07
S027,L_Area_IFJa,0.999361106671401,AL_06vsAL_07,AL_07
S025,L_Area_IFJa,0.9987906918161186,AL_06vsAL_07,AL_07
S024,L_Area_IFJa,0.9989745579362648,AL_06vsAL_07,AL_07
S023,L_Area_IFJa,0.9986526747748274,AL_06vsAL_07,AL_07
S022,L_Area_IFJa,0.9990118819698892,AL_06vsAL_07,AL_07
S021,L_Area_IFJa,0.9491578597894283,AL_06vsAL_07,AL_07
S020,L_Area_IFJa,0.967606845088671,AL_06vsAL_07,AL_07
S019,L_Area_IFJa,0.9973456719420826,AL_06vsAL_07,AL_07
S018,L_Area_IFJa,0.998033076942645,AL_06vsAL_07,AL_07
S017,L_Area_IFJa,0.9155578162598704,AL_06vsAL_07,AL_07
S016,L_Area_IFJa,0.9944341462588872,AL_06vsAL_07,AL_07
S014,L_Area_IFJa,0.996835546901543,AL_06vsAL_07,AL_07
S013,L_Area_IFJa,0.9985798557395574,AL_06vsAL_07,AL_07
S012,L_Area_IFJa,0.9809238020270908,AL_06vsAL_07,AL_07
S011,L_Area_IFJa,0.9997165577026272,AL_06vsAL_07,AL_07
S010,L_Area_IFJa,0.9997855632149594,AL_06vsAL_07,AL_07
S009,L_Area_IFJa,0.9988240106126912,AL_06vsAL_07,AL_07
S007,L_Area_IFJa,0.9992318844790126,AL_06vsAL_07,AL_07
S006,L_Area_IFJa,0.999675924315664,AL_06vsAL_07,AL_07
S005,L_Area_IFJa,0.9996120186117604,AL_06vsAL_07,AL_07
S004,L_Area_IFJa,0.9899534560592408,AL_06vsAL_07,AL_07
S003,L_Area_IFJa,0.992750944931164,AL_06vsAL_07,AL_07
S001,L_Area_IFJa,0.9944990348748944,AL_06vsAL_07,AL_07
44TPEF2154,L_Area_IFJa,0.9911009381510386,AL_06vsAL_07,AL_07
TOT6487F,L_Area_IFJa,0.9967170926502424,AL_06vsAL_07,AL_07
19TPEF6181,L_Area_IFJa,0.9943949144151064,AL_06vsAL_07,AL_07
16CAMINO6983,L_Area_IFJa,0.9634438030687732,AL_06vsAL_07,AL_07
TOT4670F,L_Area_IFJa,0.992007367480462,AL_06vsAL_07,AL_07
20CAMINO6226,L_Area_IFJa,0.966152413813039,AL_06vsAL_07,AL_07
TOT605M,L_Area_IFJa,0.9970784220153578,AL_06vsAL_07,AL_07
42TPEF5298,L_Area_IFJa,0.9962008902641564,AL_06vsAL_07,AL_07
23TPEF6185,L_Area_IFJa,0.9997853590675416,AL_06vsAL_07,AL_07
40TPEF3177,L_Area_IFJa,0.9880642022358936,AL_06vsAL_07,AL_07
17TPEF1567,L_Area_IFJa,0.9938913300015472,AL_06vsAL_07,AL_07
21CAMINO6895,L_Area_IFJa,0.9889771075670574,AL_06vsAL_07,AL_07
33TPEF4092,L_Area_IFJa,0.9992499124455232,AL_06vsAL_07,AL_07
TOT6003M,L_Area_IFJa,0.99725244132275,AL_06vsAL_07,AL_07
10CAMINO3096,L_Area_IFJa,0.9931876573470046,AL_06vsAL_07,AL_07
TOT557M,L_Area_IFJa,0.9996053460819556,AL_06vsAL_07,AL_07
28TPEF6054,L_Area_IFJa,0.9945433139549374,AL_06vsAL_07,AL_07
TOT7839F,L_Area_IFJa,0.99826265181991,AL_06vsAL_07,AL_07
27CAMINO6055,L_Area_IFJa,0.9987253829998076,AL_06vsAL_07,AL_07
03CAMINO636,L_Area_IFJa,0.9925106260690548,AL_06vsAL_07,AL_07
TOT4250F,L_Area_IFJa,0.99171287629167,AL_06vsAL_07,AL_07
TOT7947M,L_Area_IFJa,0.99795588214333,AL_06vsAL_07,AL_07
46TPEF5790,L_Area_IFJa,0.9927978724608364,AL_06vsAL_07,AL_07
24CAMINO3931,L_Area_IFJa,0.9987948586035572,AL_06vsAL_07,AL_07
TOT7520,L_Area_IFJa,0.9992218941393542,AL_06vsAL_07,AL_07
17CAMINO6835,L_Area_IFJa,0.9987662846097772,AL_06vsAL_07,AL_07
TOT8428F,L_Area_IFJa,0.9971220207459368,AL_06vsAL_07,AL_07
22CAMINO6056,L_Area_IFJa,0.999140203836591,AL_06vsAL_07,AL_07
TOT3181m,L_Area_IFJa,0.9936941394833492,AL_06vsAL_07,AL_07
07CAMINO6124,L_Area_IFJa,0.9988920935594348,AL_06vsAL_07,AL_07
21TPEF6387,L_Area_IFJa,0.9981668184291024,AL_06vsAL_07,AL_07
05CAMINO6516,L_Area_IFJa,0.9971352731834536,AL_06vsAL_07,AL_07
24TPEF4798,L_Area_IFJa,0.996122999273676,AL_06vsAL_07,AL_07
08CAMINO4391,L_Area_IFJa,0.9923422476019949,AL_06vsAL_07,AL_07
TOT8466Fa,L_Area_IFJa,0.9995435881337424,AL_06vsAL_07,AL_07
43TPEF5216,L_Area_IFJa,0.988202290774984,AL_06vsAL_07,AL_07
22TPEF7067,L_Area_IFJa,0.998022814951802,AL_06vsAL_07,AL_07
TOT8222M,L_Area_IFJa,0.998711373606727,AL_06vsAL_07,AL_07
TOT7800M,L_Area_IFJa,0.9987384708373952,AL_06vsAL_07,AL_07
47TPEF3729,L_Area_IFJa,0.9878011862286288,AL_06vsAL_07,AL_07
TOT3551F,L_Area_IFJa,0.998970271266823,AL_06vsAL_07,AL_07
2118ToTParticip2,L_Area_IFJa,0.9989557125631776,AL_06vsAL_07,AL_07
01ToTfMRI4796,L_Area_IFJa,0.9974743190263632,AL_06vsAL_07,AL_07
25TPEF5779,L_Area_IFJa,0.9905762692500452,AL_06vsAL_07,AL_07
5253ToT,L_Area_IFJa,0.9991341026228612,AL_06vsAL_07,AL_07
06CAMINO3954,L_Area_IFJa,0.9979594667932634,AL_06vsAL_07,AL_07
TOT8542F,L_Area_IFJa,0.9929791384324034,AL_06vsAL_07,AL_07
02CAMINO3944,L_Area_IFJa,0.9641604616107212,AL_06vsAL_07,AL_07
30TPEF5529,L_Area_IFJa,0.9949202447466996,AL_06vsAL_07,AL_07
11CAMINO6646,L_Area_IFJa,0.9959046244643456,AL_06vsAL_07,AL_07
13CAMINO5653,L_Area_IFJa,0.9915076291617184,AL_06vsAL_07,AL_07
TOT6646M,L_Area_IFJa,0.995832161432373,AL_06vsAL_07,AL_07
37TPEF4536,L_Area_IFJa,0.9985459140270307,AL_06vsAL_07,AL_07
TOT6358F,L_Area_IFJa,0.9589497018493875,AL_06vsAL_07,AL_07
14CAMINO6539,L_Area_IFJa,0.9914052447921662,AL_06vsAL_07,AL_07
18CAMINO4619,L_Area_IFJa,0.9989622402845432,AL_06vsAL_07,AL_07
25CAMINO5325,L_Area_IFJa,0.9989571938487244,AL_06vsAL_07,AL_07
TOT8313M,L_Area_IFJa,0.9980823429460148,AL_06vsAL_07,AL_07
04CAMINO2138,L_Area_IFJa,0.996558112890417,AL_06vsAL_07,AL_07
12CAMINO6735,L_Area_IFJa,0.9987817818935676,AL_06vsAL_07,AL_07
TOT8553F,L_Area_IFJa,0.9993523716221778,AL_06vsAL_07,AL_07
36TPEF6106,L_Area_IFJa,0.9974239727271488,AL_06vsAL_07,AL_07
26CAMINO3920,L_Area_IFJa,0.9970184036550608,AL_06vsAL_07,AL_07
TOT3954M,L_Area_IFJa,0.9972814670857268,AL_06vsAL_07,AL_07
20TPEF6047,L_Area_IFJa,0.993449623382534,AL_06vsAL_07,AL_07
TOT8087M,L_Area_IFJa,0.996777245901957,AL_06vsAL_07,AL_07
TOT5161F,L_Area_IFJa,0.9771750647793664,AL_06vsAL_07,AL_07
TOT4391F,L_Area_IFJa,0.9957768126214912,AL_06vsAL_07,AL_07
28CAMINO6650,L_Area_IFJa,0.9979344931446792,AL_06vsAL_07,AL_07
TOT7729F,L_Area_IFJa,0.9683595491235952,AL_06vsAL_07,AL_07
TOT2154,L_Area_IFJa,0.9985360327294196,AL_06vsAL_07,AL_07
01Caminoreso5503,L_Area_IFJa,0.998437141455276,AL_06vsAL_07,AL_07
TOT8360,L_Area_IFJa,0.9992586271626076,AL_06vsAL_07,AL_07
15CAMINO5507,L_Area_IFJa,0.995580466059348,AL_06vsAL_07,AL_07
ToTPilot6958ToT,L_Area_IFJa,0.9987085233084108,AL_06vsAL_07,AL_07
TOT6480,L_Area_IFJa,0.9995578642849612,AL_06vsAL_07,AL_07
TOT4919F,L_Area_IFJa,0.9946102579855988,AL_06vsAL_07,AL_07
38TPEF5490,L_Area_IFJa,0.9989188794032426,AL_06vsAL_07,AL_07
41TPEF4693,L_Area_IFJa,0.9942921415754322,AL_06vsAL_07,AL_07
TOT7175F,L_Area_IFJa,0.9989768978004596,AL_06vsAL_07,AL_07
S038,L_Area_IFJp,0.9992054825134856,AL_06vsAL_07,AL_07
S037,L_Area_IFJp,0.9955936332568706,AL_06vsAL_07,AL_07
S036,L_Area_IFJp,0.998461129815348,AL_06vsAL_07,AL_07
S035,L_Area_IFJp,0.997382905430378,AL_06vsAL_07,AL_07
S034,L_Area_IFJp,0.9908400141196464,AL_06vsAL_07,AL_07
S033,L_Area_IFJp,0.9869701308132504,AL_06vsAL_07,AL_07
S032,L_Area_IFJp,0.9992964491262334,AL_06vsAL_07,AL_07
S031,L_Area_IFJp,0.9934221986050192,AL_06vsAL_07,AL_07
S029,L_Area_IFJp,0.9988276958632136,AL_06vsAL_07,AL_07
S028,L_Area_IFJp,0.9985587861146888,AL_06vsAL_07,AL_07
S027,L_Area_IFJp,0.9974502490093567,AL_06vsAL_07,AL_07
S025,L_Area_IFJp,0.9960115596218708,AL_06vsAL_07,AL_07
S024,L_Area_IFJp,0.9983242472269256,AL_06vsAL_07,AL_07
S023,L_Area_IFJp,0.9973569444830036,AL_06vsAL_07,AL_07
S022,L_Area_IFJp,0.9988003563797088,AL_06vsAL_07,AL_07
S021,L_Area_IFJp,0.9831026996570308,AL_06vsAL_07,AL_07
S020,L_Area_IFJp,0.8927978025983259,AL_06vsAL_07,AL_07
S019,L_Area_IFJp,0.9438873418313528,AL_06vsAL_07,AL_07
S018,L_Area_IFJp,0.9968338733855456,AL_06vsAL_07,AL_07
S017,L_Area_IFJp,0.9876647717025016,AL_06vsAL_07,AL_07
S016,L_Area_IFJp,0.9993775517656064,AL_06vsAL_07,AL_07
S014,L_Area_IFJp,0.997797490040574,AL_06vsAL_07,AL_07
S013,L_Area_IFJp,0.9978560511289885,AL_06vsAL_07,AL_07
S012,L_Area_IFJp,0.9988129548334858,AL_06vsAL_07,AL_07
S011,L_Area_IFJp,0.9993409208746982,AL_06vsAL_07,AL_07
S010,L_Area_IFJp,0.9927599988676988,AL_06vsAL_07,AL_07
