SUBID,TCK,corr,btw,analysis
26CAMINO3920,L_Area_13l,0.8743409405730611,T01vsT02,AL_07_fix
41TPEF4693,L_Area_13l,0.9198427822642931,T01vsT02,AL_07_fix
07CAMINO6124,L_Area_13l,0.25807102403910837,T01vsT02,AL_07_fix
S038,R_Area_13l,0.5173759450648415,T01vsT02,AL_07_fix
S037,R_Area_13l,0.6484020763456112,T01vsT02,AL_07_fix
S036,R_Area_13l,0.8337387420038355,T01vsT02,AL_07_fix
S035,R_Area_13l,0.11754514394242534,T01vsT02,AL_07_fix
S034,R_Area_13l,0.9110620138243014,T01vsT02,AL_07_fix
S033,R_Area_13l,0.9740100798599515,T01vsT02,AL_07_fix
S032,R_Area_13l,0.9192669298585165,T01vsT02,AL_07_fix
S031,R_Area_13l,0.8240127740367779,T01vsT02,AL_07_fix
TOT7729F,R_Area_13l,0.8844351753790615,T01vsT02,AL_07_fix
S029,R_Area_13l,0.685728877223106,T01vsT02,AL_07_fix
S028,R_Area_13l,0.8998894559089333,T01vsT02,AL_07_fix
S027,R_Area_13l,0.9845200382755553,T01vsT02,AL_07_fix
S025,R_Area_13l,0.9547809565840799,T01vsT02,AL_07_fix
S024,R_Area_13l,0.9447529419810563,T01vsT02,AL_07_fix
S023,R_Area_13l,0.9915185688315309,T01vsT02,AL_07_fix
S022,R_Area_13l,0.9249323280206133,T01vsT02,AL_07_fix
S021,R_Area_13l,0.9400314846124056,T01vsT02,AL_07_fix
S020,R_Area_13l,0.9174439978267942,T01vsT02,AL_07_fix
S018,R_Area_13l,0.11929655822750813,T01vsT02,AL_07_fix
S017,R_Area_13l,0.8680926885715545,T01vsT02,AL_07_fix
S016,R_Area_13l,0.6849221345780172,T01vsT02,AL_07_fix
26CAMINO3920,R_Area_13l,0.9829903565692184,T01vsT02,AL_07_fix
41TPEF4693,R_Area_13l,0.7666034522847691,T01vsT02,AL_07_fix
07CAMINO6124,R_Area_13l,0.9752979355847063,T01vsT02,AL_07_fix
S038,L_Area_s32,0.9686152000859292,T01vsT02,AL_07_fix
S037,L_Area_s32,0.8066187496325906,T01vsT02,AL_07_fix
S036,L_Area_s32,0.940682041629085,T01vsT02,AL_07_fix
S035,L_Area_s32,0.8728333426999672,T01vsT02,AL_07_fix
S034,L_Area_s32,0.891485180751524,T01vsT02,AL_07_fix
S033,L_Area_s32,0.9883493353949637,T01vsT02,AL_07_fix
S032,L_Area_s32,0.9870142308439058,T01vsT02,AL_07_fix
S031,L_Area_s32,0.9297958227205935,T01vsT02,AL_07_fix
TOT7729F,L_Area_s32,0.8536151426726758,T01vsT02,AL_07_fix
S029,L_Area_s32,0.9817304170320729,T01vsT02,AL_07_fix
S028,L_Area_s32,0.9814902964214699,T01vsT02,AL_07_fix
S027,L_Area_s32,0.9684362892931087,T01vsT02,AL_07_fix
S025,L_Area_s32,0.9465943284559106,T01vsT02,AL_07_fix
S024,L_Area_s32,0.937683753745379,T01vsT02,AL_07_fix
S023,L_Area_s32,0.9991217980451601,T01vsT02,AL_07_fix
S022,L_Area_s32,0.9492567144189945,T01vsT02,AL_07_fix
S021,L_Area_s32,0.9755468276021544,T01vsT02,AL_07_fix
S020,L_Area_s32,0.9698452404605165,T01vsT02,AL_07_fix
S018,L_Area_s32,0.9878778497226908,T01vsT02,AL_07_fix
S017,L_Area_s32,0.9864468848871167,T01vsT02,AL_07_fix
S016,L_Area_s32,0.9930379194684456,T01vsT02,AL_07_fix
26CAMINO3920,L_Area_s32,0.9784617538737377,T01vsT02,AL_07_fix
41TPEF4693,L_Area_s32,0.9705437984878793,T01vsT02,AL_07_fix
07CAMINO6124,L_Area_s32,0.947154874449076,T01vsT02,AL_07_fix
S038,R_Area_s32,0.8456650742970385,T01vsT02,AL_07_fix
S037,R_Area_s32,0.4271760609646104,T01vsT02,AL_07_fix
S036,R_Area_s32,0.7700001728460898,T01vsT02,AL_07_fix
S035,R_Area_s32,0.9701369919086105,T01vsT02,AL_07_fix
S034,R_Area_s32,0.4357663877766235,T01vsT02,AL_07_fix
S033,R_Area_s32,0.8963704962706267,T01vsT02,AL_07_fix
S032,R_Area_s32,0.7169580114774595,T01vsT02,AL_07_fix
S031,R_Area_s32,-0.04985337815400091,T01vsT02,AL_07_fix
TOT7729F,R_Area_s32,0.37653341245167987,T01vsT02,AL_07_fix
S029,R_Area_s32,0.9215604648967145,T01vsT02,AL_07_fix
S028,R_Area_s32,0.8994406384688184,T01vsT02,AL_07_fix
S027,R_Area_s32,0.8212468526429785,T01vsT02,AL_07_fix
S025,R_Area_s32,0.6274848495982108,T01vsT02,AL_07_fix
S024,R_Area_s32,0.8600304749704102,T01vsT02,AL_07_fix
S023,R_Area_s32,0.9813234956074609,T01vsT02,AL_07_fix
S022,R_Area_s32,0.8511136854271613,T01vsT02,AL_07_fix
S021,R_Area_s32,0.6753246344354027,T01vsT02,AL_07_fix
S020,R_Area_s32,0.8640094511750928,T01vsT02,AL_07_fix
S018,R_Area_s32,-0.38097099784896943,T01vsT02,AL_07_fix
S017,R_Area_s32,0.9026308876557173,T01vsT02,AL_07_fix
S016,R_Area_s32,0.3797580083472591,T01vsT02,AL_07_fix
26CAMINO3920,R_Area_s32,0.8463032186421602,T01vsT02,AL_07_fix
41TPEF4693,R_Area_s32,0.7848336819415006,T01vsT02,AL_07_fix
07CAMINO6124,R_Area_s32,0.8895798056671412,T01vsT02,AL_07_fix
S038,L_Orbital_Frontal_Complex,0.9220871724483689,T01vsT02,AL_07_fix
S037,L_Orbital_Frontal_Complex,0.944763371349473,T01vsT02,AL_07_fix
S036,L_Orbital_Frontal_Complex,0.9005379043589444,T01vsT02,AL_07_fix
S035,L_Orbital_Frontal_Complex,0.9692009839261395,T01vsT02,AL_07_fix
S034,L_Orbital_Frontal_Complex,0.9374813956515903,T01vsT02,AL_07_fix
S033,L_Orbital_Frontal_Complex,0.9946719799906645,T01vsT02,AL_07_fix
S032,L_Orbital_Frontal_Complex,0.9804782970630218,T01vsT02,AL_07_fix
S031,L_Orbital_Frontal_Complex,0.9264162761288531,T01vsT02,AL_07_fix
TOT7729F,L_Orbital_Frontal_Complex,0.9586742847420542,T01vsT02,AL_07_fix
S029,L_Orbital_Frontal_Complex,0.9509360442790643,T01vsT02,AL_07_fix
S028,L_Orbital_Frontal_Complex,0.23219010650491625,T01vsT02,AL_07_fix
S027,L_Orbital_Frontal_Complex,0.9612273607078199,T01vsT02,AL_07_fix
S025,L_Orbital_Frontal_Complex,0.9158962053908557,T01vsT02,AL_07_fix
S024,L_Orbital_Frontal_Complex,0.8798900622157634,T01vsT02,AL_07_fix
S023,L_Orbital_Frontal_Complex,0.9985054898255586,T01vsT02,AL_07_fix
S022,L_Orbital_Frontal_Complex,0.9393538465490398,T01vsT02,AL_07_fix
S021,L_Orbital_Frontal_Complex,0.706751310000575,T01vsT02,AL_07_fix
S020,L_Orbital_Frontal_Complex,0.9548787521990749,T01vsT02,AL_07_fix
S018,L_Orbital_Frontal_Complex,0.930348409239679,T01vsT02,AL_07_fix
S017,L_Orbital_Frontal_Complex,0.961777572129738,T01vsT02,AL_07_fix
S016,L_Orbital_Frontal_Complex,0.9536449868713623,T01vsT02,AL_07_fix
26CAMINO3920,L_Orbital_Frontal_Complex,0.5402643471718944,T01vsT02,AL_07_fix
41TPEF4693,L_Orbital_Frontal_Complex,0.9190216334408332,T01vsT02,AL_07_fix
07CAMINO6124,L_Orbital_Frontal_Complex,0.9150420312244845,T01vsT02,AL_07_fix
S038,R_Orbital_Frontal_Complex,0.9680638458972602,T01vsT02,AL_07_fix
S037,R_Orbital_Frontal_Complex,0.8833592353694267,T01vsT02,AL_07_fix
S036,R_Orbital_Frontal_Complex,0.9514277827297181,T01vsT02,AL_07_fix
S035,R_Orbital_Frontal_Complex,0.9833717054367432,T01vsT02,AL_07_fix
S034,R_Orbital_Frontal_Complex,0.8436193930817514,T01vsT02,AL_07_fix
S033,R_Orbital_Frontal_Complex,0.9864746521784176,T01vsT02,AL_07_fix
S032,R_Orbital_Frontal_Complex,0.16567188609135214,T01vsT02,AL_07_fix
S031,R_Orbital_Frontal_Complex,0.8193388209717675,T01vsT02,AL_07_fix
TOT7729F,R_Orbital_Frontal_Complex,0.7663470121375452,T01vsT02,AL_07_fix
S029,R_Orbital_Frontal_Complex,0.9645953496068715,T01vsT02,AL_07_fix
S028,R_Orbital_Frontal_Complex,0.9611232734033522,T01vsT02,AL_07_fix
S027,R_Orbital_Frontal_Complex,0.9651620242986623,T01vsT02,AL_07_fix
S025,R_Orbital_Frontal_Complex,0.9852774528802256,T01vsT02,AL_07_fix
S024,R_Orbital_Frontal_Complex,0.9543219774622763,T01vsT02,AL_07_fix
S023,R_Orbital_Frontal_Complex,0.995182984006162,T01vsT02,AL_07_fix
S022,R_Orbital_Frontal_Complex,0.9577191306205526,T01vsT02,AL_07_fix
S021,R_Orbital_Frontal_Complex,0.9792885534967234,T01vsT02,AL_07_fix
S020,R_Orbital_Frontal_Complex,0.9570614067683078,T01vsT02,AL_07_fix
S018,R_Orbital_Frontal_Complex,0.9540817476783867,T01vsT02,AL_07_fix
S017,R_Orbital_Frontal_Complex,0.9627351741468068,T01vsT02,AL_07_fix
S016,R_Orbital_Frontal_Complex,0.8238409119957505,T01vsT02,AL_07_fix
26CAMINO3920,R_Orbital_Frontal_Complex,0.9317686771968815,T01vsT02,AL_07_fix
41TPEF4693,R_Orbital_Frontal_Complex,0.9069140513852726,T01vsT02,AL_07_fix
07CAMINO6124,R_Orbital_Frontal_Complex,0.9835529036936047,T01vsT02,AL_07_fix
S038,Left-MammillaryBody,0.9244757663630522,T01vsT02,AL_07_fix
S037,Left-MammillaryBody,0.1464387670544791,T01vsT02,AL_07_fix
S036,Left-MammillaryBody,0.31779784606991196,T01vsT02,AL_07_fix
S035,Left-MammillaryBody,0.7552081824093371,T01vsT02,AL_07_fix
S034,Left-MammillaryBody,0.45188839106981366,T01vsT02,AL_07_fix
S033,Left-MammillaryBody,0.40982348869924945,T01vsT02,AL_07_fix
S032,Left-MammillaryBody,0.7847680518564315,T01vsT02,AL_07_fix
S031,Left-MammillaryBody,0.7954260786133456,T01vsT02,AL_07_fix
TOT7729F,Left-MammillaryBody,0.8239410651975766,T01vsT02,AL_07_fix
S029,Left-MammillaryBody,0.5546695824588876,T01vsT02,AL_07_fix
S028,Left-MammillaryBody,0.7647680085461154,T01vsT02,AL_07_fix
S027,Left-MammillaryBody,0.4064041951275707,T01vsT02,AL_07_fix
S025,Left-MammillaryBody,0.7415854290930338,T01vsT02,AL_07_fix
S024,Left-MammillaryBody,0.332254324706747,T01vsT02,AL_07_fix
S023,Left-MammillaryBody,0.99447729975221,T01vsT02,AL_07_fix
S022,Left-MammillaryBody,0.26657978885330647,T01vsT02,AL_07_fix
S021,Left-MammillaryBody,0.18212268193263337,T01vsT02,AL_07_fix
S020,Left-MammillaryBody,0.6743022476155651,T01vsT02,AL_07_fix
S018,Left-MammillaryBody,0.8056182165650928,T01vsT02,AL_07_fix
S017,Left-MammillaryBody,0.18823316757906247,T01vsT02,AL_07_fix
S016,Left-MammillaryBody,-0.030642746341551626,T01vsT02,AL_07_fix
26CAMINO3920,Left-MammillaryBody,-0.6692528787382435,T01vsT02,AL_07_fix
41TPEF4693,Left-MammillaryBody,0.5053179526759364,T01vsT02,AL_07_fix
07CAMINO6124,Left-MammillaryBody,0.9026185135646791,T01vsT02,AL_07_fix
S038,Right-MammillaryBody,0.9409854099216854,T01vsT02,AL_07_fix
S037,Right-MammillaryBody,0.5005274837184727,T01vsT02,AL_07_fix
S036,Right-MammillaryBody,0.04310484082470641,T01vsT02,AL_07_fix
S035,Right-MammillaryBody,0.9561337842252395,T01vsT02,AL_07_fix
S034,Right-MammillaryBody,0.6436540332386169,T01vsT02,AL_07_fix
S033,Right-MammillaryBody,0.33942866432758256,T01vsT02,AL_07_fix
S032,Right-MammillaryBody,0.46389708084900927,T01vsT02,AL_07_fix
S031,Right-MammillaryBody,0.7791391837451375,T01vsT02,AL_07_fix
TOT7729F,Right-MammillaryBody,0.2594770317196541,T01vsT02,AL_07_fix
S029,Right-MammillaryBody,0.4782991940220062,T01vsT02,AL_07_fix
S028,Right-MammillaryBody,0.06390621145984073,T01vsT02,AL_07_fix
S027,Right-MammillaryBody,0.3078957991322811,T01vsT02,AL_07_fix
S025,Right-MammillaryBody,0.7914488381868152,T01vsT02,AL_07_fix
S023,Right-MammillaryBody,0.9958674384941326,T01vsT02,AL_07_fix
S022,Right-MammillaryBody,0.6198437722335969,T01vsT02,AL_07_fix
S021,Right-MammillaryBody,0.5232707897784364,T01vsT02,AL_07_fix
S020,Right-MammillaryBody,0.4806364180275749,T01vsT02,AL_07_fix
S018,Right-MammillaryBody,-0.010440645505321339,T01vsT02,AL_07_fix
S017,Right-MammillaryBody,0.4488194761992067,T01vsT02,AL_07_fix
S016,Right-MammillaryBody,0.5155563093309996,T01vsT02,AL_07_fix
26CAMINO3920,Right-MammillaryBody,0.8225281427664108,T01vsT02,AL_07_fix
41TPEF4693,Right-MammillaryBody,0.5879789671897269,T01vsT02,AL_07_fix
07CAMINO6124,Right-MammillaryBody,0.386414209457017,T01vsT02,AL_07_fix
S038,L_RetroSplenial_Complex,0.999498538103498,AL_06vsAL_07,AL_07
S037,L_RetroSplenial_Complex,0.9981795309556656,AL_06vsAL_07,AL_07
S036,L_RetroSplenial_Complex,0.9981083623276537,AL_06vsAL_07,AL_07
S035,L_RetroSplenial_Complex,0.9976691445709484,AL_06vsAL_07,AL_07
S034,L_RetroSplenial_Complex,0.9976756819721296,AL_06vsAL_07,AL_07
S033,L_RetroSplenial_Complex,0.9940852668744158,AL_06vsAL_07,AL_07
S032,L_RetroSplenial_Complex,0.9993572076480144,AL_06vsAL_07,AL_07
S031,L_RetroSplenial_Complex,0.9975130363740038,AL_06vsAL_07,AL_07
S029,L_RetroSplenial_Complex,0.9987744889981908,AL_06vsAL_07,AL_07
S028,L_RetroSplenial_Complex,0.9912359962100874,AL_06vsAL_07,AL_07
S027,L_RetroSplenial_Complex,0.9998316705052578,AL_06vsAL_07,AL_07
S025,L_RetroSplenial_Complex,0.9998702251367056,AL_06vsAL_07,AL_07
S024,L_RetroSplenial_Complex,0.9964740844043752,AL_06vsAL_07,AL_07
S023,L_RetroSplenial_Complex,0.997752053129627,AL_06vsAL_07,AL_07
S022,L_RetroSplenial_Complex,0.9976557020079756,AL_06vsAL_07,AL_07
S021,L_RetroSplenial_Complex,0.9991878143724894,AL_06vsAL_07,AL_07
S020,L_RetroSplenial_Complex,0.998933338980057,AL_06vsAL_07,AL_07
S019,L_RetroSplenial_Complex,0.9897132840954692,AL_06vsAL_07,AL_07
S018,L_RetroSplenial_Complex,0.9993227382091078,AL_06vsAL_07,AL_07
S017,L_RetroSplenial_Complex,0.9991336754925412,AL_06vsAL_07,AL_07
S016,L_RetroSplenial_Complex,0.989407689522707,AL_06vsAL_07,AL_07
S014,L_RetroSplenial_Complex,0.9980558462326632,AL_06vsAL_07,AL_07
S013,L_RetroSplenial_Complex,0.999928192975982,AL_06vsAL_07,AL_07
S012,L_RetroSplenial_Complex,0.9983651247281328,AL_06vsAL_07,AL_07
S011,L_RetroSplenial_Complex,0.999538290568018,AL_06vsAL_07,AL_07
S010,L_RetroSplenial_Complex,0.9949377404519528,AL_06vsAL_07,AL_07
S009,L_RetroSplenial_Complex,0.991865501935274,AL_06vsAL_07,AL_07
S007,L_RetroSplenial_Complex,0.999152032218333,AL_06vsAL_07,AL_07
S006,L_RetroSplenial_Complex,0.998639344762744,AL_06vsAL_07,AL_07
S005,L_RetroSplenial_Complex,0.9974443978289004,AL_06vsAL_07,AL_07
S004,L_RetroSplenial_Complex,0.9990467438182536,AL_06vsAL_07,AL_07
S003,L_RetroSplenial_Complex,0.9982195059853716,AL_06vsAL_07,AL_07
S001,L_RetroSplenial_Complex,0.9956685683030276,AL_06vsAL_07,AL_07
44TPEF2154,L_RetroSplenial_Complex,0.9940248675290052,AL_06vsAL_07,AL_07
TOT6487F,L_RetroSplenial_Complex,0.9977418570122308,AL_06vsAL_07,AL_07
19TPEF6181,L_RetroSplenial_Complex,0.9923811342563436,AL_06vsAL_07,AL_07
16CAMINO6983,L_RetroSplenial_Complex,0.9992271946519846,AL_06vsAL_07,AL_07
TOT4670F,L_RetroSplenial_Complex,0.9998611623951488,AL_06vsAL_07,AL_07
20CAMINO6226,L_RetroSplenial_Complex,0.989421113057882,AL_06vsAL_07,AL_07
TOT605M,L_RetroSplenial_Complex,0.9997391131887996,AL_06vsAL_07,AL_07
42TPEF5298,L_RetroSplenial_Complex,0.983452101572752,AL_06vsAL_07,AL_07
23TPEF6185,L_RetroSplenial_Complex,0.9966616160984834,AL_06vsAL_07,AL_07
40TPEF3177,L_RetroSplenial_Complex,0.9997655098646449,AL_06vsAL_07,AL_07
17TPEF1567,L_RetroSplenial_Complex,0.9994935452370332,AL_06vsAL_07,AL_07
21CAMINO6895,L_RetroSplenial_Complex,0.9998498698965624,AL_06vsAL_07,AL_07
33TPEF4092,L_RetroSplenial_Complex,0.9934232422093624,AL_06vsAL_07,AL_07
TOT6003M,L_RetroSplenial_Complex,0.9997172326839232,AL_06vsAL_07,AL_07
10CAMINO3096,L_RetroSplenial_Complex,0.9990867984400348,AL_06vsAL_07,AL_07
TOT557M,L_RetroSplenial_Complex,0.9973104154931808,AL_06vsAL_07,AL_07
28TPEF6054,L_RetroSplenial_Complex,0.9948222057236428,AL_06vsAL_07,AL_07
TOT7839F,L_RetroSplenial_Complex,0.9993706775837428,AL_06vsAL_07,AL_07
27CAMINO6055,L_RetroSplenial_Complex,0.994384405016488,AL_06vsAL_07,AL_07
03CAMINO636,L_RetroSplenial_Complex,0.9979564100610132,AL_06vsAL_07,AL_07
TOT4250F,L_RetroSplenial_Complex,0.998693526594088,AL_06vsAL_07,AL_07
TOT7947M,L_RetroSplenial_Complex,0.9971658645537452,AL_06vsAL_07,AL_07
46TPEF5790,L_RetroSplenial_Complex,0.9994653950353254,AL_06vsAL_07,AL_07
24CAMINO3931,L_RetroSplenial_Complex,0.9958138494601492,AL_06vsAL_07,AL_07
TOT7520,L_RetroSplenial_Complex,0.990699384880453,AL_06vsAL_07,AL_07
17CAMINO6835,L_RetroSplenial_Complex,0.9958407574567482,AL_06vsAL_07,AL_07
TOT8428F,L_RetroSplenial_Complex,0.9955771771421948,AL_06vsAL_07,AL_07
22CAMINO6056,L_RetroSplenial_Complex,0.998846705235756,AL_06vsAL_07,AL_07
TOT3181m,L_RetroSplenial_Complex,0.9998817780738156,AL_06vsAL_07,AL_07
07CAMINO6124,L_RetroSplenial_Complex,0.998586052954538,AL_06vsAL_07,AL_07
21TPEF6387,L_RetroSplenial_Complex,0.996795623368074,AL_06vsAL_07,AL_07
05CAMINO6516,L_RetroSplenial_Complex,0.9980880751576237,AL_06vsAL_07,AL_07
