SUBID,TCK,corr,btw,analysis,SUBID2
S020,L_Area_IFSp,0.993569842108241,T01vsT02,AL_07,
S018,L_Area_IFSp,0.9946025590488723,T01vsT02,AL_07,
S017,L_Area_IFSp,0.982825254892847,T01vsT02,AL_07,
S016,L_Area_IFSp,0.9844492379844355,T01vsT02,AL_07,
26CAMINO3920,L_Area_IFSp,0.9366997133987249,T01vsT02,AL_07,
41TPEF4693,L_Area_IFSp,0.9937264593230105,T01vsT02,AL_07,
07CAMINO6124,L_Area_IFSp,0.9576018447953011,T01vsT02,AL_07,
S038,L_Area_IFJa,0.9761980598527515,T01vsT02,AL_07,
S037,L_Area_IFJa,0.8847451239714197,T01vsT02,AL_07,
S036,L_Area_IFJa,0.9342511849066129,T01vsT02,AL_07,
S035,L_Area_IFJa,0.983511681558455,T01vsT02,AL_07,
S034,L_Area_IFJa,0.9773009487480934,T01vsT02,AL_07,
S033,L_Area_IFJa,0.9589407271124194,T01vsT02,AL_07,
S032,L_Area_IFJa,0.9748565584686778,T01vsT02,AL_07,
S031,L_Area_IFJa,0.9759062907503868,T01vsT02,AL_07,
TOT7729F,L_Area_IFJa,0.9310158323546912,T01vsT02,AL_07,
S029,L_Area_IFJa,0.9329024076148885,T01vsT02,AL_07,
S028,L_Area_IFJa,0.9771732355008088,T01vsT02,AL_07,
S027,L_Area_IFJa,0.9441548251114342,T01vsT02,AL_07,
S025,L_Area_IFJa,0.7986049062114142,T01vsT02,AL_07,
S024,L_Area_IFJa,0.9646600667080045,T01vsT02,AL_07,
S023,L_Area_IFJa,0.9983175968444882,T01vsT02,AL_07,
S022,L_Area_IFJa,0.9907086042439748,T01vsT02,AL_07,
S021,L_Area_IFJa,0.9824160255459085,T01vsT02,AL_07,
S020,L_Area_IFJa,0.9845700361802031,T01vsT02,AL_07,
S018,L_Area_IFJa,0.8497942517083071,T01vsT02,AL_07,
S017,L_Area_IFJa,0.4111865770690209,T01vsT02,AL_07,
S016,L_Area_IFJa,0.5057310214744276,T01vsT02,AL_07,
26CAMINO3920,L_Area_IFJa,0.898606123628681,T01vsT02,AL_07,
41TPEF4693,L_Area_IFJa,0.6592468498999876,T01vsT02,AL_07,
07CAMINO6124,L_Area_IFJa,0.8745017879472334,T01vsT02,AL_07,
S038,L_Area_IFJp,0.9983941723575431,T01vsT02,AL_07,
S037,L_Area_IFJp,0.9555165164367265,T01vsT02,AL_07,
S036,L_Area_IFJp,0.8517091004648912,T01vsT02,AL_07,
S035,L_Area_IFJp,0.934832668791495,T01vsT02,AL_07,
S034,L_Area_IFJp,0.9534442167729893,T01vsT02,AL_07,
S033,L_Area_IFJp,0.9813873252252,T01vsT02,AL_07,
S032,L_Area_IFJp,0.9896037349775849,T01vsT02,AL_07,
S031,L_Area_IFJp,0.9054243385074652,T01vsT02,AL_07,
TOT7729F,L_Area_IFJp,0.8847161307895144,T01vsT02,AL_07,
S029,L_Area_IFJp,0.9893446625825325,T01vsT02,AL_07,
S028,L_Area_IFJp,0.9434398191778424,T01vsT02,AL_07,
S027,L_Area_IFJp,0.9855263491617473,T01vsT02,AL_07,
S025,L_Area_IFJp,0.9127872750232116,T01vsT02,AL_07,
S024,L_Area_IFJp,0.9167967737337296,T01vsT02,AL_07,
S023,L_Area_IFJp,0.9962567483125305,T01vsT02,AL_07,
S022,L_Area_IFJp,0.9395150114921642,T01vsT02,AL_07,
S021,L_Area_IFJp,0.7836993094068685,T01vsT02,AL_07,
S020,L_Area_IFJp,0.8896019047197166,T01vsT02,AL_07,
S018,L_Area_IFJp,0.8776866085916379,T01vsT02,AL_07,
S017,L_Area_IFJp,0.9542004792457568,T01vsT02,AL_07,
S016,L_Area_IFJp,0.9524653872779288,T01vsT02,AL_07,
26CAMINO3920,L_Area_IFJp,0.9101767662227401,T01vsT02,AL_07,
41TPEF4693,L_Area_IFJp,0.9354315056267768,T01vsT02,AL_07,
07CAMINO6124,L_Area_IFJp,0.9848168042176627,T01vsT02,AL_07,
S038,L_Area_9_anterior,0.988938421397836,T01vsT02,AL_07,
S037,L_Area_9_anterior,0.9945851478934863,T01vsT02,AL_07,
S036,L_Area_9_anterior,0.9556812111117752,T01vsT02,AL_07,
S035,L_Area_9_anterior,0.9925052731272802,T01vsT02,AL_07,
S034,L_Area_9_anterior,0.9973619542220206,T01vsT02,AL_07,
S033,L_Area_9_anterior,0.9951458651589509,T01vsT02,AL_07,
S032,L_Area_9_anterior,0.9951353083931429,T01vsT02,AL_07,
S031,L_Area_9_anterior,0.9944149091547387,T01vsT02,AL_07,
TOT7729F,L_Area_9_anterior,0.9819507166005697,T01vsT02,AL_07,
S029,L_Area_9_anterior,0.99521422788802,T01vsT02,AL_07,
S028,L_Area_9_anterior,0.9960113807574217,T01vsT02,AL_07,
S027,L_Area_9_anterior,0.9880004416500251,T01vsT02,AL_07,
S025,L_Area_9_anterior,0.9750836760693277,T01vsT02,AL_07,
S024,L_Area_9_anterior,0.9920858945097294,T01vsT02,AL_07,
S023,L_Area_9_anterior,0.9993159290639302,T01vsT02,AL_07,
S022,L_Area_9_anterior,0.9926097472787574,T01vsT02,AL_07,
S021,L_Area_9_anterior,0.9756886204677253,T01vsT02,AL_07,
S020,L_Area_9_anterior,0.9944870782178439,T01vsT02,AL_07,
S018,L_Area_9_anterior,0.9975083138242743,T01vsT02,AL_07,
S017,L_Area_9_anterior,0.9836959829024685,T01vsT02,AL_07,
S016,L_Area_9_anterior,0.9804035162992643,T01vsT02,AL_07,
26CAMINO3920,L_Area_9_anterior,0.996297031596962,T01vsT02,AL_07,
41TPEF4693,L_Area_9_anterior,0.9906091553581357,T01vsT02,AL_07,
07CAMINO6124,L_Area_9_anterior,0.9841312352495347,T01vsT02,AL_07,
S038,L_Area_9_Posterior,0.9963309458749143,T01vsT02,AL_07,
S037,L_Area_9_Posterior,0.9960328361172431,T01vsT02,AL_07,
S036,L_Area_9_Posterior,0.9972432797713937,T01vsT02,AL_07,
S035,L_Area_9_Posterior,0.9939881960900212,T01vsT02,AL_07,
S034,L_Area_9_Posterior,0.9939666897858843,T01vsT02,AL_07,
S033,L_Area_9_Posterior,0.9937488141496617,T01vsT02,AL_07,
S032,L_Area_9_Posterior,0.9966610457237299,T01vsT02,AL_07,
S031,L_Area_9_Posterior,0.9919589214610642,T01vsT02,AL_07,
TOT7729F,L_Area_9_Posterior,0.9896854837731403,T01vsT02,AL_07,
S029,L_Area_9_Posterior,0.9943330213885152,T01vsT02,AL_07,
S028,L_Area_9_Posterior,0.9840028238951871,T01vsT02,AL_07,
S027,L_Area_9_Posterior,0.9929526072640239,T01vsT02,AL_07,
S025,L_Area_9_Posterior,0.9899302842995235,T01vsT02,AL_07,
S024,L_Area_9_Posterior,0.995963814267603,T01vsT02,AL_07,
S023,L_Area_9_Posterior,0.9984862141826659,T01vsT02,AL_07,
S022,L_Area_9_Posterior,0.9838810022804154,T01vsT02,AL_07,
S021,L_Area_9_Posterior,0.9850351571360058,T01vsT02,AL_07,
S020,L_Area_9_Posterior,0.983797315578631,T01vsT02,AL_07,
S018,L_Area_9_Posterior,0.9964246842497686,T01vsT02,AL_07,
S017,L_Area_9_Posterior,0.9966222204340899,T01vsT02,AL_07,
S016,L_Area_9_Posterior,0.9854176703792948,T01vsT02,AL_07,
26CAMINO3920,L_Area_9_Posterior,0.9957524509892126,T01vsT02,AL_07,
41TPEF4693,L_Area_9_Posterior,0.9922723382536455,T01vsT02,AL_07,
07CAMINO6124,L_Area_9_Posterior,0.9728551567173985,T01vsT02,AL_07,
S038,L_Area_8Ad,0.9988101635312465,T01vsT02,AL_07,
S037,L_Area_8Ad,0.994554659679322,T01vsT02,AL_07,
S036,L_Area_8Ad,0.9911701009681649,T01vsT02,AL_07,
S035,L_Area_8Ad,0.996485484699812,T01vsT02,AL_07,
S034,L_Area_8Ad,0.9976214541623962,T01vsT02,AL_07,
S033,L_Area_8Ad,0.9967054918105052,T01vsT02,AL_07,
S032,L_Area_8Ad,0.9980960103510085,T01vsT02,AL_07,
S031,L_Area_8Ad,0.9732793821252755,T01vsT02,AL_07,
TOT7729F,L_Area_8Ad,0.993845413291386,T01vsT02,AL_07,
S029,L_Area_8Ad,0.9921124312612525,T01vsT02,AL_07,
S028,L_Area_8Ad,0.9880813827567346,T01vsT02,AL_07,
S027,L_Area_8Ad,0.9675757663298042,T01vsT02,AL_07,
S025,L_Area_8Ad,0.9882984207795591,T01vsT02,AL_07,
S024,L_Area_8Ad,0.997424824928496,T01vsT02,AL_07,
S023,L_Area_8Ad,0.9987328807437388,T01vsT02,AL_07,
S022,L_Area_8Ad,0.9969843892800562,T01vsT02,AL_07,
S021,L_Area_8Ad,0.9600163522204885,T01vsT02,AL_07,
S020,L_Area_8Ad,0.9953966864414928,T01vsT02,AL_07,
S018,L_Area_8Ad,0.9901364798724949,T01vsT02,AL_07,
S017,L_Area_8Ad,0.9973514469661785,T01vsT02,AL_07,
S016,L_Area_8Ad,0.9882213533355054,T01vsT02,AL_07,
26CAMINO3920,L_Area_8Ad,0.9970235219690029,T01vsT02,AL_07,
41TPEF4693,L_Area_8Ad,0.9973646520136101,T01vsT02,AL_07,
07CAMINO6124,L_Area_8Ad,0.9610347703900621,T01vsT02,AL_07,
S038,L_Area_9-46d,0.9969094003193399,T01vsT02,AL_07,
S037,L_Area_9-46d,0.9970366378118295,T01vsT02,AL_07,
S036,L_Area_9-46d,0.9905826429153339,T01vsT02,AL_07,
S035,L_Area_9-46d,0.9974369667556918,T01vsT02,AL_07,
S034,L_Area_9-46d,0.9976430236914001,T01vsT02,AL_07,
S033,L_Area_9-46d,0.990452582254378,T01vsT02,AL_07,
S032,L_Area_9-46d,0.9974232734038677,T01vsT02,AL_07,
S031,L_Area_9-46d,0.9867774006443092,T01vsT02,AL_07,
TOT7729F,L_Area_9-46d,0.9936932276901005,T01vsT02,AL_07,
S029,L_Area_9-46d,0.9952312909047956,T01vsT02,AL_07,
S028,L_Area_9-46d,0.9967844438284472,T01vsT02,AL_07,
S027,L_Area_9-46d,0.9920426218948897,T01vsT02,AL_07,
S025,L_Area_9-46d,0.9889247846288749,T01vsT02,AL_07,
S024,L_Area_9-46d,0.9860234490352303,T01vsT02,AL_07,
S023,L_Area_9-46d,0.9997550065764207,T01vsT02,AL_07,
S022,L_Area_9-46d,0.9957039747145202,T01vsT02,AL_07,
S021,L_Area_9-46d,0.9936490503273865,T01vsT02,AL_07,
S020,L_Area_9-46d,0.9751640846349116,T01vsT02,AL_07,
S018,L_Area_9-46d,0.9976495223185726,T01vsT02,AL_07,
S017,L_Area_9-46d,0.9781212703361558,T01vsT02,AL_07,
S016,L_Area_9-46d,0.9952135616881496,T01vsT02,AL_07,
26CAMINO3920,L_Area_9-46d,0.9812869617637504,T01vsT02,AL_07,
41TPEF4693,L_Area_9-46d,0.9748008264663408,T01vsT02,AL_07,
07CAMINO6124,L_Area_9-46d,0.9846577065943086,T01vsT02,AL_07,
S038,L_Area_anterior_9-46v,0.9890044361698204,T01vsT02,AL_07,
S037,L_Area_anterior_9-46v,0.9963962711970594,T01vsT02,AL_07,
S036,L_Area_anterior_9-46v,0.9964170460120713,T01vsT02,AL_07,
S035,L_Area_anterior_9-46v,0.9973658444180903,T01vsT02,AL_07,
S034,L_Area_anterior_9-46v,0.9935331640875756,T01vsT02,AL_07,
S033,L_Area_anterior_9-46v,0.9948191838380464,T01vsT02,AL_07,
S032,L_Area_anterior_9-46v,0.9919982854298648,T01vsT02,AL_07,
S031,L_Area_anterior_9-46v,0.9916543554664362,T01vsT02,AL_07,
TOT7729F,L_Area_anterior_9-46v,0.989733905268062,T01vsT02,AL_07,
S029,L_Area_anterior_9-46v,0.9950610664223755,T01vsT02,AL_07,
S028,L_Area_anterior_9-46v,0.9899490222891267,T01vsT02,AL_07,
S027,L_Area_anterior_9-46v,0.9933885426563417,T01vsT02,AL_07,
S025,L_Area_anterior_9-46v,0.986436979717837,T01vsT02,AL_07,
S024,L_Area_anterior_9-46v,0.9798893460653612,T01vsT02,AL_07,
S023,L_Area_anterior_9-46v,0.9985947706122451,T01vsT02,AL_07,
S022,L_Area_anterior_9-46v,0.9779795089659765,T01vsT02,AL_07,
S021,L_Area_anterior_9-46v,0.9900416581639623,T01vsT02,AL_07,
S020,L_Area_anterior_9-46v,0.9626741148358168,T01vsT02,AL_07,
S018,L_Area_anterior_9-46v,0.9969622612352772,T01vsT02,AL_07,
S017,L_Area_anterior_9-46v,0.9905228906863061,T01vsT02,AL_07,
S016,L_Area_anterior_9-46v,0.9745382847731722,T01vsT02,AL_07,
26CAMINO3920,L_Area_anterior_9-46v,0.9695774533829777,T01vsT02,AL_07,
41TPEF4693,L_Area_anterior_9-46v,0.9663538884524597,T01vsT02,AL_07,
07CAMINO6124,L_Area_anterior_9-46v,0.9915399590353702,T01vsT02,AL_07,
S038,L_Area_46,0.9978221357173913,T01vsT02,AL_07,
S037,L_Area_46,0.9945074872239292,T01vsT02,AL_07,
S036,L_Area_46,0.9916838591316073,T01vsT02,AL_07,
S035,L_Area_46,0.9883873340742617,T01vsT02,AL_07,
S034,L_Area_46,0.9939138139969946,T01vsT02,AL_07,
S033,L_Area_46,0.98258810358374,T01vsT02,AL_07,
S032,L_Area_46,0.9952965456519086,T01vsT02,AL_07,
S031,L_Area_46,0.9948081347702858,T01vsT02,AL_07,
TOT7729F,L_Area_46,0.9933898753435064,T01vsT02,AL_07,
S029,L_Area_46,0.9946379434470226,T01vsT02,AL_07,
S028,L_Area_46,0.991739431434994,T01vsT02,AL_07,
S027,L_Area_46,0.9957547298053864,T01vsT02,AL_07,
S025,L_Area_46,0.993484636550803,T01vsT02,AL_07,
S024,L_Area_46,0.9958743832652681,T01vsT02,AL_07,
S023,L_Area_46,0.9995827182854197,T01vsT02,AL_07,
S022,L_Area_46,0.996769087923101,T01vsT02,AL_07,
S021,L_Area_46,0.9921386530797605,T01vsT02,AL_07,
S020,L_Area_46,0.985187925258866,T01vsT02,AL_07,
S018,L_Area_46,0.9972251488384041,T01vsT02,AL_07,
S017,L_Area_46,0.9728903725999394,T01vsT02,AL_07,
S016,L_Area_46,0.9861287453164284,T01vsT02,AL_07,
26CAMINO3920,L_Area_46,0.9906850363177977,T01vsT02,AL_07,
41TPEF4693,L_Area_46,0.9879118647847336,T01vsT02,AL_07,
07CAMINO6124,L_Area_46,0.9877735928414199,T01vsT02,AL_07,
S038,L_Area_posterior_9-46v,0.9981839932136201,T01vsT02,AL_07,
S037,L_Area_posterior_9-46v,0.9933639711883746,T01vsT02,AL_07,
S036,L_Area_posterior_9-46v,0.9934712207372072,T01vsT02,AL_07,
S035,L_Area_posterior_9-46v,0.9865645034524279,T01vsT02,AL_07,
S034,L_Area_posterior_9-46v,0.9790342013021511,T01vsT02,AL_07,
S033,L_Area_posterior_9-46v,0.9898114476178642,T01vsT02,AL_07,
S032,L_Area_posterior_9-46v,0.9922691994966175,T01vsT02,AL_07,
S031,L_Area_posterior_9-46v,0.9821199383253916,T01vsT02,AL_07,
TOT7729F,L_Area_posterior_9-46v,0.9465981892910187,T01vsT02,AL_07,
S029,L_Area_posterior_9-46v,0.9930819855086914,T01vsT02,AL_07,
S028,L_Area_posterior_9-46v,0.9564848658323688,T01vsT02,AL_07,
S027,L_Area_posterior_9-46v,0.9820494510545329,T01vsT02,AL_07,
S025,L_Area_posterior_9-46v,0.9865820070940461,T01vsT02,AL_07,
S024,L_Area_posterior_9-46v,0.986134571795175,T01vsT02,AL_07,
S023,L_Area_posterior_9-46v,0.9993194953401088,T01vsT02,AL_07,
S022,L_Area_posterior_9-46v,0.9943260586391144,T01vsT02,AL_07,
S021,L_Area_posterior_9-46v,0.9872564863161103,T01vsT02,AL_07,
S020,L_Area_posterior_9-46v,0.9859446628380998,T01vsT02,AL_07,
S018,L_Area_posterior_9-46v,0.9982972661595529,T01vsT02,AL_07,
S017,L_Area_posterior_9-46v,0.9906506798353244,T01vsT02,AL_07,
S016,L_Area_posterior_9-46v,0.995363879689574,T01vsT02,AL_07,
26CAMINO3920,L_Area_posterior_9-46v,0.9923319047867056,T01vsT02,AL_07,
41TPEF4693,L_Area_posterior_9-46v,0.9914252181061053,T01vsT02,AL_07,
07CAMINO6124,L_Area_posterior_9-46v,0.9836016714415184,T01vsT02,AL_07,
S038,L_Area_8C,0.9982802541632434,T01vsT02,AL_07,
S037,L_Area_8C,0.9948630714986114,T01vsT02,AL_07,
S036,L_Area_8C,0.9910917575616105,T01vsT02,AL_07,
S035,L_Area_8C,0.995567138981503,T01vsT02,AL_07,
S034,L_Area_8C,0.9461093873750361,T01vsT02,AL_07,
S033,L_Area_8C,0.9506825207609636,T01vsT02,AL_07,
S032,L_Area_8C,0.9877191261366971,T01vsT02,AL_07,
S031,L_Area_8C,0.9868760012614486,T01vsT02,AL_07,
TOT7729F,L_Area_8C,0.9720804052450491,T01vsT02,AL_07,
S029,L_Area_8C,0.9883678347576993,T01vsT02,AL_07,
S028,L_Area_8C,0.9797475737661776,T01vsT02,AL_07,
S027,L_Area_8C,0.9964371169314752,T01vsT02,AL_07,
S025,L_Area_8C,0.9849550254554009,T01vsT02,AL_07,
S024,L_Area_8C,0.9901257375757845,T01vsT02,AL_07,
S023,L_Area_8C,0.9990764328771877,T01vsT02,AL_07,
S022,L_Area_8C,0.990079798041408,T01vsT02,AL_07,
S021,L_Area_8C,0.9598457943143776,T01vsT02,AL_07,
S020,L_Area_8C,0.9574041990969405,T01vsT02,AL_07,
S018,L_Area_8C,0.9890118073217729,T01vsT02,AL_07,
S017,L_Area_8C,0.9935371034840715,T01vsT02,AL_07,
S016,L_Area_8C,0.9313928586410924,T01vsT02,AL_07,
26CAMINO3920,L_Area_8C,0.9740152246585716,T01vsT02,AL_07,
41TPEF4693,L_Area_8C,0.9836939966861878,T01vsT02,AL_07,
07CAMINO6124,L_Area_8C,0.9882321512779835,T01vsT02,AL_07,
S038,L_Area_8Av,0.997489253776492,T01vsT02,AL_07,
S037,L_Area_8Av,0.9975857948135471,T01vsT02,AL_07,
S036,L_Area_8Av,0.881088893713862,T01vsT02,AL_07,
S035,L_Area_8Av,0.9953517424895703,T01vsT02,AL_07,
S034,L_Area_8Av,0.9840678307334892,T01vsT02,AL_07,
S033,L_Area_8Av,0.9949904920526685,T01vsT02,AL_07,
S032,L_Area_8Av,0.9943228012922466,T01vsT02,AL_07,
S031,L_Area_8Av,0.9863572219774619,T01vsT02,AL_07,
TOT7729F,L_Area_8Av,0.9985366584326597,T01vsT02,AL_07,
S029,L_Area_8Av,0.9865182042388781,T01vsT02,AL_07,
S028,L_Area_8Av,0.963971057204479,T01vsT02,AL_07,
S027,L_Area_8Av,0.9937877018091059,T01vsT02,AL_07,
S025,L_Area_8Av,0.9745447385004019,T01vsT02,AL_07,
S024,L_Area_8Av,0.989914906947742,T01vsT02,AL_07,
S023,L_Area_8Av,0.9984414930612744,T01vsT02,AL_07,
S022,L_Area_8Av,0.9875325249249748,T01vsT02,AL_07,
S021,L_Area_8Av,0.9871901713201895,T01vsT02,AL_07,
S020,L_Area_8Av,0.9527042266490588,T01vsT02,AL_07,
S018,L_Area_8Av,0.9809758153597686,T01vsT02,AL_07,
S017,L_Area_8Av,0.9921736813408313,T01vsT02,AL_07,
S016,L_Area_8Av,0.9875892256155683,T01vsT02,AL_07,
26CAMINO3920,L_Area_8Av,0.9923954743008017,T01vsT02,AL_07,
41TPEF4693,L_Area_8Av,0.9966216069739937,T01vsT02,AL_07,
07CAMINO6124,L_Area_8Av,0.9935105522473034,T01vsT02,AL_07,
S038,L_Inferior_6-8_Transitional_Area,0.9888075056319587,T01vsT02,AL_07,
S037,L_Inferior_6-8_Transitional_Area,0.9978452773382028,T01vsT02,AL_07,
S036,L_Inferior_6-8_Transitional_Area,0.9050643045363617,T01vsT02,AL_07,
S035,L_Inferior_6-8_Transitional_Area,0.9972494123740049,T01vsT02,AL_07,
S034,L_Inferior_6-8_Transitional_Area,0.9959298462287947,T01vsT02,AL_07,
S033,L_Inferior_6-8_Transitional_Area,0.9983224265256524,T01vsT02,AL_07,
S032,L_Inferior_6-8_Transitional_Area,0.992946403902135,T01vsT02,AL_07,
S031,L_Inferior_6-8_Transitional_Area,0.9833429889500062,T01vsT02,AL_07,
TOT7729F,L_Inferior_6-8_Transitional_Area,0.9798269339432424,T01vsT02,AL_07,
S029,L_Inferior_6-8_Transitional_Area,0.9783505301606649,T01vsT02,AL_07,
S028,L_Inferior_6-8_Transitional_Area,0.9914304438930991,T01vsT02,AL_07,
S027,L_Inferior_6-8_Transitional_Area,0.9914734097268183,T01vsT02,AL_07,
S025,L_Inferior_6-8_Transitional_Area,0.9918161544524022,T01vsT02,AL_07,
S024,L_Inferior_6-8_Transitional_Area,0.964495360707561,T01vsT02,AL_07,
S023,L_Inferior_6-8_Transitional_Area,0.99802320320072,T01vsT02,AL_07,
S022,L_Inferior_6-8_Transitional_Area,0.9888763223446534,T01vsT02,AL_07,
S021,L_Inferior_6-8_Transitional_Area,0.978237478644559,T01vsT02,AL_07,
S020,L_Inferior_6-8_Transitional_Area,0.975900762856199,T01vsT02,AL_07,
S018,L_Inferior_6-8_Transitional_Area,0.9851110752115194,T01vsT02,AL_07,
S017,L_Inferior_6-8_Transitional_Area,0.9832261700370574,T01vsT02,AL_07,
S016,L_Inferior_6-8_Transitional_Area,0.970220647734,T01vsT02,AL_07,
26CAMINO3920,L_Inferior_6-8_Transitional_Area,0.9912461096626882,T01vsT02,AL_07,
41TPEF4693,L_Inferior_6-8_Transitional_Area,0.9661308637661005,T01vsT02,AL_07,
07CAMINO6124,L_Inferior_6-8_Transitional_Area,0.9801129394886887,T01vsT02,AL_07,
S038,L_Superior_6-8_Transitional_Area,0.9912382675255226,T01vsT02,AL_07,
S037,L_Superior_6-8_Transitional_Area,0.9966636479677038,T01vsT02,AL_07,
S036,L_Superior_6-8_Transitional_Area,0.9918126271850609,T01vsT02,AL_07,
S035,L_Superior_6-8_Transitional_Area,0.9968027690967357,T01vsT02,AL_07,
S034,L_Superior_6-8_Transitional_Area,0.9971702897715762,T01vsT02,AL_07,
S033,L_Superior_6-8_Transitional_Area,0.9712359008994187,T01vsT02,AL_07,
S032,L_Superior_6-8_Transitional_Area,0.985162278733917,T01vsT02,AL_07,
S031,L_Superior_6-8_Transitional_Area,0.993246132130875,T01vsT02,AL_07,
TOT7729F,L_Superior_6-8_Transitional_Area,0.9962947456002526,T01vsT02,AL_07,
S029,L_Superior_6-8_Transitional_Area,0.9351869883687299,T01vsT02,AL_07,
S028,L_Superior_6-8_Transitional_Area,0.9915447180251736,T01vsT02,AL_07,
S027,L_Superior_6-8_Transitional_Area,0.9978925208865213,T01vsT02,AL_07,
S025,L_Superior_6-8_Transitional_Area,0.9920126897205067,T01vsT02,AL_07,
S024,L_Superior_6-8_Transitional_Area,0.9953478904765858,T01vsT02,AL_07,
S023,L_Superior_6-8_Transitional_Area,0.9991079996501394,T01vsT02,AL_07,
S022,L_Superior_6-8_Transitional_Area,0.9930675877880321,T01vsT02,AL_07,
S021,L_Superior_6-8_Transitional_Area,0.9970117604971688,T01vsT02,AL_07,
S020,L_Superior_6-8_Transitional_Area,0.9837840000195708,T01vsT02,AL_07,
S018,L_Superior_6-8_Transitional_Area,0.9859527915939066,T01vsT02,AL_07,
S017,L_Superior_6-8_Transitional_Area,0.9964364999386343,T01vsT02,AL_07,
S016,L_Superior_6-8_Transitional_Area,0.9861754403356111,T01vsT02,AL_07,
26CAMINO3920,L_Superior_6-8_Transitional_Area,0.9895724240797249,T01vsT02,AL_07,
41TPEF4693,L_Superior_6-8_Transitional_Area,0.9927618524141898,T01vsT02,AL_07,
07CAMINO6124,L_Superior_6-8_Transitional_Area,0.9969877803887517,T01vsT02,AL_07,
S038,L_Superior_Frontal_Language_Area,0.9978370731472023,T01vsT02,AL_07,
S037,L_Superior_Frontal_Language_Area,0.9977900754608875,T01vsT02,AL_07,
S036,L_Superior_Frontal_Language_Area,0.9912124991336195,T01vsT02,AL_07,
S035,L_Superior_Frontal_Language_Area,0.9976991286056998,T01vsT02,AL_07,
S034,L_Superior_Frontal_Language_Area,0.9946727552630399,T01vsT02,AL_07,
S033,L_Superior_Frontal_Language_Area,0.9982794032246375,T01vsT02,AL_07,
S032,L_Superior_Frontal_Language_Area,0.9930046353239447,T01vsT02,AL_07,
S031,L_Superior_Frontal_Language_Area,0.9929480457997778,T01vsT02,AL_07,
TOT7729F,L_Superior_Frontal_Language_Area,0.9973939328867383,T01vsT02,AL_07,
S029,L_Superior_Frontal_Language_Area,0.993368107244618,T01vsT02,AL_07,
S028,L_Superior_Frontal_Language_Area,0.9968875746169795,T01vsT02,AL_07,
S027,L_Superior_Frontal_Language_Area,0.9925078597956987,T01vsT02,AL_07,
S025,L_Superior_Frontal_Language_Area,0.9951756573787935,T01vsT02,AL_07,
S024,L_Superior_Frontal_Language_Area,0.9926760562098129,T01vsT02,AL_07,
S023,L_Superior_Frontal_Language_Area,0.9994290647797838,T01vsT02,AL_07,
S022,L_Superior_Frontal_Language_Area,0.9976532114315156,T01vsT02,AL_07,
S021,L_Superior_Frontal_Language_Area,0.9878443521688756,T01vsT02,AL_07,
S020,L_Superior_Frontal_Language_Area,0.9961569839222552,T01vsT02,AL_07,
S018,L_Superior_Frontal_Language_Area,0.9963930373021477,T01vsT02,AL_07,
S017,L_Superior_Frontal_Language_Area,0.9982489110062127,T01vsT02,AL_07,
S016,L_Superior_Frontal_Language_Area,0.9959359823113563,T01vsT02,AL_07,
26CAMINO3920,L_Superior_Frontal_Language_Area,0.996061414390382,T01vsT02,AL_07,
41TPEF4693,L_Superior_Frontal_Language_Area,0.9923958016004152,T01vsT02,AL_07,
07CAMINO6124,L_Superior_Frontal_Language_Area,0.997043793047914,T01vsT02,AL_07,
S038,L_Area_8B_Lateral,0.9973142199175731,T01vsT02,AL_07,
S037,L_Area_8B_Lateral,0.9969953316819795,T01vsT02,AL_07,
S036,L_Area_8B_Lateral,0.9900801895137081,T01vsT02,AL_07,
S035,L_Area_8B_Lateral,0.9954764598598387,T01vsT02,AL_07,
S034,L_Area_8B_Lateral,0.9919809174332038,T01vsT02,AL_07,
S033,L_Area_8B_Lateral,0.9984441962195469,T01vsT02,AL_07,
S032,L_Area_8B_Lateral,0.9965007046789766,T01vsT02,AL_07,
S031,L_Area_8B_Lateral,0.9944675485013414,T01vsT02,AL_07,
TOT7729F,L_Area_8B_Lateral,0.988060329102944,T01vsT02,AL_07,
S029,L_Area_8B_Lateral,0.9895437577516168,T01vsT02,AL_07,
S028,L_Area_8B_Lateral,0.9928090223046501,T01vsT02,AL_07,
S027,L_Area_8B_Lateral,0.991256187365555,T01vsT02,AL_07,
S025,L_Area_8B_Lateral,0.9920749534028618,T01vsT02,AL_07,
S024,L_Area_8B_Lateral,0.99306930796454,T01vsT02,AL_07,
S023,L_Area_8B_Lateral,0.9988264573589559,T01vsT02,AL_07,
S022,L_Area_8B_Lateral,0.9836018262700007,T01vsT02,AL_07,
S021,L_Area_8B_Lateral,0.9989448564970885,T01vsT02,AL_07,
S020,L_Area_8B_Lateral,0.9969482490619771,T01vsT02,AL_07,
S018,L_Area_8B_Lateral,0.9961099993971614,T01vsT02,AL_07,
S017,L_Area_8B_Lateral,0.9970011971140441,T01vsT02,AL_07,
S016,L_Area_8B_Lateral,0.9735056746402063,T01vsT02,AL_07,
26CAMINO3920,L_Area_8B_Lateral,0.9970273673055287,T01vsT02,AL_07,
41TPEF4693,L_Area_8B_Lateral,0.995354159120192,T01vsT02,AL_07,
07CAMINO6124,L_Area_8B_Lateral,0.9928411807098642,T01vsT02,AL_07,
S038,R_RetroSplenial_Complex,0.7881659971306126,T01vsT02,AL_07,
