SUBID,TCK,corr,btw,analysis,SUBID2
S027,L_Area_10d,0.9712188381226725,T01vsT02,AL_07,
S025,L_Area_10d,0.9649551704712687,T01vsT02,AL_07,
S024,L_Area_10d,0.9917803688951509,T01vsT02,AL_07,
S023,L_Area_10d,0.9994237549181191,T01vsT02,AL_07,
S022,L_Area_10d,0.951702549979603,T01vsT02,AL_07,
S021,L_Area_10d,0.9926575357164548,T01vsT02,AL_07,
S020,L_Area_10d,0.9946744374463442,T01vsT02,AL_07,
S018,L_Area_10d,0.8117144245280237,T01vsT02,AL_07,
S017,L_Area_10d,0.9847576095469067,T01vsT02,AL_07,
S016,L_Area_10d,0.9751391502747102,T01vsT02,AL_07,
26CAMINO3920,L_Area_10d,0.9929644107552175,T01vsT02,AL_07,
41TPEF4693,L_Area_10d,0.9936562705451024,T01vsT02,AL_07,
07CAMINO6124,L_Area_10d,0.9838281138189433,T01vsT02,AL_07,
S038,L_Area_posterior_10p,0.9846856488851938,T01vsT02,AL_07,
S037,L_Area_posterior_10p,0.9894918989455596,T01vsT02,AL_07,
S036,L_Area_posterior_10p,0.9794408948492616,T01vsT02,AL_07,
S035,L_Area_posterior_10p,0.9966346277066587,T01vsT02,AL_07,
S034,L_Area_posterior_10p,0.973731121993976,T01vsT02,AL_07,
S033,L_Area_posterior_10p,0.987737570951034,T01vsT02,AL_07,
S032,L_Area_posterior_10p,0.9938980740747436,T01vsT02,AL_07,
S031,L_Area_posterior_10p,0.9229568408688994,T01vsT02,AL_07,
TOT7729F,L_Area_posterior_10p,0.9879456142303218,T01vsT02,AL_07,
S029,L_Area_posterior_10p,0.9957610823407236,T01vsT02,AL_07,
S028,L_Area_posterior_10p,0.9815924286388348,T01vsT02,AL_07,
S027,L_Area_posterior_10p,0.9798295905278348,T01vsT02,AL_07,
S025,L_Area_posterior_10p,0.9890195835994346,T01vsT02,AL_07,
S024,L_Area_posterior_10p,0.9648831588284145,T01vsT02,AL_07,
S023,L_Area_posterior_10p,0.9994803130350195,T01vsT02,AL_07,
S022,L_Area_posterior_10p,0.8911951328119883,T01vsT02,AL_07,
S021,L_Area_posterior_10p,0.9965856029255651,T01vsT02,AL_07,
S020,L_Area_posterior_10p,0.9458327977078584,T01vsT02,AL_07,
S018,L_Area_posterior_10p,0.9928981143725972,T01vsT02,AL_07,
S017,L_Area_posterior_10p,0.9081486643436075,T01vsT02,AL_07,
S016,L_Area_posterior_10p,0.9928041914711281,T01vsT02,AL_07,
26CAMINO3920,L_Area_posterior_10p,0.9863405219243861,T01vsT02,AL_07,
41TPEF4693,L_Area_posterior_10p,0.9930544929490814,T01vsT02,AL_07,
07CAMINO6124,L_Area_posterior_10p,0.9674630235699916,T01vsT02,AL_07,
S038,L_Area_anterior_10p,0.9512291721666063,T01vsT02,AL_07,
S037,L_Area_anterior_10p,0.9927468393486566,T01vsT02,AL_07,
S036,L_Area_anterior_10p,0.9711247889117648,T01vsT02,AL_07,
S035,L_Area_anterior_10p,0.9981514224500425,T01vsT02,AL_07,
S034,L_Area_anterior_10p,0.974450977899554,T01vsT02,AL_07,
S033,L_Area_anterior_10p,0.9825337699269975,T01vsT02,AL_07,
S032,L_Area_anterior_10p,0.903503107575905,T01vsT02,AL_07,
S031,L_Area_anterior_10p,0.9639287495654374,T01vsT02,AL_07,
TOT7729F,L_Area_anterior_10p,0.9807070377450384,T01vsT02,AL_07,
S029,L_Area_anterior_10p,0.9782559736997996,T01vsT02,AL_07,
S028,L_Area_anterior_10p,0.975327618153953,T01vsT02,AL_07,
S027,L_Area_anterior_10p,0.9851489107048523,T01vsT02,AL_07,
S025,L_Area_anterior_10p,0.9329344863855686,T01vsT02,AL_07,
S024,L_Area_anterior_10p,0.9754429986857069,T01vsT02,AL_07,
S023,L_Area_anterior_10p,0.9995286920978503,T01vsT02,AL_07,
S022,L_Area_anterior_10p,0.9895734303230725,T01vsT02,AL_07,
S021,L_Area_anterior_10p,0.9861986901009856,T01vsT02,AL_07,
S020,L_Area_anterior_10p,0.9894969393504993,T01vsT02,AL_07,
S018,L_Area_anterior_10p,0.9729239505151666,T01vsT02,AL_07,
S017,L_Area_anterior_10p,0.9758475619116578,T01vsT02,AL_07,
S016,L_Area_anterior_10p,0.987747663557028,T01vsT02,AL_07,
26CAMINO3920,L_Area_anterior_10p,0.9815121299100497,T01vsT02,AL_07,
41TPEF4693,L_Area_anterior_10p,0.9840221856462605,T01vsT02,AL_07,
07CAMINO6124,L_Area_anterior_10p,0.9694265499080917,T01vsT02,AL_07,
S038,L_Polar_10p,0.84896751984935,T01vsT02,AL_07,
S037,L_Polar_10p,0.9759023840743121,T01vsT02,AL_07,
S036,L_Polar_10p,0.8893207239482221,T01vsT02,AL_07,
S035,L_Polar_10p,0.9788721815445169,T01vsT02,AL_07,
S034,L_Polar_10p,0.7247337513692045,T01vsT02,AL_07,
S033,L_Polar_10p,0.9645101763794492,T01vsT02,AL_07,
S032,L_Polar_10p,0.969369093724074,T01vsT02,AL_07,
S031,L_Polar_10p,0.9116897359863331,T01vsT02,AL_07,
TOT7729F,L_Polar_10p,0.966557930661818,T01vsT02,AL_07,
S029,L_Polar_10p,0.9787238005780109,T01vsT02,AL_07,
S028,L_Polar_10p,0.7988275682982982,T01vsT02,AL_07,
S027,L_Polar_10p,0.9931754761576321,T01vsT02,AL_07,
S025,L_Polar_10p,0.9434357118229938,T01vsT02,AL_07,
S024,L_Polar_10p,0.9545606625819312,T01vsT02,AL_07,
S023,L_Polar_10p,0.9983832547068183,T01vsT02,AL_07,
S022,L_Polar_10p,0.9280141714149646,T01vsT02,AL_07,
S021,L_Polar_10p,0.9596967756005954,T01vsT02,AL_07,
S020,L_Polar_10p,0.831735480169862,T01vsT02,AL_07,
S018,L_Polar_10p,0.9500940482888776,T01vsT02,AL_07,
S017,L_Polar_10p,0.9443243747323873,T01vsT02,AL_07,
S016,L_Polar_10p,0.9817001200869303,T01vsT02,AL_07,
26CAMINO3920,L_Polar_10p,0.9925756864712427,T01vsT02,AL_07,
41TPEF4693,L_Polar_10p,0.9264377191396399,T01vsT02,AL_07,
07CAMINO6124,L_Polar_10p,0.9062414348630188,T01vsT02,AL_07,
S038,L_Area_11l,0.9458556594917035,T01vsT02,AL_07,
S037,L_Area_11l,0.9864387554212215,T01vsT02,AL_07,
S036,L_Area_11l,0.9508719473047987,T01vsT02,AL_07,
S035,L_Area_11l,0.9940107114835087,T01vsT02,AL_07,
S034,L_Area_11l,0.7365179964337636,T01vsT02,AL_07,
S033,L_Area_11l,0.9364024641520972,T01vsT02,AL_07,
S032,L_Area_11l,0.9548345002866863,T01vsT02,AL_07,
S031,L_Area_11l,0.9225862955008135,T01vsT02,AL_07,
TOT7729F,L_Area_11l,0.9698647614497539,T01vsT02,AL_07,
S029,L_Area_11l,0.9862094466940101,T01vsT02,AL_07,
S028,L_Area_11l,0.976639705501573,T01vsT02,AL_07,
S027,L_Area_11l,0.9865498803912456,T01vsT02,AL_07,
S025,L_Area_11l,0.9821067142990751,T01vsT02,AL_07,
S024,L_Area_11l,0.9638172099491232,T01vsT02,AL_07,
S023,L_Area_11l,0.9992996389429301,T01vsT02,AL_07,
S022,L_Area_11l,0.9866442943181841,T01vsT02,AL_07,
S021,L_Area_11l,0.9766139465187562,T01vsT02,AL_07,
S020,L_Area_11l,0.977931493546454,T01vsT02,AL_07,
S018,L_Area_11l,0.9289850613743033,T01vsT02,AL_07,
S017,L_Area_11l,0.9608112941838193,T01vsT02,AL_07,
S016,L_Area_11l,0.9813488836759314,T01vsT02,AL_07,
26CAMINO3920,L_Area_11l,0.9883442798947624,T01vsT02,AL_07,
41TPEF4693,L_Area_11l,0.9753897594011466,T01vsT02,AL_07,
07CAMINO6124,L_Area_11l,0.9149140541825584,T01vsT02,AL_07,
S038,L_Area_anterior_47r,0.9641428526675818,T01vsT02,AL_07,
S037,L_Area_anterior_47r,0.99421559586782,T01vsT02,AL_07,
S036,L_Area_anterior_47r,0.9900861404165138,T01vsT02,AL_07,
S035,L_Area_anterior_47r,0.9972552302879102,T01vsT02,AL_07,
S034,L_Area_anterior_47r,0.9934522109461188,T01vsT02,AL_07,
S033,L_Area_anterior_47r,0.9802675229085438,T01vsT02,AL_07,
S032,L_Area_anterior_47r,0.9638691837596715,T01vsT02,AL_07,
S031,L_Area_anterior_47r,0.9755874814646618,T01vsT02,AL_07,
TOT7729F,L_Area_anterior_47r,0.9920239689634924,T01vsT02,AL_07,
S029,L_Area_anterior_47r,0.9860061562748905,T01vsT02,AL_07,
S028,L_Area_anterior_47r,0.9906421364657949,T01vsT02,AL_07,
S027,L_Area_anterior_47r,0.991722285284139,T01vsT02,AL_07,
S025,L_Area_anterior_47r,0.9739719251820752,T01vsT02,AL_07,
S024,L_Area_anterior_47r,0.981410267061758,T01vsT02,AL_07,
S023,L_Area_anterior_47r,0.9994110190792556,T01vsT02,AL_07,
S022,L_Area_anterior_47r,0.9782183407411409,T01vsT02,AL_07,
S021,L_Area_anterior_47r,0.9809355525773915,T01vsT02,AL_07,
S020,L_Area_anterior_47r,0.9852634072393897,T01vsT02,AL_07,
S018,L_Area_anterior_47r,0.9862642599783961,T01vsT02,AL_07,
S017,L_Area_anterior_47r,0.9873469117595024,T01vsT02,AL_07,
S016,L_Area_anterior_47r,0.9910842554652518,T01vsT02,AL_07,
26CAMINO3920,L_Area_anterior_47r,0.993343388262963,T01vsT02,AL_07,
41TPEF4693,L_Area_anterior_47r,0.9910415599330573,T01vsT02,AL_07,
07CAMINO6124,L_Area_anterior_47r,0.9909409749163881,T01vsT02,AL_07,
S038,L_Area_47m,0.9479782937602841,T01vsT02,AL_07,
S037,L_Area_47m,0.9666168044596832,T01vsT02,AL_07,
S036,L_Area_47m,0.9693823709262762,T01vsT02,AL_07,
S035,L_Area_47m,0.9809275847744056,T01vsT02,AL_07,
S034,L_Area_47m,0.9737235054356221,T01vsT02,AL_07,
S033,L_Area_47m,0.9650026276476815,T01vsT02,AL_07,
S032,L_Area_47m,0.9689972632439388,T01vsT02,AL_07,
S031,L_Area_47m,0.9704953144956685,T01vsT02,AL_07,
TOT7729F,L_Area_47m,0.9821896300409175,T01vsT02,AL_07,
S029,L_Area_47m,0.9848147847446598,T01vsT02,AL_07,
S028,L_Area_47m,0.9928457689149245,T01vsT02,AL_07,
S027,L_Area_47m,0.9750958606991914,T01vsT02,AL_07,
S025,L_Area_47m,0.9822378627186825,T01vsT02,AL_07,
S024,L_Area_47m,0.9799373387788877,T01vsT02,AL_07,
S023,L_Area_47m,0.9971012943136625,T01vsT02,AL_07,
S022,L_Area_47m,0.9890509714818803,T01vsT02,AL_07,
S021,L_Area_47m,0.9818131361146876,T01vsT02,AL_07,
S020,L_Area_47m,0.9908528007662092,T01vsT02,AL_07,
S018,L_Area_47m,0.9542548635530527,T01vsT02,AL_07,
S017,L_Area_47m,0.9877273139762708,T01vsT02,AL_07,
S016,L_Area_47m,0.9970121863483753,T01vsT02,AL_07,
26CAMINO3920,L_Area_47m,0.9840699707095913,T01vsT02,AL_07,
41TPEF4693,L_Area_47m,0.9643379713809906,T01vsT02,AL_07,
07CAMINO6124,L_Area_47m,0.956108971977986,T01vsT02,AL_07,
S038,L_Area_47s,0.8884002642990299,T01vsT02,AL_07,
S037,L_Area_47s,0.9241776062966144,T01vsT02,AL_07,
S036,L_Area_47s,0.9909447685019849,T01vsT02,AL_07,
S035,L_Area_47s,0.9672231467631824,T01vsT02,AL_07,
S034,L_Area_47s,0.9919222981582213,T01vsT02,AL_07,
S033,L_Area_47s,0.9631434275592311,T01vsT02,AL_07,
S032,L_Area_47s,0.9902075020638726,T01vsT02,AL_07,
S031,L_Area_47s,0.7361543942970988,T01vsT02,AL_07,
TOT7729F,L_Area_47s,0.9039220609972067,T01vsT02,AL_07,
S029,L_Area_47s,0.9325903586325386,T01vsT02,AL_07,
S028,L_Area_47s,0.927328863491628,T01vsT02,AL_07,
S027,L_Area_47s,0.9891553876889307,T01vsT02,AL_07,
S025,L_Area_47s,0.9576495150863004,T01vsT02,AL_07,
S024,L_Area_47s,0.9227568403907204,T01vsT02,AL_07,
S023,L_Area_47s,0.9997334383634471,T01vsT02,AL_07,
S022,L_Area_47s,0.9927199477818784,T01vsT02,AL_07,
S021,L_Area_47s,0.9930669676517724,T01vsT02,AL_07,
S020,L_Area_47s,0.9686442698754315,T01vsT02,AL_07,
S018,L_Area_47s,0.9963591570048265,T01vsT02,AL_07,
S017,L_Area_47s,0.9834641323694212,T01vsT02,AL_07,
S016,L_Area_47s,0.9928000474442142,T01vsT02,AL_07,
26CAMINO3920,L_Area_47s,0.9832105324475177,T01vsT02,AL_07,
41TPEF4693,L_Area_47s,0.9698172207983269,T01vsT02,AL_07,
07CAMINO6124,L_Area_47s,0.9680057118368339,T01vsT02,AL_07,
S038,L_Area_13l,0.7577115961358917,T01vsT02,AL_07,
S037,L_Area_13l,0.8319694638408851,T01vsT02,AL_07,
S036,L_Area_13l,0.9122228666443987,T01vsT02,AL_07,
S035,L_Area_13l,0.22888116467548006,T01vsT02,AL_07,
S034,L_Area_13l,0.8841036571517774,T01vsT02,AL_07,
S033,L_Area_13l,0.9709859411320582,T01vsT02,AL_07,
S032,L_Area_13l,0.9727163353060219,T01vsT02,AL_07,
S031,L_Area_13l,0.49031094725492635,T01vsT02,AL_07,
TOT7729F,L_Area_13l,0.7681427086982372,T01vsT02,AL_07,
S029,L_Area_13l,0.9294112877583883,T01vsT02,AL_07,
S028,L_Area_13l,0.71440440613761,T01vsT02,AL_07,
S027,L_Area_13l,0.7572208465793723,T01vsT02,AL_07,
S025,L_Area_13l,0.8827604713127719,T01vsT02,AL_07,
S024,L_Area_13l,0.9378524341626243,T01vsT02,AL_07,
S023,L_Area_13l,0.9970901662342614,T01vsT02,AL_07,
S022,L_Area_13l,0.9705333666790715,T01vsT02,AL_07,
S021,L_Area_13l,0.6178349846942479,T01vsT02,AL_07,
S020,L_Area_13l,0.910917702552274,T01vsT02,AL_07,
S018,L_Area_13l,0.5994257762647324,T01vsT02,AL_07,
S017,L_Area_13l,0.8956125495129785,T01vsT02,AL_07,
S016,L_Area_13l,0.9402103873442916,T01vsT02,AL_07,
26CAMINO3920,L_Area_13l,0.8981551263492615,T01vsT02,AL_07,
41TPEF4693,L_Area_13l,0.93750454509352,T01vsT02,AL_07,
07CAMINO6124,L_Area_13l,0.28582015272623584,T01vsT02,AL_07,
S038,L_Orbital_Frontal_Complex,0.9117676206448077,T01vsT02,AL_07,
S037,L_Orbital_Frontal_Complex,0.9634760030346021,T01vsT02,AL_07,
S036,L_Orbital_Frontal_Complex,0.9176517236662941,T01vsT02,AL_07,
S035,L_Orbital_Frontal_Complex,0.9685956888301085,T01vsT02,AL_07,
S034,L_Orbital_Frontal_Complex,0.8607639860242499,T01vsT02,AL_07,
S033,L_Orbital_Frontal_Complex,0.9892416397456518,T01vsT02,AL_07,
S032,L_Orbital_Frontal_Complex,0.9712111607203988,T01vsT02,AL_07,
S031,L_Orbital_Frontal_Complex,0.7888208736320107,T01vsT02,AL_07,
TOT7729F,L_Orbital_Frontal_Complex,0.9627087135950642,T01vsT02,AL_07,
S029,L_Orbital_Frontal_Complex,0.9036252392450822,T01vsT02,AL_07,
S028,L_Orbital_Frontal_Complex,0.4997464070043191,T01vsT02,AL_07,
S027,L_Orbital_Frontal_Complex,0.9555878048939368,T01vsT02,AL_07,
S025,L_Orbital_Frontal_Complex,0.8604381129683316,T01vsT02,AL_07,
S024,L_Orbital_Frontal_Complex,0.8907998231057267,T01vsT02,AL_07,
S023,L_Orbital_Frontal_Complex,0.9964012961772893,T01vsT02,AL_07,
S022,L_Orbital_Frontal_Complex,0.8820635096746462,T01vsT02,AL_07,
S021,L_Orbital_Frontal_Complex,0.6202152913604896,T01vsT02,AL_07,
S020,L_Orbital_Frontal_Complex,0.4844887267547538,T01vsT02,AL_07,
S018,L_Orbital_Frontal_Complex,0.9766000748887306,T01vsT02,AL_07,
S017,L_Orbital_Frontal_Complex,0.9746907993643089,T01vsT02,AL_07,
S016,L_Orbital_Frontal_Complex,0.9354544628271422,T01vsT02,AL_07,
26CAMINO3920,L_Orbital_Frontal_Complex,0.5341990725563737,T01vsT02,AL_07,
41TPEF4693,L_Orbital_Frontal_Complex,0.9039420446965516,T01vsT02,AL_07,
07CAMINO6124,L_Orbital_Frontal_Complex,0.9295722452742412,T01vsT02,AL_07,
S038,L_posterior_OFC_Complex,0.9137392566625923,T01vsT02,AL_07,
S037,L_posterior_OFC_Complex,0.9638090454375559,T01vsT02,AL_07,
S036,L_posterior_OFC_Complex,0.948331076037943,T01vsT02,AL_07,
S035,L_posterior_OFC_Complex,0.5538106361007438,T01vsT02,AL_07,
S034,L_posterior_OFC_Complex,0.8817781677625013,T01vsT02,AL_07,
S033,L_posterior_OFC_Complex,0.7837527235794954,T01vsT02,AL_07,
S032,L_posterior_OFC_Complex,0.9716367647317202,T01vsT02,AL_07,
S031,L_posterior_OFC_Complex,0.7259537618065012,T01vsT02,AL_07,
TOT7729F,L_posterior_OFC_Complex,0.6356908603220033,T01vsT02,AL_07,
S029,L_posterior_OFC_Complex,0.7328635446908702,T01vsT02,AL_07,
S028,L_posterior_OFC_Complex,0.4682799169872095,T01vsT02,AL_07,
S027,L_posterior_OFC_Complex,0.706091641551632,T01vsT02,AL_07,
S025,L_posterior_OFC_Complex,0.945910388184589,T01vsT02,AL_07,
S024,L_posterior_OFC_Complex,0.969749255349084,T01vsT02,AL_07,
S023,L_posterior_OFC_Complex,0.9869842466989022,T01vsT02,AL_07,
S022,L_posterior_OFC_Complex,0.7375195473217645,T01vsT02,AL_07,
S021,L_posterior_OFC_Complex,0.5746064323227233,T01vsT02,AL_07,
S020,L_posterior_OFC_Complex,0.6797086547760146,T01vsT02,AL_07,
S018,L_posterior_OFC_Complex,0.9875781114719648,T01vsT02,AL_07,
S017,L_posterior_OFC_Complex,0.8783009903892011,T01vsT02,AL_07,
S016,L_posterior_OFC_Complex,0.902328893553146,T01vsT02,AL_07,
26CAMINO3920,L_posterior_OFC_Complex,0.7377775516778904,T01vsT02,AL_07,
41TPEF4693,L_posterior_OFC_Complex,0.8699492393138355,T01vsT02,AL_07,
07CAMINO6124,L_posterior_OFC_Complex,0.7455148652809329,T01vsT02,AL_07,
S038,L_Area_44,0.9757815875153479,T01vsT02,AL_07,
S037,L_Area_44,0.9884622652353979,T01vsT02,AL_07,
S036,L_Area_44,0.9746034645019676,T01vsT02,AL_07,
S035,L_Area_44,0.9915724743075343,T01vsT02,AL_07,
S034,L_Area_44,0.9265032872923132,T01vsT02,AL_07,
S033,L_Area_44,0.9657378638867178,T01vsT02,AL_07,
S032,L_Area_44,0.9953407393822556,T01vsT02,AL_07,
S031,L_Area_44,0.9004412890680304,T01vsT02,AL_07,
TOT7729F,L_Area_44,0.9409983139818002,T01vsT02,AL_07,
S029,L_Area_44,0.9065264393008524,T01vsT02,AL_07,
S028,L_Area_44,0.996288670132346,T01vsT02,AL_07,
S027,L_Area_44,0.9342145581433513,T01vsT02,AL_07,
S025,L_Area_44,0.8236476120075429,T01vsT02,AL_07,
S024,L_Area_44,0.9855611991166761,T01vsT02,AL_07,
S023,L_Area_44,0.9994101399156308,T01vsT02,AL_07,
S022,L_Area_44,0.9158261777427669,T01vsT02,AL_07,
S021,L_Area_44,0.8196288956283622,T01vsT02,AL_07,
S020,L_Area_44,0.9923017232541184,T01vsT02,AL_07,
S018,L_Area_44,0.9193657460685161,T01vsT02,AL_07,
S017,L_Area_44,0.9807559412067974,T01vsT02,AL_07,
S016,L_Area_44,0.9936482799637412,T01vsT02,AL_07,
26CAMINO3920,L_Area_44,0.9479907061166806,T01vsT02,AL_07,
41TPEF4693,L_Area_44,0.9842164805062756,T01vsT02,AL_07,
07CAMINO6124,L_Area_44,0.9943930046092907,T01vsT02,AL_07,
S038,L_Area_45,0.9910564484349086,T01vsT02,AL_07,
S037,L_Area_45,0.9959395362503606,T01vsT02,AL_07,
S036,L_Area_45,0.9956718373669848,T01vsT02,AL_07,
S035,L_Area_45,0.9918622805382303,T01vsT02,AL_07,
S034,L_Area_45,0.9902202922811153,T01vsT02,AL_07,
S033,L_Area_45,0.9860148111835164,T01vsT02,AL_07,
S032,L_Area_45,0.9946006694537809,T01vsT02,AL_07,
S031,L_Area_45,0.9882274280971358,T01vsT02,AL_07,
TOT7729F,L_Area_45,0.9902264394475461,T01vsT02,AL_07,
S029,L_Area_45,0.9925100524143322,T01vsT02,AL_07,
S028,L_Area_45,0.9901146194505083,T01vsT02,AL_07,
S027,L_Area_45,0.981804106200569,T01vsT02,AL_07,
S025,L_Area_45,0.9387412690973741,T01vsT02,AL_07,
S024,L_Area_45,0.9933002364164593,T01vsT02,AL_07,
S023,L_Area_45,0.9996995089753975,T01vsT02,AL_07,
S022,L_Area_45,0.9898976524193345,T01vsT02,AL_07,
S021,L_Area_45,0.9700244873659694,T01vsT02,AL_07,
S020,L_Area_45,0.9933015065083594,T01vsT02,AL_07,
S018,L_Area_45,0.9980407858332554,T01vsT02,AL_07,
S017,L_Area_45,0.9829384031413828,T01vsT02,AL_07,
S016,L_Area_45,0.9903326999800071,T01vsT02,AL_07,
26CAMINO3920,L_Area_45,0.992616589191978,T01vsT02,AL_07,
41TPEF4693,L_Area_45,0.9944117448752882,T01vsT02,AL_07,
07CAMINO6124,L_Area_45,0.9831286850882128,T01vsT02,AL_07,
S038,L_Area_47l,0.988443303802613,T01vsT02,AL_07,
S037,L_Area_47l,0.9827792382420952,T01vsT02,AL_07,
S036,L_Area_47l,0.9670014103198926,T01vsT02,AL_07,
S035,L_Area_47l,0.987342048585495,T01vsT02,AL_07,
S034,L_Area_47l,0.9965872463626881,T01vsT02,AL_07,
S033,L_Area_47l,0.9917753408522928,T01vsT02,AL_07,
S032,L_Area_47l,0.9919051560233828,T01vsT02,AL_07,
S031,L_Area_47l,0.9938119052165404,T01vsT02,AL_07,
TOT7729F,L_Area_47l,0.9846753691460324,T01vsT02,AL_07,
S029,L_Area_47l,0.9780484075274335,T01vsT02,AL_07,
S028,L_Area_47l,0.9948852524632549,T01vsT02,AL_07,
S027,L_Area_47l,0.9879996784075996,T01vsT02,AL_07,
S025,L_Area_47l,0.9627243621714845,T01vsT02,AL_07,
S024,L_Area_47l,0.9926119024749218,T01vsT02,AL_07,
S023,L_Area_47l,0.9989917781540766,T01vsT02,AL_07,
S022,L_Area_47l,0.9943067603607636,T01vsT02,AL_07,
S021,L_Area_47l,0.9795990057804854,T01vsT02,AL_07,
S020,L_Area_47l,0.9928772127270575,T01vsT02,AL_07,
S018,L_Area_47l,0.9939648057727478,T01vsT02,AL_07,
S017,L_Area_47l,0.9857009763002509,T01vsT02,AL_07,
S016,L_Area_47l,0.9854213602527092,T01vsT02,AL_07,
26CAMINO3920,L_Area_47l,0.9978464447269959,T01vsT02,AL_07,
41TPEF4693,L_Area_47l,0.9867004226772248,T01vsT02,AL_07,
07CAMINO6124,L_Area_47l,0.9864763132470015,T01vsT02,AL_07,
S038,L_Area_posterior_47r,0.9832056328437362,T01vsT02,AL_07,
S037,L_Area_posterior_47r,0.9937502316528918,T01vsT02,AL_07,
S036,L_Area_posterior_47r,0.9930490739667776,T01vsT02,AL_07,
S035,L_Area_posterior_47r,0.9971344828937034,T01vsT02,AL_07,
S034,L_Area_posterior_47r,0.9950065324299208,T01vsT02,AL_07,
S033,L_Area_posterior_47r,0.9894744024112031,T01vsT02,AL_07,
S032,L_Area_posterior_47r,0.9867385081291233,T01vsT02,AL_07,
S031,L_Area_posterior_47r,0.986758679484057,T01vsT02,AL_07,
TOT7729F,L_Area_posterior_47r,0.98495213064937,T01vsT02,AL_07,
S029,L_Area_posterior_47r,0.9932758413378487,T01vsT02,AL_07,
S028,L_Area_posterior_47r,0.9926700593792095,T01vsT02,AL_07,
S027,L_Area_posterior_47r,0.9919638644806672,T01vsT02,AL_07,
S025,L_Area_posterior_47r,0.9783996100366098,T01vsT02,AL_07,
S024,L_Area_posterior_47r,0.9884855624198549,T01vsT02,AL_07,
S023,L_Area_posterior_47r,0.9994665985489443,T01vsT02,AL_07,
S022,L_Area_posterior_47r,0.9860146596196295,T01vsT02,AL_07,
S021,L_Area_posterior_47r,0.9927403642023505,T01vsT02,AL_07,
S020,L_Area_posterior_47r,0.9778439907930331,T01vsT02,AL_07,
S018,L_Area_posterior_47r,0.991731563401842,T01vsT02,AL_07,
S017,L_Area_posterior_47r,0.9918021566411139,T01vsT02,AL_07,
S016,L_Area_posterior_47r,0.9959437134624489,T01vsT02,AL_07,
26CAMINO3920,L_Area_posterior_47r,0.9680679480696812,T01vsT02,AL_07,
41TPEF4693,L_Area_posterior_47r,0.9732941985318174,T01vsT02,AL_07,
07CAMINO6124,L_Area_posterior_47r,0.9871229834938492,T01vsT02,AL_07,
S038,L_Area__IFSa,0.987165040053179,T01vsT02,AL_07,
S037,L_Area__IFSa,0.9912937383161398,T01vsT02,AL_07,
S036,L_Area__IFSa,0.9950526399373151,T01vsT02,AL_07,
S035,L_Area__IFSa,0.9880559576995461,T01vsT02,AL_07,
S034,L_Area__IFSa,0.9849846879687723,T01vsT02,AL_07,
S033,L_Area__IFSa,0.9920801680377461,T01vsT02,AL_07,
S032,L_Area__IFSa,0.9904805929959704,T01vsT02,AL_07,
S031,L_Area__IFSa,0.9778024704801459,T01vsT02,AL_07,
TOT7729F,L_Area__IFSa,0.9633808308075437,T01vsT02,AL_07,
S029,L_Area__IFSa,0.9624823846069624,T01vsT02,AL_07,
S028,L_Area__IFSa,0.969300917932163,T01vsT02,AL_07,
S027,L_Area__IFSa,0.9941400136502424,T01vsT02,AL_07,
S025,L_Area__IFSa,0.9708929619378436,T01vsT02,AL_07,
S024,L_Area__IFSa,0.9828794229331097,T01vsT02,AL_07,
S023,L_Area__IFSa,0.9994423213269137,T01vsT02,AL_07,
S022,L_Area__IFSa,0.9866205119747223,T01vsT02,AL_07,
S021,L_Area__IFSa,0.945603549103607,T01vsT02,AL_07,
S020,L_Area__IFSa,0.9480178325445093,T01vsT02,AL_07,
S018,L_Area__IFSa,0.9965672579016794,T01vsT02,AL_07,
S017,L_Area__IFSa,0.9930340705229079,T01vsT02,AL_07,
S016,L_Area__IFSa,0.9842628563324527,T01vsT02,AL_07,
26CAMINO3920,L_Area__IFSa,0.9554617267281109,T01vsT02,AL_07,
41TPEF4693,L_Area__IFSa,0.9917503779842519,T01vsT02,AL_07,
07CAMINO6124,L_Area__IFSa,0.988183801467022,T01vsT02,AL_07,
S038,L_Area_IFSp,0.9927620199311732,T01vsT02,AL_07,
S037,L_Area_IFSp,0.9946245277427347,T01vsT02,AL_07,
S036,L_Area_IFSp,0.9792308250089421,T01vsT02,AL_07,
S035,L_Area_IFSp,0.9793849733331764,T01vsT02,AL_07,
S034,L_Area_IFSp,0.9625969987420738,T01vsT02,AL_07,
S033,L_Area_IFSp,0.9809037675711882,T01vsT02,AL_07,
S032,L_Area_IFSp,0.9755674973873905,T01vsT02,AL_07,
S031,L_Area_IFSp,0.9641214432625024,T01vsT02,AL_07,
TOT7729F,L_Area_IFSp,0.6248070551732618,T01vsT02,AL_07,
S029,L_Area_IFSp,0.9900824863022367,T01vsT02,AL_07,
S028,L_Area_IFSp,0.9886697436616245,T01vsT02,AL_07,
S027,L_Area_IFSp,0.9712756291485789,T01vsT02,AL_07,
S025,L_Area_IFSp,0.8111326523895741,T01vsT02,AL_07,
S024,L_Area_IFSp,0.9830666004266083,T01vsT02,AL_07,
S023,L_Area_IFSp,0.9997211943624257,T01vsT02,AL_07,
S022,L_Area_IFSp,0.8263252381797364,T01vsT02,AL_07,
S021,L_Area_IFSp,0.9453388214623537,T01vsT02,AL_07,
