bundle_adjacency_voxels,dice_voxels,w_dice_voxels,volume_overlap,volume_overreach,dice_voxels_endpoints,w_dice_voxels_endpoints,volume_overlap_endpoints,volume_overreach_endpoints,density_correlation,density_correlation_endpoints,bundle_adjacency_streamlines,TCK,SUBID,btw,analysis
0.143918284956765,0.861007462686567,0.989584982395172,7526.676567077637,2430.0645904541016,0.8634920634920631,0.9911981225013732,2218.0455322265625,701.2938079833984,0.9102471429929112,0.9313256040775312,0.675208628177642,L_Area_10r,S037,T01vsT02,AL_07
0.104096762149745,0.8964511424404471,0.99694287776947,7518.521987915039,1736.9253616333008,0.9150943396226412,0.995479583740234,2372.982536315918,440.34727478027344,0.94623541469055,0.951451626989635,0.224254041910171,L_Area_10r,S038,T01vsT02,AL_07
0.092463954762644,0.90807279514699,0.9972975254058832,7934.405525207519,1606.4520950317385,0.8932038834951451,0.9927764534950252,2250.663848876953,538.2022247314453,0.902418994087196,0.933544871122778,0.697587251663208,L_Area_10r,TOT7729F,T01vsT02,AL_07
0.135095226073495,0.865511551155115,0.9944732785224912,8554.153541564941,2658.392807006836,0.8568155784650631,0.9865030050277712,3049.8126068115234,1019.322395324707,0.9234904478132072,0.9391797531132572,0.5160249471664421,L_Area_10v,07CAMINO6124,T01vsT02,AL_07
0.214685147817019,0.8143053645116911,0.980388700962066,7241.266296386719,3302.604560852051,0.8207663782447461,0.963321268558502,2707.320281982422,1182.4139785766602,0.830107121323396,0.8329425165748151,1.309252500534057,L_Area_10v,26CAMINO3920,T01vsT02,AL_07
0.088615153820483,0.9130434782608692,0.9979220032691952,11473.492881774902,2185.427215576172,0.889101338432122,0.991451382637023,3791.87931060791,945.931182861328,0.953274364125588,0.912513542937725,0.413769423961639,L_Area_10v,41TPEF4693,T01vsT02,AL_07
0.139821925615864,0.865796831314072,0.9924454092979432,7575.604042053223,2348.518798828125,0.8005540166204981,0.968347132205963,2356.6733779907227,1174.2593994140625,0.9411267074324012,0.8759337376529721,0.6697674989700311,L_Area_10v,S016,T01vsT02,AL_07
0.108664256674387,0.894689468946894,0.996147751808166,8105.65168762207,1908.171524047852,0.8659793814432991,0.9879812002182,2739.9385986328125,848.0762329101562,0.90924239606277,0.928933421449482,0.458544194698333,L_Area_10v,S017,T01vsT02,AL_07
0.231891543448997,0.8053908355795141,0.9817953109741212,6091.470634460449,2943.803077697754,0.703764320785597,0.916290700435638,1753.234519958496,1475.9788284301758,0.8711903226255411,0.6328984988677361,1.665081262588501,L_Area_10v,S018,T01vsT02,AL_07
0.115556864173574,0.8862956313584681,0.993248343467712,12076.931739807129,3098.7400817871094,0.865298840321141,0.98171180486679,3954.9708938598633,1231.341453552246,0.938418100924578,0.8953868010919541,0.48382693529129,L_Area_10v,S020,T01vsT02,AL_07
0.220461420846392,0.8055805580558051,0.974449813365936,7298.348350524902,3522.7781982421875,0.800965018094089,0.955357134342193,2707.320281982422,1345.5055618286133,0.90182747500527,0.865343366434084,0.75771427154541,L_Area_10v,S021,T01vsT02,AL_07
0.396087414490352,0.7154639175257731,0.90623652935028,5659.277938842773,4501.327697753906,0.687589158345221,0.8749371170997621,1965.2535781860352,1785.8528366088867,0.502753354373572,0.5990447528931171,2.082707405090332,L_Area_10v,S022,T01vsT02,AL_07
0.065283407137521,0.934765924788948,0.999046981334686,9932.277420043943,1386.2784576416016,0.904761904761904,0.994404911994934,3718.4880981445312,782.839599609375,0.996790556002376,0.982423330992348,0.118127152323722,L_Area_10v,S023,T01vsT02,AL_07
0.216110879183296,0.810972568578553,0.977929711341857,6629.672859191895,3090.585502624512,0.7652439024390241,0.9455686211585992,2046.799369812012,1255.805191040039,0.906178974528022,0.8372163984238571,0.6707248091697691,L_Area_10v,S024,T01vsT02,AL_07
0.118870021953749,0.8819628647214851,0.994337737560272,10845.590286254885,2903.0301818847656,0.867219917012448,0.982618391513824,3408.6140899658203,1043.7861328125,0.943256467963522,0.9154617970107812,0.5566912293434141,L_Area_10v,S025,T01vsT02,AL_07
0.136906981126485,0.864418444597384,0.993242681026458,10242.151428222656,3212.904190063477,0.8463251670378611,0.985195994377136,3098.7400817871094,1125.3319244384766,0.938263232466808,0.943737894276748,0.463404953479766,L_Area_10v,S027,T01vsT02,AL_07
0.125504729056275,0.87660485021398,0.994341433048248,10021.97779083252,2821.484390258789,0.8219461697722561,0.97883653640747,3237.367927551269,1402.5876159667969,0.913783000765654,0.874404844021549,0.455525070428848,L_Area_10v,S028,T01vsT02,AL_07
0.092313286723769,0.908578584846587,0.997338712215423,11832.2943649292,2381.137115478516,0.8886910062333031,0.9892439246177672,4069.1350021362314,1019.322395324707,0.941122904884648,0.9125000577532932,0.6420957446098321,L_Area_10v,S029,T01vsT02,AL_07
0.119537180980765,0.8835745752045311,0.9930155277252192,11449.02914428711,3017.194290161133,0.839332748024583,0.970747888088226,3897.88883972168,1492.287986755371,0.916900794945602,0.8652259382575861,0.491949617862701,L_Area_10v,S031,T01vsT02,AL_07
0.121706186840656,0.883166428230805,0.996733307838439,7551.14030456543,1997.8718948364256,0.842384105960264,0.982633471488952,2593.1561737060547,970.3949203491212,0.8947932928396791,0.940614995488062,0.762136399745941,L_Area_10v,S032,T01vsT02,AL_07
0.098508119584243,0.902087832973362,0.99744427204132,10217.687690734863,2218.0455322265625,0.8731060606060601,0.989595890045166,3759.26099395752,1092.713607788086,0.9741506981577872,0.93166463313259,0.189675778150558,L_Area_10v,S033,T01vsT02,AL_07
0.213523399864642,0.80801687763713,0.968343615531921,9369.611457824709,4452.40022277832,0.8065739570164341,0.969767034053802,2601.3107528686523,1247.6506118774414,0.8136923116408,0.869161804813935,0.948296844959259,L_Area_10v,S034,T01vsT02,AL_07
0.089799420093614,0.9099901088031652,0.9969210028648372,11253.319244384766,2226.20011138916,0.8927789934354481,0.9888980388641352,3327.068298339844,799.1487579345703,0.96551521195548,0.9504129584329112,0.259678333997726,L_Area_10v,S035,T01vsT02,AL_07
0.112032135262889,0.8926891834117141,0.992810487747192,8513.380645751953,2046.799369812012,0.8512696493349451,0.9767520427703852,2870.411865234375,1003.0132369995116,0.9539125021479452,0.880179804053,0.805798888206481,L_Area_10v,S036,T01vsT02,AL_07
0.159113747259414,0.847803881511746,0.9878880977630612,10152.451057434082,3645.096885681152,0.8380952380952381,0.981420278549194,3229.213348388672,1247.6506118774414,0.9180646648852432,0.913407536263668,0.706684231758117,L_Area_10v,S037,T01vsT02,AL_07
0.098843950205866,0.9017027863777092,0.9971868395805352,9500.08472442627,2071.2631072998047,0.8788598574821851,0.9897242188453672,3017.194290161133,831.7670745849609,0.941519630968464,0.9393613531344772,0.303318440914154,L_Area_10v,S038,T01vsT02,AL_07
0.114682496926719,0.88716271463614,0.9949899911880492,8847.718391418457,2250.663848876953,0.8552278820375331,0.98258501291275,2601.3107528686523,880.6945495605469,0.8836773634837061,0.880210710509541,0.8661053776741021,L_Area_10v,TOT7729F,T01vsT02,AL_07
1.339778396511243,0.5077233042310271,0.723496735095977,3082.430923461914,5977.306526184082,0.71505376344086,0.8691860437393181,1084.5590286254885,864.3853912353516,0.714598178614079,0.5088279912958641,2.535092145204544,L_Area_25,07CAMINO6124,T01vsT02,AL_07
1.3072671967206682,0.454642475987193,0.6600656509399411,8684.626808166504,20834.94976043701,0.531516183986371,0.6031613945960991,1272.1143493652344,2242.5092697143555,0.6044934575312311,0.425086832200859,8.258642733097076,L_Area_25,26CAMINO3920,T01vsT02,AL_07
0.65876915932249,0.545306122448979,0.6108576059341431,2723.629440307617,4542.100593566895,0.5718654434250761,0.655955672264099,1524.9063034057615,2283.282165527344,0.0,0.0,2.761081218719482,L_Area_25,41TPEF4693,T01vsT02,AL_07
4.667777179396885,0.067786442711457,0.21332424879074,921.4674453735352,25344.43203735352,0.341920374707259,0.483233243227005,595.2842788696289,2291.4367446899414,0.0,0.0,10.689058184623718,L_Area_25,S016,T01vsT02,AL_07
3.732931752153021,0.194756554307116,0.279799431562423,212.01905822753903,1753.234519958496,0.203389830508474,0.304878056049346,97.85494995117188,766.5304412841797,0.0,0.01395177863871,5.417269229888916,L_Area_25,S017,T01vsT02,AL_07
0.54666001993291,0.6774872257288841,0.9098070859909052,9190.21071624756,8749.863441467285,0.6949494949494951,0.8865591287612911,1402.5876159667969,1231.341453552246,0.8901394933630971,0.6888135864614721,2.266558686892191,L_Area_25,S018,T01vsT02,AL_07
0.6375501365633991,0.660440293529019,0.912646353244781,4036.51668548584,4150.680793762207,0.7711711711711711,0.934447705745697,1745.0799407958984,1035.6315536499023,0.6840812881724001,0.6176752721609291,2.006176471710205,L_Area_25,S020,T01vsT02,AL_07
0.175624578028809,0.8209876543209871,0.9812375903129572,2169.118057250977,945.931182861328,0.7798408488063661,0.915043890476226,1198.7231369018557,676.8300704956055,0.8405714186889911,0.741149436498289,0.6322305202484131,L_Area_25,S021,T01vsT02,AL_07
0.479743487574992,0.6070588235294111,0.8554971814155571,1051.9407119750977,1361.8147201538086,0.579710144927536,0.744123458862304,652.3663330078125,945.931182861328,0.589258739631584,0.241552807938257,1.367537498474121,L_Area_25,S022,T01vsT02,AL_07
0.138928272163536,0.8665048543689321,0.9903491735458372,2911.1847610473637,897.0037078857422,0.8857142857142851,0.988546907901763,1516.751724243164,391.4197998046875,0.976153805492028,0.9631901975456392,0.566191315650939,L_Area_25,S023,T01vsT02,AL_07
1.773800642507737,0.5635093845482321,0.7395501136779781,10527.561698913574,16309.158325195312,0.685612788632326,0.809147536754608,1573.8337783813477,1443.3605117797852,0.509406329387409,0.621433048453032,7.688173989454905,L_Area_25,S024,T01vsT02,AL_07
0.337677261854072,0.739974126778783,0.9680313467979432,2332.2096405029297,1639.070411682129,0.736,0.947493314743042,1500.4425659179688,1076.4044494628906,0.8744466025435901,0.742969429668425,1.121689081192016,L_Area_25,S025,T01vsT02,AL_07
0.405017255838463,0.6761984861227921,0.9187235832214352,3278.140823364258,3139.5129776000977,0.7503924646781791,0.912883341312408,1948.94441986084,1296.5780868530271,0.825941289901956,0.64213421549825,0.64624547958374,L_Area_25,S027,T01vsT02,AL_07
0.7777477070007981,0.555371900826446,0.8086910843849181,1369.9692993164062,2193.581794738769,0.480662983425414,0.7075088620185851,709.4483871459961,1533.0608825683594,0.410079778951503,0.162910256414043,2.754047393798828,L_Area_25,S028,T01vsT02,AL_07
0.189790966123977,0.8213125406107861,0.976552546024322,5153.694030761719,2242.5092697143555,0.7637540453074431,0.93898868560791,1924.4806823730469,1190.5685577392578,0.7915801592210061,0.826330966871846,1.042733788490295,L_Area_25,S029,T01vsT02,AL_07
1.829841408868076,0.454320987654321,0.622416853904724,3751.106414794922,9010.80997467041,0.6286836935166991,0.7349025011062621,1304.732666015625,1541.215461730957,0.263694124820391,0.16238712961318,5.002204060554504,L_Area_25,S031,T01vsT02,AL_07
1.151700240255917,0.567814062959694,0.8130947947502131,7869.168891906738,11979.076789855955,0.78502080443828,0.9385042190551752,2307.7459030151367,1263.9597702026367,0.6375040397232371,0.666287939296625,3.162249593064189,L_Area_25,S032,T01vsT02,AL_07
5.349698221650577,0.128328240942819,0.31876465678215,1198.7231369018557,16284.69458770752,0.423236514522821,0.40841469168663,831.7670745849609,2266.9730072021484,0.0,0.0,12.642305374145508,L_Area_25,S033,T01vsT02,AL_07
1.21297124980016,0.5659911023232821,0.6933711171150201,9336.993141174316,14319.441009521484,0.706921944035346,0.8402962684631341,1957.0989990234373,1622.7612533569336,0.075490439879656,0.162823279178491,3.416851808627446,L_Area_25,S034,T01vsT02,AL_07
0.612782998715625,0.6203872853489221,0.843895733356475,6923.23770904541,8472.607749938965,0.7142857142857141,0.8515831232070921,2324.055061340332,1859.2440490722656,0.6439941087352681,0.443446103870493,3.141526460647583,L_Area_25,S035,T01vsT02,AL_07
0.398223688459365,0.715154463634152,0.8754087686538691,11987.231369018557,9549.012199401855,0.669158878504672,0.765746653079986,1459.6696701049805,1443.3605117797852,0.515053614546761,0.369411533392098,2.763072649637858,L_Area_25,S036,T01vsT02,AL_07
0.726557698043193,0.5312934631432541,0.6238721013069151,4672.573860168457,8244.27953338623,0.442148760330578,0.536934435367584,872.5399703979492,2201.736373901367,0.253159202315621,0.243497970415799,3.394583861033121,L_Area_25,S037,T01vsT02,AL_07
0.325644607438761,0.7625508819538671,0.945242464542388,4582.873489379883,2854.10270690918,0.8361581920903951,0.935971200466156,1810.31657409668,709.4483871459961,0.823546548534937,0.597916774801843,0.686300694942474,L_Area_25,S038,T01vsT02,AL_07
0.263813570316601,0.7922235722964761,0.9685570001602172,2658.392807006836,1394.4330368041992,0.7848101265822781,0.88511174917221,1263.9597702026367,693.1392288208008,0.8221294747729441,0.5826843347277221,1.051957607269287,L_Area_25,TOT7729F,T01vsT02,AL_07
0.115540729137376,0.8871965730604471,0.994081139564514,7600.067779541016,1932.6352615356443,0.8991097922848661,0.994107723236084,2470.83748626709,554.5113830566406,0.93257790394354,0.972116488375258,0.463187038898468,L_Area_p32,07CAMINO6124,T01vsT02,AL_07
0.100081432233627,0.8997722095671981,0.9963114261627192,9663.176307678224,2152.808898925781,0.8766404199475061,0.989232301712036,2723.629440307617,766.5304412841797,0.9379773276728632,0.943694347970993,0.548524737358093,L_Area_p32,26CAMINO3920,T01vsT02,AL_07
0.113267858932565,0.8926417370325691,0.9937912821769712,9051.582870483398,2177.272636413574,0.885154061624649,0.983754098415374,2576.8470153808594,668.6754913330078,0.927678589628376,0.9196968090548,0.8164727091789241,L_Area_p32,41TPEF4693,T01vsT02,AL_07
0.111758696270032,0.8849633778543731,0.9959610104560852,8374.752799987793,2177.272636413574,0.8888888888888881,0.9912611246109,2348.518798828125,587.1296997070312,0.955221255961866,0.901830584009704,0.44191226363182,L_Area_p32,S016,T01vsT02,AL_07
0.105245906456377,0.897052154195011,0.995074748992919,8064.878791809082,1851.089469909668,0.8719512195121951,0.990197539329528,2332.2096405029297,684.9846496582031,0.9007187221491351,0.93407497512413,0.544261217117309,L_Area_p32,S017,T01vsT02,AL_07
0.108812810438619,0.8924623115577891,0.9962240457534792,7241.266296386719,1745.0799407958984,0.8608,0.9867748618125912,2193.581794738769,709.4483871459961,0.9191198037367552,0.898598668438585,0.577783226966857,L_Area_p32,S018,T01vsT02,AL_07
0.105329763931731,0.8983106989069221,0.9951061010360712,11057.609344482422,2503.4558029174805,0.8815286624203821,0.983772456645965,2821.484390258789,758.375862121582,0.9191338675050892,0.9047516859344472,0.7191644310951231,L_Area_p32,S020,T01vsT02,AL_07
0.119392463586631,0.88433908045977,0.989370882511138,10038.286949157717,2625.7744903564453,0.877551020408163,0.980259537696838,2805.1752319335938,782.839599609375,0.9346941347049652,0.9128336098535732,0.6400130391120911,L_Area_p32,S021,T01vsT02,AL_07
0.171139174836134,0.8379735280693741,0.985999822616577,7485.903671264648,2894.875602722168,0.830028328611898,0.98255181312561,2389.2916946411133,978.5494995117188,0.829832232368449,0.8838054123119911,1.046616911888122,L_Area_p32,S022,T01vsT02,AL_07
0.053614398196798,0.946341463414634,0.999337375164032,7909.941787719727,897.0037078857422,0.936106983655274,0.99783056974411,2568.6924362182617,350.6469039916992,0.996423986734548,0.988682360346166,0.034855477511882,L_Area_p32,S023,T01vsT02,AL_07
0.321344908359702,0.7391076115485561,0.940695464611053,5740.82373046875,4052.825843811035,0.7368421052631571,0.893242716789245,1712.4616241455078,1223.1868743896484,0.7377074447563201,0.72093610106798,1.23191225528717,L_Area_p32,S024,T01vsT02,AL_07
0.094086018649639,0.906885758998435,0.99632716178894,9451.157249450684,1940.7898406982424,0.892998678996037,0.9944262504577632,2756.247756958008,660.5209121704102,0.9514453475041692,0.969208186362392,0.363798081874847,L_Area_p32,S025,T01vsT02,AL_07
0.109048948864535,0.8882474226804121,0.994899451732635,8782.481758117676,2209.890953063965,0.882758620689655,0.992555856704711,2609.46533203125,693.1392288208008,0.910965284646553,0.9333944420869512,0.346240818500518,L_Area_p32,S027,T01vsT02,AL_07
0.092553662322501,0.908794788273615,0.996211111545562,9100.510345458984,1826.625732421875,0.8840381991814461,0.991031527519226,2642.0836486816406,693.1392288208008,0.915203108406153,0.950344217968122,0.426065295934677,L_Area_p32,S028,T01vsT02,AL_07
0.081403280329906,0.919168591224018,0.9961414933204652,9736.567520141602,1712.4616241455078,0.929611650485436,0.9944831132888792,3123.2038192749023,472.96559143066406,0.945022694238908,0.8943166365534181,0.450550615787506,L_Area_p32,S029,T01vsT02,AL_07
0.089572299671032,0.911077618688771,0.997132003307342,9858.886207580566,1924.4806823730469,0.8945454545454541,0.991715371608734,3009.039710998535,709.4483871459961,0.960412824285414,0.93431425120642,0.391863107681274,L_Area_p32,S031,T01vsT02,AL_07
0.091980116713232,0.905295315682281,0.996649980545044,7249.420875549316,1516.751724243164,0.901023890784982,0.995485305786132,2152.808898925781,472.96559143066406,0.9403804055466192,0.973123269694454,0.197253674268722,L_Area_p32,S032,T01vsT02,AL_07
0.112593441257066,0.8880597014925371,0.99579381942749,7763.159362792969,1957.0989990234373,0.872340425531914,0.988800287246704,2340.364219665528,684.9846496582031,0.96801063170148,0.9583452847104252,0.342203199863433,L_Area_p32,S033,T01vsT02,AL_07
0.243151713332546,0.7959114139693351,0.95612609386444,9524.548461914062,4884.592918395996,0.7779390420899851,0.938259363174438,2185.427215576172,1247.6506118774414,0.672187538251353,0.751950628370284,1.572427034378051,L_Area_p32,S034,T01vsT02,AL_07
0.096048574893,0.901150981719702,0.995895445346832,10853.74486541748,2381.137115478516,0.8968058968058961,0.993301570415496,2976.4213943481445,684.9846496582031,0.962314655175932,0.93398973713216,0.333361327648162,L_Area_p32,S035,T01vsT02,AL_07
0.104717343693528,0.8959931798806471,0.997141301631927,8570.462699890137,1989.717315673828,0.872972972972972,0.994377851486206,2633.929069519043,766.5304412841797,0.9582132954714172,0.93523608375102,0.136310189962387,L_Area_p32,S036,T01vsT02,AL_07
0.111170747026382,0.888080808080808,0.9944405555725092,8961.882499694824,2258.818428039551,0.898071625344352,0.991212546825408,2658.392807006836,603.4388580322266,0.946130993444382,0.95266614016639,0.241053029894828,L_Area_p32,S037,T01vsT02,AL_07
0.081743701454321,0.918173168411037,0.9978205561637872,7869.168891906738,1402.5876159667969,0.904831625183016,0.995881021022796,2519.764961242676,530.0476455688477,0.9568522507026972,0.9581772993980452,0.200272411108016,L_Area_p32,S038,T01vsT02,AL_07
0.075338442396633,0.9241253975465692,0.998381793498992,8293.207008361816,1361.8147201538086,0.920436817472698,0.9972908496856692,2405.6008529663086,415.88353729248047,0.943488483668088,0.972788755404648,0.400409072637558,L_Area_p32,TOT7729F,T01vsT02,AL_07
0.234989043260372,0.8230184581976111,0.982361197471618,3090.585502624512,1329.196403503418,0.8131868131868131,0.967275917530059,1206.8777160644531,554.5113830566406,0.9110385503696752,0.95806531619989,0.47278094291687,L_Area_s32,07CAMINO6124,T01vsT02,AL_07
0.280527890774729,0.776386404293381,0.986992478370666,3539.087356567383,2038.644790649414,0.8381374722838131,0.987016439437866,1541.215461730957,595.2842788696289,0.9360526064471952,0.914986262691398,0.263101547956466,L_Area_s32,26CAMINO3920,T01vsT02,AL_07
0.114916903667526,0.8860759493670881,0.996379315853118,3995.743789672852,1027.4769744873047,0.85579196217494,0.987564742565155,1475.9788284301758,497.429328918457,0.928605804404376,0.9579267032837652,0.328180879354476,L_Area_s32,41TPEF4693,T01vsT02,AL_07
0.248596896070003,0.7634615384615381,0.9716361165046692,3237.367927551269,2006.0264739990237,0.7712082262210791,0.963529109954834,1223.1868743896484,725.7575454711914,0.904820253797192,0.942557988931455,0.333603531122207,L_Area_s32,S016,T01vsT02,AL_07
0.763585972933698,0.5848303393213571,0.869270026683807,2389.2916946411133,3392.304931640625,0.674074074074074,0.8619221448898311,742.0667037963867,717.6029663085938,0.393818312103077,0.477897725550076,3.021904945373535,L_Area_s32,S017,T01vsT02,AL_07
0.109159381655009,0.891221374045801,0.995434999465942,3808.1884689331055,929.6220245361328,0.8739002932551321,0.9873407483100892,1215.0322952270508,350.6469039916992,0.956749670009793,0.9767925046990752,0.428469598293304,L_Area_s32,S018,T01vsT02,AL_07
0.111190211988987,0.890756302521008,0.994286894798278,4321.926956176758,1060.0952911376953,0.8791773778920301,0.989711940288543,1394.4330368041992,383.2652206420898,0.93872439258176,0.9045025047006232,0.22847394645214,L_Area_s32,S020,T01vsT02,AL_07
0.171221834229634,0.8414055080721741,0.983851552009582,3612.4785690307617,1361.8147201538086,0.8546637744034701,0.9875014424324032,1606.4520950317385,546.356803894043,0.8854037898378311,0.9648815417841832,0.490662485361099,L_Area_s32,S021,T01vsT02,AL_07
0.535330753066925,0.6277915632754341,0.918214380741119,2063.108528137207,2446.373748779297,0.505494505494505,0.807119846343994,750.2212829589844,1467.824249267578,0.401083090961608,0.306383299906595,1.907287836074829,L_Area_s32,S022,T01vsT02,AL_07
0.05485637845948,0.9448669201520912,0.999288976192474,4052.825843811035,472.96559143066406,0.9186602870813392,0.996951818466186,1565.67919921875,277.2556915283203,0.9979669485347832,0.9969575537225632,0.042233482003211,L_Area_s32,S023,T01vsT02,AL_07
1.211700358486966,0.484149855907781,0.8613044619560241,3424.923248291016,7298.348350524902,0.6666666666666661,0.927006721496582,1019.322395324707,1019.322395324707,0.493055398843341,0.495912345982321,3.507649898529052,L_Area_s32,S024,T01vsT02,AL_07
0.224707564093654,0.775913129318854,0.969079434871673,3204.749610900879,1851.089469909668,0.797494780793319,0.9820285439491272,1557.5246200561523,790.9941787719727,0.692878244337464,0.8572308247077991,0.75604248046875,L_Area_s32,S025,T01vsT02,AL_07
0.114411090380202,0.8876127973748971,0.9954667687416072,4411.627326965332,1117.177345275879,0.886021505376344,0.98882383108139,1679.8433074951172,432.1926956176758,0.8925296129262641,0.951416561458032,0.326810032129287,L_Area_s32,S027,T01vsT02,AL_07
0.116190080062628,0.8850931677018631,0.9934885501861572,4648.110122680664,1206.8777160644531,0.8848484848484841,0.9918938279151912,1785.8528366088867,464.8110122680664,0.87054586087834,0.9263088909426792,0.495910555124282,L_Area_s32,S028,T01vsT02,AL_07
0.187749592045028,0.841286307053941,0.975505590438842,6613.363700866699,2495.301223754883,0.822981366459627,0.959302306175231,2160.963478088379,929.6220245361328,0.8920334430022491,0.867668891229292,0.6997630596160881,L_Area_s32,S029,T01vsT02,AL_07
